stn;time;gre000m0;hto000m0;nto000m0;prestam0;tre200m0;tre200mn;ure200m0;rre150m0;sre000m0;tre200mx
CDF;190001;-;-;-;-;-;-;-;218.9;-;-
CDF;190002;-;-;-;-;-;-;-;137.0;-;-
CDF;190003;-;-;-;-;-;-;-;59.9;-;-
CDF;190004;-;-;-;-;-;-;-;83.3;-;-
CDF;190005;-;-;-;-;-;-;-;84.8;-;-
CDF;190006;-;-;-;-;-;-;-;73.4;-;-
CDF;190007;-;-;-;-;-;-;-;106.7;-;-
CDF;190008;-;-;-;-;-;-;-;155.9;-;-
CDF;190009;-;-;-;-;-;-;-;102.6;-;-
CDF;190010;-;-;-;-;-;-;-;88.1;-;-
CDF;190011;-;-;-;-;-;-;-;90.6;-;-
CDF;190012;-;-;-;-;-;-;-;150.1;-;-
CDF;190101;-;-;45;904.3;-2.6;-16.0;80.8;123.3;-;-
CDF;190102;-;-;59;898.8;-7.3;-25.6;78.3;63.1;-;-
CDF;190103;-;-;79;893.4;-0.4;-17.5;78.4;102.6;-;-
CDF;190104;-;-;68;901.2;5.6;-9.0;79.1;288.7;-;-
CDF;190105;-;-;46;903.0;10.0;0.0;70.3;42.3;-;-
CDF;190106;-;-;51;905.7;13.6;1.5;70.1;190.2;-;-
CDF;190107;-;-;52;904.7;15.7;5.5;68.0;125.9;-;-
CDF;190108;-;-;50;906.6;13.9;2.0;77.4;140.3;12564;-
CDF;190109;-;-;77;901.9;12.0;2.5;83.8;199.3;6570;-
CDF;190110;-;-;69;901.1;6.2;-2.0;83.9;142.9;5718;-
CDF;190111;-;-;58;905.1;-0.5;-10.0;79.8;49.7;5958;-
CDF;190112;-;-;80;894.7;-1.4;-12.5;86.4;138.3;2424;-
CDF;190201;-;-;63;907.3;-0.9;-9.0;84.1;100.7;5400;-
CDF;190202;-;-;74;894.6;-1.4;-12.5;83.2;97.7;3888;-
CDF;190203;-;-;59;899.5;2.1;-8.5;79.5;163.4;7721;-
CDF;190204;-;-;62;899.5;7.6;-3.5;79.3;106.6;7416;-
CDF;190205;-;-;76;901.2;5.5;-3.0;80.3;189.3;5550;-
CDF;190206;-;-;60;902.5;12.1;3.0;73.1;106.5;12246;-
CDF;190207;-;-;43;906.5;15.6;5.0;69.1;119.1;16223;-
CDF;190208;-;-;61;904.7;13.8;4.5;75.8;176.2;10770;-
CDF;190209;-;-;52;905.8;11.0;0.5;80.0;65.2;9642;-
CDF;190210;-;-;75;902.6;6.1;-2.0;84.9;151.4;4536;-
CDF;190211;-;-;64;899.8;2.0;-10.5;83.5;51.8;5892;-
CDF;190212;-;-;68;903.7;-1.9;-13.5;88.6;165.3;3288;-
CDF;190301;-;-;49;905.3;-1.6;-17.0;79.9;80.6;4062;-
CDF;190302;-;-;48;911.0;0.3;-13.5;72.4;53.6;6720;-
CDF;190303;-;-;58;903.8;2.9;-6.5;71.3;110.9;8388;-
CDF;190304;-;-;80;897.3;1.8;-8.5;80.9;124.7;4134;-
CDF;190305;-;-;50;900.7;9.9;-1.0;76.5;81.0;12390;-
CDF;190306;-;-;66;901.9;11.4;3.0;80.6;82.7;7734;-
CDF;190307;-;-;61;905.0;14.1;6.0;73.7;92.2;11304;-
CDF;190308;-;-;46;906.2;14.1;4.5;78.0;188.7;13710;-
CDF;190309;-;-;52;906.7;11.8;2.0;78.0;50.2;9174;-
CDF;190310;-;-;70;901.3;7.9;-1.5;79.1;197.0;6120;-
CDF;190311;-;-;70;903.1;1.6;-8.5;89.0;132.9;4230;-
CDF;190312;-;-;68;894.8;-2.6;-15.5;87.9;65.1;2382;-
CDF;190401;-;-;52;902.7;-3.7;-16.0;85.2;76.2;2892;-
CDF;190402;-;-;82;893.1;-1.1;-17.0;84.4;253.3;2466;-
CDF;190403;-;-;66;898.1;1.4;-9.5;80.0;85.4;5472;-
CDF;190404;-;-;71;902.5;6.9;-2.5;78.7;104.2;5982;-
CDF;190405;-;-;58;905.1;11.0;-1.0;75.2;196.4;11868;-
CDF;190406;-;-;52;905.3;14.0;3.5;74.6;112.5;12246;-
CDF;190407;-;-;34;907.4;17.9;7.0;67.2;34.2;17256;-
CDF;190408;-;-;47;906.9;15.0;4.5;72.4;118.9;15642;-
CDF;190409;-;-;59;904.5;9.6;-1.0;81.0;98.9;7644;-
CDF;190410;-;-;68;905.3;6.9;-2.5;86.2;59.5;6012;-
CDF;190411;-;-;56;903.9;1.1;-13.5;79.3;56.4;5466;-
CDF;190412;-;-;63;902.3;-1.1;-10.5;88.3;98.2;4590;-
CDF;190501;-;-;59;908.6;-4.9;-20.5;85.1;124.2;4848;-
CDF;190502;-;-;65;906.1;-2.3;-17.5;87.6;41.9;4962;-
CDF;190503;-;-;75;898.8;2.5;-8.0;81.3;152.0;5322;-
CDF;190504;-;-;75;898.5;5.4;-8.5;78.1;190.2;6696;-
CDF;190505;-;-;64;902.6;7.9;-0.5;78.6;101.5;9108;-
CDF;190506;-;-;53;903.0;13.7;3.5;75.1;94.3;11790;-
CDF;190507;-;-;35;907.3;17.6;6.0;70.2;59.0;18492;-
CDF;190508;-;-;57;904.9;14.5;5.0;80.9;265.5;11952;-
CDF;190509;-;-;71;904.0;11.2;2.5;85.1;151.2;6108;-
CDF;190510;-;-;71;902.1;1.5;-8.5;80.8;127.4;5172;-
CDF;190511;-;-;79;895.5;1.8;-7.0;82.3;156.9;3228;-
CDF;190512;-;-;40;908.3;-1.1;-8.5;82.5;70.7;6408;-
CDF;190601;-;-;67;905.2;-1.3;-18.0;82.1;127.0;4746;-
CDF;190602;-;-;81;896.0;-3.0;-17.0;82.7;150.5;3965;-
CDF;190603;-;-;61;900.5;-0.3;-15.5;77.5;134.3;8610;-
CDF;190604;-;-;67;902.4;4.9;-6.0;69.4;67.5;8184;-
CDF;190605;-;-;68;900.5;9.5;-1.0;72.5;174.1;9846;-
CDF;190606;-;-;52;906.0;12.3;1.5;72.8;80.1;13116;-
CDF;190607;-;-;55;906.3;15.5;3.0;73.0;108.3;11562;-
CDF;190608;-;-;38;908.1;15.6;2.0;63.3;33.9;16578;-
CDF;190609;-;-;37;908.2;10.8;1.0;68.0;43.1;13218;-
CDF;190610;-;-;47;903.2;9.0;-1.0;76.3;76.6;9108;-
CDF;190611;-;-;61;902.3;3.0;-8.0;81.5;169.5;5214;-
CDF;190612;-;-;70;898.5;-5.3;-23.0;87.8;185.2;2736;-
CDF;190701;-;-;69;909.0;-3.2;-20.0;83.6;135.1;3905;-
CDF;190702;-;-;61;899.5;-4.9;-23.0;85.5;86.7;4686;-
CDF;190703;-;-;49;906.6;0.1;-16.0;78.9;122.5;9714;-
CDF;190704;-;-;76;895.0;3.6;-4.5;76.3;111.5;6504;-
CDF;190705;-;-;65;901.9;10.3;-3.5;67.2;82.6;8280;-
CDF;190706;-;-;65;904.7;12.5;2.5;69.4;132.6;8946;-
CDF;190707;-;-;52;905.6;13.2;1.5;67.0;79.6;11442;-
CDF;190708;-;-;45;907.9;15.2;3.0;64.6;92.2;15413;-
CDF;190709;-;-;39;907.4;12.4;2.5;74.1;64.4;10656;-
CDF;190710;-;-;71;898.8;8.1;-1.5;77.2;90.6;4902;-
CDF;190711;-;-;58;903.1;3.8;-7.5;82.4;45.5;5052;-
CDF;190712;-;-;69;899.0;0.6;-13.5;87.5;184.9;3468;-
CDF;190801;-;-;45;905.8;-4.4;-18.0;79.9;79.0;5454;-
CDF;190802;-;-;73;904.4;-2.4;-15.5;83.4;215.8;3900;-
CDF;190803;-;-;77;898.8;-0.2;-13.0;75.6;103.6;4404;-
CDF;190804;-;-;70;897.2;3.0;-5.0;80.1;83.6;7680;-
CDF;190805;-;-;62;905.9;11.8;0.0;70.2;143.8;12252;-
CDF;190806;-;-;48;905.4;15.3;3.0;66.5;127.2;13194;-
CDF;190807;-;-;51;905.8;14.8;5.5;70.7;187.9;13758;-
CDF;190808;-;-;52;905.4;12.5;2.5;70.4;110.8;12672;-
CDF;190809;-;-;53;907.3;10.5;-0.5;75.5;147.1;8754;-
CDF;190810;-;-;23;907.7;7.3;-6.5;75.6;10.5;12498;-
CDF;190811;-;-;56;904.3;1.2;-7.5;84.6;114.5;6060;-
CDF;190812;-;-;64;900.8;-1.4;-20.0;85.8;78.0;3420;-
CDF;190901;-;-;44;904.9;-4.9;-17.5;84.2;103.5;6558;-
CDF;190902;-;-;56;900.7;-5.4;-19.0;80.3;78.5;6342;-
CDF;190903;-;-;77;890.2;-0.7;-17.0;80.6;119.1;4410;-
CDF;190904;-;-;48;903.3;6.1;-7.5;70.9;133.0;12624;-
CDF;190905;-;-;45;904.9;9.1;-4.0;68.6;72.8;15066;-
CDF;190906;-;-;76;902.6;11.4;2.5;74.5;239.2;7896;-
CDF;190907;-;-;64;905.2;12.1;4.0;77.9;253.6;10140;-
CDF;190908;-;-;51;905.8;14.1;3.5;74.9;83.0;12360;-
CDF;190909;-;-;57;904.1;10.1;1.0;81.9;138.5;8238;-
CDF;190910;-;-;61;903.6;8.0;-5.5;83.4;226.3;8100;-
CDF;190911;-;-;68;899.9;0.1;-14.0;86.3;63.3;4776;-
CDF;190912;-;-;74;896.3;0.4;-13.5;86.2;204.9;2880;-
CDF;191001;-;-;69;900.7;-1.7;-16.0;87.0;363.0;4194;-
CDF;191002;-;-;78;897.7;-0.7;-16.0;77.9;168.6;4200;-
CDF;191003;-;-;55;903.6;1.1;-9.0;77.8;34.9;9804;-
CDF;191004;-;-;70;898.4;4.3;-7.5;77.4;114.0;7476;-
CDF;191005;-;-;78;898.5;8.2;-3.0;77.3;139.5;8328;-
CDF;191006;-;-;64;902.3;13.1;5.0;76.6;212.4;11322;-
CDF;191007;-;-;68;902.9;12.8;4.0;76.7;205.4;10230;-
CDF;191008;-;-;67;905.5;13.8;5.0;79.7;130.8;11448;-
CDF;191009;-;-;68;906.9;9.3;1.0;84.3;107.8;6942;-
CDF;191010;-;-;60;904.6;8.0;-1.0;76.7;66.7;8130;-
CDF;191011;-;-;86;894.9;0.5;-14.5;82.5;344.3;2256;-
CDF;191012;-;-;72;898.0;1.3;-10.0;78.5;185.4;3462;-
CDF;191101;-;-;45;907.1;-5.0;-16.0;75.4;36.7;6276;-
CDF;191102;-;-;61;908.0;-1.8;-14.0;76.7;77.4;6318;-
CDF;191103;-;-;70;897.6;1.7;-11.5;69.3;112.2;5322;-
CDF;191104;-;-;52;901.2;3.7;-10.0;69.7;80.4;10044;-
CDF;191105;-;-;71;901.0;10.2;0.5;77.0;98.8;9234;-
CDF;191106;-;-;58;905.7;12.8;2.5;72.1;174.3;11904;-
CDF;191107;-;-;28;909.2;18.1;5.0;60.5;41.5;21696;-
CDF;191108;-;-;27;906.6;17.9;6.5;63.3;61.6;18318;-
CDF;191109;-;-;44;907.1;13.4;1.0;71.3;112.7;12330;-
CDF;191110;-;-;62;903.0;7.3;-2.0;81.1;135.9;8382;-
CDF;191111;-;-;67;899.5;4.3;-3.0;79.2;83.9;5736;-
CDF;191112;-;-;70;901.9;1.7;-5.0;81.9;193.1;3522;-
CDF;191201;-;-;63;900.8;0.5;-12.5;79.7;124.2;4944;-
CDF;191202;-;-;67;897.5;2.9;-20.0;74.8;67.6;5388;-
CDF;191203;-;-;67;900.6;3.9;-4.5;78.0;145.2;7974;-
CDF;191204;-;-;55;903.0;4.0;-6.0;71.7;44.5;10314;-
CDF;191205;-;-;60;903.8;10.7;-4.0;71.8;163.2;11064;-
CDF;191206;-;-;67;903.2;12.7;3.5;72.9;107.5;9432;-
CDF;191207;-;-;53;904.1;14.6;4.5;70.4;132.6;9870;-
CDF;191208;-;-;78;902.6;11.2;2.5;75.4;266.3;5202;-
CDF;191209;-;-;62;905.9;6.4;-2.0;75.2;75.9;6948;-
CDF;191210;-;-;58;903.0;5.5;-4.5;76.1;200.0;6834;-
CDF;191211;-;-;72;901.9;-1.1;-14.5;76.9;145.3;3456;-
CDF;191212;-;-;52;907.4;-0.9;-14.5;81.2;86.6;5406;-
CDF;191301;-;-;70;901.3;1.3;-5.5;85.9;150.8;3750;-
CDF;191302;-;-;35;905.9;-1.0;-9.5;75.7;54.3;9084;-
CDF;191303;-;-;62;904.3;3.2;-10.0;78.6;116.4;6030;-
CDF;191304;-;-;71;898.1;4.8;-13.5;80.0;122.6;6474;-
CDF;191305;-;-;60;902.0;9.6;-1.0;73.6;99.3;10092;-
CDF;191306;-;-;71;908.1;12.3;3.5;74.3;80.3;7991;-
CDF;191307;-;-;67;904.0;11.9;2.5;78.8;127.7;8808;-
CDF;191308;-;-;46;905.4;13.6;4.0;76.6;104.2;13134;-
CDF;191309;-;-;50;903.5;10.7;1.5;80.9;142.6;8868;-
CDF;191310;-;-;54;903.6;8.3;-1.5;78.6;59.0;8406;-
CDF;191311;-;-;76;905.3;5.0;-5.5;86.8;196.3;2922;-
CDF;191312;-;-;66;904.4;-1.6;-11.5;85.5;96.5;3864;-
CDF;191401;-;-;56;902.7;-7.0;-17.0;84.2;92.8;5412;-
CDF;191402;-;-;60;901.2;1.1;-11.5;80.2;54.4;5400;-
CDF;191403;-;-;81;897.1;1.9;-9.0;83.0;310.1;5082;-
CDF;191404;-;-;50;905.8;7.5;-1.0;68.6;107.4;11976;-
CDF;191405;-;-;76;904.2;7.8;0.5;78.9;167.7;5994;-
CDF;191406;-;-;63;903.8;11.8;1.0;74.9;118.6;10014;-
CDF;191407;-;-;67;903.3;13.5;4.0;76.8;225.1;8916;-
CDF;191408;-;-;48;906.8;14.6;4.5;76.3;211.5;13812;-
CDF;191409;-;-;52;907.1;10.7;0.0;79.8;150.5;10848;-
CDF;191410;-;-;65;901.9;6.4;-3.0;80.9;46.0;7056;-
CDF;191411;-;-;64;899.6;1.4;-12.0;81.8;106.2;5778;-
CDF;191412;-;-;69;898.5;1.6;-12.5;78.0;171.4;4200;-
CDF;191501;-;-;86;891.6;-2.8;-20.0;86.3;209.5;1668;-
CDF;191502;-;-;76;895.6;-1.3;-12.0;82.9;117.3;4398;-
CDF;191503;-;-;69;898.5;0.1;-11.5;81.6;138.7;6420;-
CDF;191504;-;-;62;901.3;3.7;-6.0;80.3;166.5;8772;-
CDF;191505;-;-;60;901.9;12.4;4.0;74.2;120.6;11304;-
CDF;191506;-;-;58;904.5;15.2;6.0;72.8;116.0;11448;-
CDF;191507;-;-;58;905.3;14.2;3.5;71.4;158.2;13572;-
CDF;191508;-;-;49;906.0;12.9;1.0;75.9;138.0;13110;-
CDF;191509;-;-;46;904.2;10.1;1.0;78.7;98.3;10920;-
CDF;191510;-;-;68;901.8;4.6;-5.0;81.8;43.3;6054;-
CDF;191511;-;-;66;898.6;-0.9;-15.0;85.3;211.3;5178;-
CDF;191512;-;-;82;898.5;3.2;-10.5;84.2;223.7;2184;-
CDF;191601;-;-;70;911.2;0.9;-12.0;86.6;139.8;4908;-
CDF;191602;-;-;80;897.5;-0.4;-9.0;81.8;260.2;3918;-
CDF;191603;-;-;76;891.1;1.5;-14.5;80.7;113.0;5508;-
CDF;191604;-;-;61;899.0;5.2;-7.0;78.9;178.5;9702;-
CDF;191605;-;-;63;902.7;10.6;0.0;71.7;87.2;10236;-
CDF;191606;-;-;75;902.6;10.4;1.0;75.4;207.9;8088;-
CDF;191607;-;-;62;905.2;14.1;4.5;75.3;161.2;10098;-
CDF;191608;-;-;40;904.7;14.2;3.5;71.6;110.0;13584;-
CDF;191609;-;-;61;903.4;9.2;0.0;80.6;136.9;7991;-
CDF;191610;-;-;66;905.4;6.7;-6.0;81.8;158.4;7560;-
CDF;191611;-;-;68;899.5;2.6;-8.0;80.1;163.4;4176;-
CDF;191612;-;-;80;893.2;0.1;-13.0;84.5;229.9;2760;-
CDF;191701;-;-;78;893.0;-4.9;-18.0;84.3;85.0;3486;-
CDF;191702;-;-;46;900.8;-3.9;-21.0;80.8;19.0;7680;-
CDF;191703;-;-;79;894.6;-1.0;-13.5;81.8;133.4;4110;-
CDF;191704;-;-;76;899.2;1.9;-6.0;77.2;138.3;8250;-
CDF;191705;-;-;62;903.0;13.0;4.5;73.5;174.2;10944;-
CDF;191706;-;-;53;907.3;15.0;4.0;73.1;223.4;13116;-
CDF;191707;-;-;53;907.1;15.0;5.0;72.1;126.5;13038;-
CDF;191708;-;-;60;903.3;13.4;5.0;74.6;283.0;10338;-
CDF;191709;-;-;45;908.9;13.4;4.5;72.1;81.2;12240;-
CDF;191710;-;-;77;900.9;4.4;-6.0;77.5;277.3;5592;-
CDF;191711;-;-;72;906.7;1.6;-7.5;82.7;102.0;4728;-
CDF;191712;-;-;61;902.1;-5.5;-21.5;81.5;43.2;5064;-
CDF;191801;-;-;54;904.8;-0.7;-18.0;79.3;111.1;6984;-
CDF;191802;-;-;45;910.0;-0.2;-13.0;77.4;44.4;8454;-
CDF;191803;-;-;50;901.1;1.6;-9.0;75.2;65.4;11334;-
CDF;191804;-;-;86;896.1;4.7;-3.5;80.0;141.8;2418;-
CDF;191805;-;-;58;903.8;11.2;1.5;74.4;58.5;12882;-
CDF;191806;-;-;54;905.0;10.7;2.0;72.0;184.9;13320;-
CDF;191807;-;-;50;905.9;14.7;3.5;69.8;58.7;14712;-
CDF;191808;-;-;46;907.4;13.8;1.5;72.5;72.0;13986;-
CDF;191809;-;-;68;903.5;11.4;2.0;76.7;258.4;7080;-
CDF;191810;-;-;60;903.1;4.7;-3.5;79.7;70.7;7788;-
CDF;191811;-;-;56;903.5;2.2;-9.0;77.8;90.5;6510;-
CDF;191812;-;-;77;902.7;2.0;-12.0;82.2;352.5;2892;-
CDF;191901;-;-;79;896.6;-2.0;-13.0;78.7;52.9;2676;-
CDF;191902;-;-;71;894.9;-2.4;-18.5;81.3;197.6;3912;-
CDF;191903;-;-;78;897.1;1.1;-11.5;78.6;189.4;4614;-
CDF;191904;-;-;82;899.5;2.5;-8.0;79.7;178.4;5544;-
CDF;191905;-;-;51;904.6;10.1;-4.0;69.9;67.2;15132;-
CDF;191906;-;-;55;908.3;13.0;1.0;69.5;179.0;14430;-
CDF;191907;-;-;66;904.9;11.8;2.0;71.7;149.5;8640;-
CDF;191908;-;-;34;908.0;15.9;3.5;67.1;43.7;17700;-
CDF;191909;-;-;53;906.3;13.1;1.0;72.4;58.1;11082;-
CDF;191910;-;-;65;904.3;3.1;-6.0;73.7;93.9;7788;-
CDF;191911;-;-;88;895.3;-0.1;-12.5;85.9;221.1;1896;-
CDF;191912;-;-;82;901.5;-0.5;-14.5;91.1;350.5;2412;-
CDF;192001;-;-;64;903.5;0.0;-10.0;87.4;204.1;4356;-
CDF;192002;-;-;39;910.1;1.0;-7.5;77.1;30.5;9816;-
CDF;192003;-;-;63;902.5;3.4;-14.5;79.0;103.8;8526;-
CDF;192004;-;-;77;898.9;5.7;-4.5;80.9;129.1;5700;-
CDF;192005;-;-;62;907.0;12.5;0.0;75.0;76.0;10302;-
CDF;192006;-;-;62;904.3;12.6;2.0;79.2;144.0;10680;-
CDF;192007;-;-;59;906.3;14.8;4.5;71.6;107.4;13536;-
CDF;192008;-;-;53;906.3;12.5;2.5;78.3;96.7;13020;-
CDF;192009;-;-;62;906.0;11.4;4.0;82.2;172.0;7698;-
CDF;192010;-;-;58;901.7;7.1;-4.0;82.0;29.2;8094;-
CDF;192011;-;-;45;905.3;2.1;-9.0;79.3;8.0;8286;-
CDF;192012;-;-;84;901.1;-1.3;-17.0;89.4;70.5;1650;-
CDF;192101;-;-;77;906.3;1.7;-11.0;88.9;120.4;3930;-
CDF;192102;-;-;46;905.8;-1.5;-10.0;83.4;5.7;9252;-
CDF;192103;-;-;44;906.3;2.4;-6.5;77.3;22.9;11094;-
CDF;192104;-;-;61;900.6;4.1;-7.0;80.3;49.5;7931;-
CDF;192105;-;-;67;902.2;10.6;-3.0;82.6;198.3;8442;-
CDF;192106;-;-;58;906.0;13.3;3.0;76.2;73.2;14454;-
CDF;192107;-;-;40;907.3;17.5;6.0;66.6;68.2;16926;-
CDF;192108;-;-;47;904.3;14.3;3.5;72.3;121.6;12918;-
CDF;192109;-;-;35;907.9;13.4;0.5;76.5;69.0;13518;-
CDF;192110;-;-;29;909.9;9.3;-2.5;79.3;28.2;12906;-
CDF;192111;-;-;37;902.5;-0.1;-9.0;79.2;93.2;8568;-
CDF;192112;-;-;67;905.0;-0.7;-13.5;85.0;91.5;4248;-
CDF;192201;-;-;77;896.9;-2.5;-17.0;90.0;232.5;3030;-
CDF;192202;-;-;58;901.8;-0.7;-17.5;84.2;176.9;5208;-
CDF;192203;-;-;69;897.2;2.2;-8.0;84.5;125.6;5730;-
CDF;192204;-;-;81;895.4;3.1;-5.0;86.1;327.4;3960;-
CDF;192205;-;-;40;907.7;12.6;-1.0;79.4;64.1;16452;-
CDF;192206;-;-;67;904.6;13.2;3.5;91.0;112.9;10194;-
CDF;192207;-;-;55;905.7;13.7;2.5;80.0;159.1;13008;-
CDF;192208;-;-;48;905.1;14.1;4.5;73.1;126.9;12276;-
CDF;192209;-;-;66;903.1;8.8;-1.0;83.5;132.8;6888;-
CDF;192210;-;-;76;899.7;5.0;-1.5;88.3;95.6;5010;-
CDF;192211;-;-;61;906.3;0.2;-8.0;88.4;165.2;5982;-
CDF;192212;-;-;77;901.5;-1.5;-16.0;94.0;241.9;2190;-
CDF;192301;-;-;85;906.4;-2.8;-16.0;94.9;61.0;2526;-
CDF;192302;-;-;83;895.4;1.0;-7.0;92.8;172.2;2706;-
CDF;192303;-;-;66;901.8;2.1;-6.5;89.5;117.7;6396;-
CDF;192304;-;-;66;895.3;5.6;-3.0;80.9;91.8;8148;-
CDF;192305;-;-;62;903.3;9.3;-1.5;78.5;194.6;11238;-
CDF;192306;-;-;73;906.3;9.2;0.5;82.4;94.3;8694;-
CDF;192307;-;-;48;907.8;17.5;5.5;69.8;45.9;15528;-
CDF;192308;-;-;36;906.3;15.3;4.0;69.3;97.8;16248;-
CDF;192309;-;-;44;907.4;10.9;2.0;79.4;83.1;11256;-
CDF;192310;-;-;69;902.0;9.1;-2.0;85.5;239.5;5940;-
CDF;192311;-;-;76;896.5;1.3;-11.5;92.5;210.5;3570;-
CDF;192312;-;-;90;899.5;-1.9;-11.0;95.6;311.3;1890;-
CDF;192401;-;-;59;901.9;-2.4;-16.0;84.7;64.4;5754;-
CDF;192402;-;-;72;896.8;-4.5;-18.5;91.3;59.1;4638;-
CDF;192403;-;-;53;897.3;1.0;-10.5;80.3;68.2;9768;-
CDF;192404;-;-;74;898.9;5.3;-3.5;82.1;151.0;6450;-
CDF;192405;-;-;67;904.1;11.4;-1.5;78.4;220.7;10086;-
CDF;192406;-;-;61;904.8;13.1;5.0;78.5;154.4;12510;-
CDF;192407;-;-;65;904.7;15.1;4.0;78.2;153.1;11262;-
CDF;192408;-;-;74;903.8;11.5;2.0;85.8;138.5;8586;-
CDF;192409;-;-;59;903.9;11.2;1.5;83.9;149.0;9726;-
CDF;192410;-;-;53;904.1;7.2;-1.0;87.4;143.9;9258;-
