stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;ure200m0;rre150m0;tre200m0;tre200mx
CHD;187901;-;-;-;-;-;-;-;73.0;-4.6;-
CHD;187902;-;-;-;-;-;-;-;115.0;-1.9;-
CHD;187903;-;-;-;-;-;-;-;25.6;1.8;-
CHD;187904;-;-;-;-;-;-;-;103.2;3.7;-
CHD;187905;-;-;-;-;-;-;-;96.2;6.1;-
CHD;187906;-;-;-;-;-;-;-;128.4;13.4;-
CHD;187907;-;-;-;-;-;-;-;232.0;12.3;-
CHD;187908;-;-;-;-;-;-;-;125.4;16.1;-
CHD;187909;-;-;-;-;-;-;-;92.8;11.1;-
CHD;187910;-;-;-;-;-;-;-;100.2;4.9;-
CHD;187911;-;-;-;-;-;-;-;97.5;-1.6;-
CHD;187912;-;-;-;-;-;-;-;49.4;-7.9;-
CHD;188001;-;-;-;-;-;-;-;19.6;-7.3;-
CHD;188002;-;-;-;-;-;-;-;25.0;-0.6;-
CHD;188003;-;-;-;-;-;-;-;13.3;3.9;-
CHD;188004;-;-;-;-;-;-;-;72.0;6.3;-
CHD;188005;-;-;-;-;-;-;-;50.4;8.6;-
CHD;188006;-;-;-;-;-;-;-;133.6;11.3;-
CHD;188007;-;-;-;-;-;-;-;89.4;15.8;-
CHD;188008;-;-;-;-;-;-;-;160.6;13.4;-
CHD;188009;-;-;-;-;-;-;-;103.2;11.4;-
CHD;188010;-;-;-;-;-;-;-;244.0;7.8;-
CHD;188011;-;-;-;-;-;-;-;78.5;2.7;-
CHD;188012;-;-;-;-;-;-;-;126.9;1.4;-
CHD;188101;-;-;-;-;-;-;-;108.0;-6.1;-
CHD;188102;-;-;-;-;-;-;-;90.0;-0.4;-
CHD;188103;-;-;-;-;-;-;-;96.0;2.9;-
CHD;188104;-;-;-;-;-;-;-;99.2;5.3;-
CHD;188105;-;-;-;-;-;-;-;114.4;8.7;-
CHD;188106;-;-;-;-;-;-;-;138.5;12.0;-
CHD;188107;-;-;-;-;-;-;-;105.5;16.8;-
CHD;188108;-;-;-;-;-;-;-;201.5;14.5;-
CHD;188109;-;-;-;-;-;-;-;114.7;9.3;-
CHD;188110;-;-;-;-;-;-;-;83.9;3.1;-
CHD;188111;-;-;-;-;-;-;-;28.1;3.1;-
CHD;188112;-;-;-;-;-;-;-;56.8;-2.4;-
CHD;188201;-;-;-;-;-;-;-;20.6;-2.3;-
CHD;188202;-;-;-;-;-;-;-;33.0;-1.7;-
CHD;188203;-;-;-;-;-;-;-;53.5;3.0;-
CHD;188204;-;-;-;-;-;-;-;76.1;5.3;-
CHD;188205;-;-;-;-;-;-;-;120.6;9.7;-
CHD;188206;-;-;-;-;-;-;-;172.9;11.7;-
CHD;188207;-;-;-;-;-;-;-;126.0;13.2;-
CHD;188208;-;-;-;-;-;-;-;140.9;12.4;-
CHD;188209;-;-;-;-;-;-;-;212.9;9.4;-
CHD;188210;-;-;-;-;-;-;-;135.6;7.1;-
CHD;188211;-;-;-;-;-;-;-;203.1;2.2;-
CHD;188212;-;-;-;-;-;-;-;169.3;-1.2;-
CHD;188301;-;-;-;-;-;-;-;54.6;-1.7;-
CHD;188302;-;-;-;-;-;-;-;32.9;-0.7;-
CHD;188303;-;-;-;-;-;-;-;68.0;-2.0;-
CHD;188304;-;-;-;-;-;-;-;17.9;4.3;-
CHD;188305;-;-;-;-;-;-;-;79.7;9.3;-
CHD;188306;-;-;-;-;-;-;-;118.7;11.7;-
CHD;188307;-;-;-;-;-;-;-;206.0;13.0;-
CHD;188308;-;-;-;-;-;-;-;79.9;13.4;-
CHD;188309;-;-;-;-;-;-;-;145.6;9.9;-
CHD;188310;-;-;-;-;-;-;-;161.3;5.2;-
CHD;188311;-;-;-;-;-;-;-;95.3;1.4;-
CHD;188312;-;-;-;-;-;-;-;88.7;-4.1;-
CHD;188401;-;-;-;-;-;-;-;47.1;-0.9;-
CHD;188402;-;-;-;-;-;-;-;55.5;0.4;-
CHD;188403;-;-;-;-;-;-;-;8.9;3.1;-
CHD;188404;-;-;-;-;-;-;-;49.5;4.9;-
CHD;188405;-;-;-;-;-;-;-;103.4;10.8;-
CHD;188406;-;-;-;-;-;-;-;95.8;10.3;-
CHD;188407;-;-;-;-;-;-;-;167.6;15.2;-
CHD;188408;-;-;-;-;-;-;-;107.8;14.6;-
CHD;188409;-;-;-;-;-;-;-;135.0;11.4;-
CHD;188410;-;-;-;-;-;-;-;62.3;5.2;-
CHD;188411;-;-;-;-;-;-;-;26.1;-1.0;-
CHD;188412;-;-;-;-;-;-;-;112.7;-1.2;-
CHD;188501;-;-;-;-;-;-;-;12.9;-7.0;-
CHD;188502;-;-;-;-;-;-;-;119.3;1.6;-
CHD;188503;-;-;-;-;-;-;-;65.2;2.2;-
CHD;188504;-;-;-;-;-;-;-;58.5;6.1;-
CHD;188505;-;-;-;-;-;-;-;144.3;7.5;-
CHD;188506;-;-;-;-;-;-;-;86.4;14.6;-
CHD;188507;-;-;-;-;-;-;-;72.3;16.1;-
CHD;188508;-;-;-;-;-;-;-;111.0;14.0;-
CHD;188509;-;-;-;-;-;-;-;209.9;10.4;-
CHD;188510;-;-;-;-;-;-;-;201.3;4.7;-
CHD;188511;-;-;-;-;-;-;-;71.9;2.6;-
CHD;188512;-;-;-;-;-;-;-;74.1;-3.3;-
CHD;188601;-;-;-;-;-;-;-;57.0;-4.3;-
CHD;188602;-;-;-;-;-;-;-;46.4;-4.5;-
CHD;188603;-;-;-;-;-;-;-;82.7;0.3;-
CHD;188604;-;-;-;-;-;-;-;73.1;6.9;-
CHD;188605;-;-;-;-;-;-;-;36.9;10.2;-
CHD;188606;-;-;-;-;-;-;-;129.7;11.4;-
CHD;188607;-;-;-;-;-;-;-;140.0;15.5;-
CHD;188608;-;-;-;-;-;-;-;134.0;14.2;-
CHD;188609;-;-;-;-;-;-;-;58.8;13.0;-
CHD;188610;-;-;-;-;-;-;-;138.0;7.6;-
CHD;188611;-;-;-;-;-;-;-;69.7;2.2;-
CHD;188612;-;-;-;-;-;-;-;158.8;-1.7;-
CHD;188701;-;-;-;-;-;-;-;21.7;-6.4;-
CHD;188702;-;-;-;-;-;-;-;5.9;-4.1;-
CHD;188703;-;-;-;-;-;-;-;134.3;-0.3;-
CHD;188704;-;-;-;-;-;-;-;35.0;5.7;-
CHD;188705;-;-;-;-;-;-;-;127.5;7.7;-
CHD;188706;-;-;-;-;-;-;-;58.0;14.7;-
CHD;188707;-;-;-;-;-;-;-;95.0;17.0;-
CHD;188708;-;-;-;-;-;-;-;211.0;14.8;-
CHD;188709;-;-;-;-;-;-;-;77.0;10.4;-
CHD;188710;-;-;-;-;-;-;-;-;-;-
CHD;188711;-;-;-;-;-;-;-;-;-;-
CHD;188712;-;-;-;-;-;-;-;-;-;-
CHD;188801;-;-;-;-;-;-;-;-;-;-
CHD;188802;-;-;-;-;-;-;-;-;-;-
CHD;188803;-;-;-;-;-;-;-;-;-;-
CHD;188804;-;-;-;-;-;-;-;-;-;-
CHD;188805;-;-;-;-;-;-;-;-;-;-
CHD;188806;-;-;-;-;-;-;-;-;-;-
CHD;188807;-;-;-;-;-;-;-;-;-;-
CHD;188808;-;-;-;-;-;-;-;-;-;-
CHD;188809;-;-;-;-;-;-;-;-;-;-
CHD;188810;-;-;-;-;-;-;-;-;-;-
CHD;188811;-;-;-;-;-;-;-;-;-;-
CHD;188812;-;-;-;-;-;-;-;-;-;-
CHD;188901;-;-;-;-;-;-;-;-;-;-
CHD;188902;-;-;-;-;-;-;-;-;-;-
CHD;188903;-;-;-;-;-;-;-;-;-;-
CHD;188904;-;-;-;-;-;-;-;-;-;-
CHD;188905;-;-;-;-;-;-;-;-;-;-
CHD;188906;-;-;-;-;-;-;-;-;-;-
CHD;188907;-;-;-;-;-;-;-;-;-;-
CHD;188908;-;-;-;-;-;-;-;-;-;-
CHD;188909;-;-;-;-;-;-;-;-;-;-
CHD;188910;-;-;-;-;-;-;-;-;-;-
CHD;188911;-;-;-;-;-;-;-;-;-;-
CHD;188912;-;-;-;-;-;-;-;-;-;-
CHD;189001;-;-;-;-;-;-;-;-;-;-
CHD;189002;-;-;-;-;-;-;-;-;-;-
CHD;189003;-;-;-;-;-;-;-;-;-;-
CHD;189004;-;-;-;-;-;-;-;-;-;-
CHD;189005;-;-;-;-;-;-;-;-;-;-
CHD;189006;-;-;-;-;-;-;-;-;-;-
CHD;189007;-;-;-;-;-;-;-;-;-;-
CHD;189008;-;-;-;-;-;-;-;-;-;-
CHD;189009;-;-;-;-;-;-;-;-;-;-
CHD;189010;-;-;-;-;-;-;-;-;-;-
CHD;189011;-;-;-;-;-;-;-;-;-;-
CHD;189012;-;-;-;-;-;-;-;-;-;-
CHD;189101;-;-;-;-;-;-;-;-;-;-
CHD;189102;-;-;-;-;-;-;-;-;-;-
CHD;189103;-;-;-;-;-;-;-;-;-;-
CHD;189104;-;-;-;-;-;-;-;-;-;-
CHD;189105;-;-;-;-;-;-;-;-;-;-
CHD;189106;-;-;-;-;-;-;-;-;-;-
CHD;189107;-;-;-;-;-;-;-;-;-;-
CHD;189108;-;-;-;-;-;-;-;-;-;-
CHD;189109;-;-;-;-;-;-;-;-;-;-
CHD;189110;-;-;-;-;-;-;-;-;-;-
CHD;189111;-;-;-;-;-;-;-;-;-;-
CHD;189112;-;-;-;-;-;-;-;-;-;-
CHD;189201;-;-;-;-;-;-;-;-;-;-
CHD;189202;-;-;-;-;-;-;-;-;-;-
CHD;189203;-;-;-;-;-;-;-;-;-;-
CHD;189204;-;-;-;-;-;-;-;-;-;-
CHD;189205;-;-;-;-;-;-;-;-;-;-
CHD;189206;-;-;-;-;-;-;-;-;-;-
CHD;189207;-;-;-;-;-;-;-;-;-;-
CHD;189208;-;-;-;-;-;-;-;-;-;-
CHD;189209;-;-;-;-;-;-;-;-;-;-
CHD;189210;-;-;-;-;-;-;-;-;-;-
CHD;189211;-;-;-;-;-;-;-;-;-;-
CHD;189212;-;-;-;-;-;-;-;-;-;-
CHD;189301;-;-;-;-;-;-;-;-;-;-
CHD;189302;-;-;-;-;-;-;-;-;-;-
CHD;189303;-;-;-;-;-;-;-;-;-;-
CHD;189304;-;-;-;-;-;-;-;-;-;-
CHD;189305;-;-;-;-;-;-;-;-;-;-
CHD;189306;-;-;-;-;-;-;-;-;-;-
CHD;189307;-;-;-;-;-;-;-;-;-;-
CHD;189308;-;-;-;-;-;-;-;-;-;-
CHD;189309;-;-;-;-;-;-;-;-;-;-
CHD;189310;-;-;-;-;-;-;-;-;-;-
CHD;189311;-;-;-;-;-;-;-;-;-;-
CHD;189312;-;-;-;-;-;-;-;-;-;-
CHD;189401;-;-;-;-;-;-;-;-;-;-
CHD;189402;-;-;-;-;-;-;-;-;-;-
CHD;189403;-;-;-;-;-;-;-;-;-;-
CHD;189404;-;-;-;-;-;-;-;-;-;-
CHD;189405;-;-;-;-;-;-;-;-;-;-
CHD;189406;-;-;-;-;-;-;-;-;-;-
CHD;189407;-;-;-;-;-;-;-;-;-;-
CHD;189408;-;-;-;-;-;-;-;-;-;-
CHD;189409;-;-;-;-;-;-;-;-;-;-
CHD;189410;-;-;-;-;-;-;-;-;-;-
CHD;189411;-;-;-;-;-;-;-;-;-;-
CHD;189412;-;-;-;-;-;-;-;-;-;-
CHD;189501;-;-;-;-;-;-;-;-;-;-
CHD;189502;-;-;-;-;-;-;-;-;-;-
CHD;189503;-;-;-;-;-;-;-;-;-;-
CHD;189504;-;-;-;-;-;-;-;-;-;-
CHD;189505;-;-;-;-;-;-;-;-;-;-
CHD;189506;-;-;-;-;-;-;-;-;-;-
CHD;189507;-;-;-;-;-;-;-;-;-;-
CHD;189508;-;-;-;-;-;-;-;-;-;-
CHD;189509;-;-;-;-;-;-;-;-;-;-
CHD;189510;-;-;-;-;-;-;-;-;-;-
CHD;189511;-;-;-;-;-;-;-;-;-;-
CHD;189512;-;-;-;-;-;-;-;-;-;-
CHD;189601;-;-;-;-;-;-;-;-;-;-
CHD;189602;-;-;-;-;-;-;-;-;-;-
CHD;189603;-;-;-;-;-;-;-;-;-;-
CHD;189604;-;-;-;-;-;-;-;-;-;-
CHD;189605;-;-;-;-;-;-;-;-;-;-
CHD;189606;-;-;-;-;-;-;-;-;-;-
CHD;189607;-;-;-;-;-;-;-;124.0;-;-
CHD;189608;-;-;-;-;-;-;-;172.4;-;-
CHD;189609;-;-;-;-;-;-;-;256.3;-;-
CHD;189610;-;-;-;-;-;-;-;99.0;-;-
CHD;189611;-;-;-;-;-;-;-;45.6;-;-
CHD;189612;-;-;-;-;-;-;-;74.0;-;-
CHD;189701;-;-;-;-;-;-;-;29.2;-;-
CHD;189702;-;-;-;-;-;-;-;127.4;-;-
CHD;189703;-;-;-;-;-;-;-;155.0;-;-
CHD;189704;-;-;-;-;-;-;-;109.8;-;-
CHD;189705;-;-;-;-;-;-;-;88.2;-;-
CHD;189706;-;-;-;-;-;-;-;170.8;-;-
CHD;189707;-;-;-;-;-;-;-;111.9;-;-
CHD;189708;-;-;-;-;-;-;-;177.3;-;-
CHD;189709;-;-;-;-;-;-;-;134.6;-;-
CHD;189710;-;-;-;-;-;-;-;0.5;-;-
CHD;189711;-;-;-;-;-;-;-;59.7;-;-
CHD;189712;-;-;-;-;-;-;-;43.2;-;-
CHD;189801;-;-;-;-;-;-;-;12.7;-;-
CHD;189802;-;-;-;-;-;-;-;132.4;-;-
CHD;189803;-;-;-;-;-;-;-;49.7;-;-
CHD;189804;-;-;-;-;-;-;-;80.6;-;-
CHD;189805;-;-;-;-;-;-;-;110.3;-;-
CHD;189806;-;-;-;-;-;-;-;166.8;-;-
CHD;189807;-;-;-;-;-;-;-;98.1;-;-
CHD;189808;-;-;-;-;-;-;-;88.1;-;-
CHD;189809;-;-;-;-;-;-;-;37.8;-;-
CHD;189810;-;-;-;-;-;-;-;119.3;-;-
CHD;189811;-;-;-;-;-;-;-;71.3;-;-
CHD;189812;-;-;-;-;-;-;-;34.7;-;-
CHD;189901;-;-;-;-;-;-;-;222.2;-;-
CHD;189902;-;-;-;-;-;-;-;14.4;-;-
CHD;189903;-;-;-;-;-;-;-;21.3;-;-
CHD;189904;-;-;-;-;-;-;-;180.5;-;-
CHD;189905;-;-;-;-;-;-;-;96.1;-;-
CHD;189906;-;-;-;-;-;-;-;85.2;-;-
CHD;189907;-;-;-;-;-;-;-;116.9;-;-
CHD;189908;-;-;-;-;-;-;-;82.1;-;-
CHD;189909;-;-;-;-;-;-;-;122.8;-;-
CHD;189910;-;-;-;-;-;-;-;124.4;-;-
CHD;189911;-;-;-;-;-;-;-;29.1;-;-
CHD;189912;-;-;-;-;-;-;-;67.0;-;-
CHD;190001;-;-;-;-;-;-;-;166.0;-;-
CHD;190002;-;-;-;-;-;-;-;149.8;-;-
CHD;190003;-;-;-;-;-;-;-;51.6;-;-
CHD;190004;-;-;-;-;-;-;-;100.4;-;-
CHD;190005;-;-;-;-;-;-;-;80.6;-;-
CHD;190006;-;-;-;-;-;-;-;42.7;-;-
CHD;190007;-;-;-;-;-;-;-;131.9;-;-
CHD;190008;-;-;-;-;-;-;-;94.5;-;-
CHD;190009;-;-;-;-;-;-;-;58.9;-;-
CHD;190010;-;-;-;-;-;-;-;64.6;-;-
CHD;190011;-;-;-;-;-;-;-;49.0;-;-
CHD;190012;-;-;-;-;-;-;-;97.6;-;-
CHD;190101;-;-;-;-;-;-;-;98.6;-3.5;-
CHD;190102;-;-;-;-;-;-;-;40.0;-7.7;-
CHD;190103;-;-;-;-;-;-;-;100.5;-0.7;-
CHD;190104;-;-;-;-;-;-;-;168.5;6.5;-
CHD;190105;-;-;-;-;-;-;-;43.9;10.5;-
CHD;190106;-;-;-;-;-;-;-;167.4;13.9;-
CHD;190107;-;-;-;-;-;-;-;113.5;15.6;-
CHD;190108;-;-;-;-;-;-;-;148.0;14.0;-
CHD;190109;-;-;-;-;-;-;-;132.5;12.1;-
CHD;190110;-;-;-;-;-;-;-;99.5;6.1;-
CHD;190111;-;-;-;-;-;-;-;40.6;-1.5;-
CHD;190112;-;-;-;-;-;-;-;111.5;-2.6;-
CHD;190201;-;-;-;-;-;-;-;70.4;-2.0;-
CHD;190202;-;-;-;-;-;-;-;84.6;-2.3;-
CHD;190203;-;-;-;-;-;-;-;164.5;1.8;-
CHD;190204;-;-;-;-;-;-;-;88.5;8.2;-
CHD;190205;-;-;-;-;-;-;-;154.0;5.7;-
CHD;190206;-;-;-;-;-;-;-;69.3;12.4;-
CHD;190207;-;-;-;-;-;-;-;198.2;15.6;-
CHD;190208;-;-;-;-;-;-;-;146.8;14.0;-
CHD;190209;-;-;-;-;-;-;-;78.1;11.2;-
CHD;190210;-;-;-;-;-;-;-;98.4;5.7;-
CHD;190211;-;-;-;-;-;-;-;45.0;0.6;-
CHD;190212;-;-;-;-;-;-;-;127.6;-3.0;-
CHD;190301;-;-;-;-;-;-;-;36.4;-2.5;-
CHD;190302;-;-;-;-;-;-;-;58.7;0.5;-
CHD;190303;-;-;-;-;-;-;-;91.0;2.9;-
CHD;190304;-;-;-;-;-;-;-;99.2;2.4;-
CHD;190305;-;-;-;-;-;-;-;110.2;10.0;-
CHD;190306;-;-;-;-;-;-;-;97.9;11.9;-
CHD;190307;-;-;-;-;-;-;-;201.4;14.0;-
CHD;190308;-;-;-;-;-;-;-;118.1;14.3;-
CHD;190309;-;-;-;-;-;-;-;38.6;11.8;-
CHD;190310;-;-;-;-;-;-;-;220.3;7.3;-
CHD;190311;-;-;-;-;-;-;-;119.7;1.1;-
CHD;190312;-;-;-;-;-;-;-;59.6;-3.4;-
CHD;190401;-;-;-;-;-;-;-;83.2;-3.9;-
CHD;190402;-;-;-;-;-;-;-;189.0;-1.6;-
CHD;190403;-;-;-;-;-;-;-;49.8;1.5;-
CHD;190404;-;-;-;-;-;-;-;101.5;7.6;-
CHD;190405;-;-;-;-;-;-;-;157.7;11.7;-
CHD;190406;-;-;-;-;-;-;-;154.4;14.1;-
CHD;190407;-;-;-;-;-;-;-;54.3;17.4;-
CHD;190408;-;-;-;-;-;-;-;156.8;15.5;-
CHD;190409;-;-;-;-;-;-;-;90.8;9.7;-
CHD;190410;-;-;-;-;-;-;-;68.3;6.4;-
CHD;190411;-;-;-;-;-;-;-;33.9;0.2;-
CHD;190412;-;-;-;-;-;-;-;90.3;-1.6;-
CHD;190501;-;-;-;-;-;-;-;56.0;-6.0;-
CHD;190502;-;-;-;-;-;-;-;28.6;-3.8;-
CHD;190503;-;-;-;-;-;-;-;127.6;2.2;-
CHD;190504;-;-;-;-;-;-;-;115.8;6.3;-
CHD;190505;-;-;-;-;-;-;-;60.4;8.9;-
CHD;190506;-;-;-;-;-;-;-;92.0;14.2;-
CHD;190507;-;-;-;-;-;-;-;67.4;17.7;-
CHD;190508;-;-;-;-;-;-;-;299.2;14.4;-
CHD;190509;-;-;-;-;-;-;-;124.3;11.9;-
CHD;190510;-;-;-;-;-;-;-;136.3;2.2;-
CHD;190511;-;-;-;-;-;-;-;130.4;0.6;-
CHD;190512;-;-;-;-;-;-;-;54.9;-3.0;-
CHD;190601;-;-;-;-;-;-;-;82.9;-2.5;-
CHD;190602;-;-;-;-;-;-;-;84.9;-4.1;-
CHD;190603;-;-;-;-;-;-;-;105.9;-0.1;-
CHD;190604;-;-;-;-;-;-;-;53.2;5.0;-
CHD;190605;-;-;-;-;-;-;-;111.4;9.8;-
CHD;190606;-;-;-;-;-;-;-;78.5;13.5;-
CHD;190607;-;-;-;-;-;-;-;97.1;15.9;-
CHD;190608;-;-;-;-;-;-;-;50.2;15.8;-
CHD;190609;-;-;-;-;-;-;-;64.2;11.0;-
CHD;190610;-;-;-;-;-;-;-;38.9;8.8;-
CHD;190611;-;-;-;-;-;-;-;48.3;2.8;-
CHD;190612;-;-;-;-;-;-;-;189.2;-6.8;-
CHD;190701;-;-;-;-;-;-;-;124.4;-4.4;-
CHD;190702;-;-;-;-;-;-;-;71.2;-6.1;-
CHD;190703;-;-;-;-;-;-;-;106.9;-0.1;-
CHD;190704;-;-;-;-;-;-;-;116.1;4.3;-
CHD;190705;-;-;-;-;-;-;-;64.3;10.5;-
CHD;190706;-;-;-;-;-;-;-;118.0;13.5;-
CHD;190707;-;-;-;-;-;-;-;91.9;13.9;-
CHD;190708;-;-;-;-;-;-;-;127.4;15.3;-
CHD;190709;-;-;-;-;-;-;-;46.6;12.2;-
CHD;190710;-;-;-;-;-;-;-;73.9;7.7;-
CHD;190711;-;-;-;-;-;-;-;18.6;2.9;-
CHD;190712;-;-;-;-;-;-;-;136.8;-1.3;-
CHD;190801;-;-;-;-;-;-;-;60.3;-3.5;-
CHD;190802;-;-;-;-;-;-;-;181.1;-2.2;-
CHD;190803;-;-;-;-;-;-;-;77.2;0.1;-
CHD;190804;-;-;-;-;-;-;-;67.9;4.0;-
CHD;190805;-;-;-;-;-;-;-;96.6;12.1;-
CHD;190806;-;-;-;-;-;-;-;105.2;15.0;-
CHD;190807;-;-;-;-;-;-;-;119.4;14.9;-
CHD;190808;-;-;-;-;-;-;-;86.9;13.3;-
CHD;190809;-;-;-;-;-;-;-;119.5;11.1;-
CHD;190810;-;-;-;-;-;-;-;14.6;7.1;-
CHD;190811;-;-;-;-;-;-;-;90.1;0.7;-
CHD;190812;-;-;-;-;-;-;-;53.8;-2.6;-
CHD;190901;-;-;-;-;-;-;-;57.9;-5.1;-
CHD;190902;-;-;-;-;-;-;-;19.3;-5.3;-
CHD;190903;-;-;-;-;-;-;-;74.4;-0.7;-
CHD;190904;-;-;-;-;-;-;-;67.9;7.5;-
CHD;190905;-;-;-;-;-;-;-;58.5;9.6;-
CHD;190906;-;-;-;-;-;-;-;150.1;11.5;-
CHD;190907;-;-;-;-;-;-;-;164.2;12.9;-
CHD;190908;-;-;-;-;-;-;-;127.9;14.3;-
CHD;190909;-;-;-;-;-;-;-;81.4;10.8;-
CHD;190910;-;-;-;-;-;-;-;135.4;8.4;-
CHD;190911;-;-;-;-;-;-;-;49.7;-0.1;-
CHD;190912;-;-;-;-;-;-;-;192.5;0.2;-
CHD;191001;-;-;-;-;-;-;-;312.3;-1.4;-
CHD;191002;-;-;-;-;-;-;-;139.1;-1.3;-
CHD;191003;-;-;-;-;-;-;-;21.1;2.4;-
CHD;191004;-;-;-;-;-;-;-;89.5;5.0;-
CHD;191005;-;-;-;-;-;-;-;86.0;8.5;-
CHD;191006;-;-;-;-;-;-;-;203.4;13.5;-
CHD;191007;-;-;-;-;-;-;-;227.9;13.1;-
CHD;191008;-;-;-;-;-;-;-;163.4;14.0;-
CHD;191009;-;-;-;-;-;-;-;151.0;9.8;-
CHD;191010;-;-;-;-;-;-;-;49.0;8.3;-
CHD;191011;-;-;-;-;-;-;-;290.1;0.4;-
CHD;191012;-;-;-;-;-;-;-;124.1;0.5;-
CHD;191101;-;-;-;-;-;-;-;13.7;-5.7;-
CHD;191102;-;-;-;-;-;-;-;87.8;-1.8;-
CHD;191103;-;-;-;-;-;-;-;104.7;2.3;-
CHD;191104;-;-;-;-;-;-;-;58.6;5.1;-
CHD;191105;-;-;-;-;-;-;-;76.1;10.2;-
CHD;191106;-;-;-;-;-;-;-;144.0;12.7;-
CHD;191107;-;-;-;-;-;-;-;33.8;17.6;-
CHD;191108;-;-;-;-;-;-;-;58.3;17.3;-
CHD;191109;-;-;-;-;-;-;-;64.1;13.5;-
CHD;191110;-;-;-;-;-;-;-;134.6;7.3;-
CHD;191111;-;-;-;-;-;-;-;63.4;3.8;-
CHD;191112;-;-;-;-;-;-;-;132.0;0.5;-
CHD;191201;-;-;-;-;-;-;-;76.7;-0.2;-
CHD;191202;-;-;-;-;-;-;-;65.8;2.2;-
CHD;191203;-;-;-;-;-;-;-;115.9;3.9;-
CHD;191204;-;-;-;-;-;-;-;69.6;4.3;-
CHD;191205;-;-;-;-;-;-;-;104.4;10.6;-
CHD;191206;-;-;-;-;-;-;-;208.0;13.1;-
CHD;191207;-;-;-;-;-;-;-;155.6;14.0;-
CHD;191208;-;-;-;-;-;-;-;216.2;11.5;-
CHD;191209;-;-;-;-;-;-;-;50.4;6.8;-
CHD;191210;-;-;-;-;-;-;-;190.4;5.4;-
CHD;191211;-;-;-;-;-;-;-;86.3;-1.9;-
CHD;191212;-;-;-;-;-;-;-;46.3;-0.9;-
CHD;191301;-;-;-;-;-;-;-;86.3;0.3;-
CHD;191302;-;-;-;-;-;-;-;38.3;-1.8;-
CHD;191303;-;-;-;-;-;-;-;76.4;3.8;-
CHD;191304;-;-;-;-;-;-;-;72.2;5.3;-
CHD;191305;-;-;-;-;-;-;-;84.5;9.6;-
CHD;191306;-;-;-;-;-;-;-;123.2;12.8;-
CHD;191307;-;-;-;-;-;-;-;170.5;12.3;-
CHD;191308;-;-;-;-;-;-;-;85.6;13.6;-
CHD;191309;-;-;-;-;-;-;-;84.5;10.7;-
CHD;191310;-;-;-;-;-;-;-;35.0;8.3;-
CHD;191311;-;-;-;-;-;-;-;135.3;4.0;-
CHD;191312;-;-;-;-;-;-;-;80.3;-2.0;-
CHD;191401;-;-;-;-;-;-;-;112.4;-7.5;-
CHD;191402;-;-;-;-;-;-;-;27.3;0.8;-
CHD;191403;-;-;-;-;-;-;-;253.1;1.9;-
CHD;191404;-;-;-;-;-;-;-;70.3;7.3;-
CHD;191405;-;-;-;-;-;-;-;138.5;8.4;-
CHD;191406;-;-;-;-;-;-;-;98.4;12.1;-
CHD;191407;-;-;-;-;-;-;-;202.5;13.2;-
CHD;191408;-;-;-;-;-;-;-;196.8;14.9;-
CHD;191409;-;-;-;-;-;-;-;144.1;10.6;-
CHD;191410;-;-;-;-;-;-;-;52.6;6.4;-
CHD;191411;-;-;-;-;-;-;-;99.8;0.9;-
CHD;191412;-;-;-;-;-;-;-;95.3;0.1;-
CHD;191501;-;-;-;-;-;-;-;156.2;-3.4;-
CHD;191502;-;-;-;-;-;-;-;78.7;-2.6;-
CHD;191503;-;-;-;-;-;-;-;98.8;0.7;-
CHD;191504;-;-;-;-;-;-;-;109.5;4.1;-
CHD;191505;-;-;-;-;-;-;-;98.8;11.9;-
CHD;191506;-;-;-;-;-;-;-;161.6;14.6;-
CHD;191507;-;-;-;-;-;-;-;191.4;14.0;-
CHD;191508;-;-;-;-;-;-;-;138.5;13.2;-
CHD;191509;-;-;-;-;-;-;-;127.7;9.9;-
CHD;191510;-;-;-;-;-;-;-;27.9;5.0;-
