stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;ure200m0;rre150m0;tre200m0;tre200mx
CHD;194512;-;-;16;74;895.6;-20.5;72.3;127.3;-1.6;12.5
CHD;194601;-;-;11;44;902.2;-17.5;65.1;70.1;-3.7;11.0
CHD;194602;-;-;32;77;900.9;-10.0;70.6;168.2;0.4;12.0
CHD;194603;-;-;6;53;895.9;-10.5;65.1;42.3;2.9;18.0
CHD;194604;-;-;0;52;899.9;-2.8;60.8;20.5;8.6;20.0
CHD;194605;-;-;0;68;895.8;0.0;59.8;107.4;11.4;22.0
CHD;194606;-;-;0;68;902.3;0.0;63.6;263.3;12.1;27.5
CHD;194607;-;-;0;48;904.1;4.4;61.4;128.7;15.8;28.5
CHD;194608;-;-;0;52;901.1;2.5;64.1;166.5;13.9;30.2
CHD;194609;-;-;0;42;903.5;2.0;71.1;160.4;12.1;22.5
CHD;194610;-;-;0;52;899.4;-5.0;76.7;45.9;6.3;20.5
CHD;194611;-;-;0;59;896.4;-7.6;70.3;47.8;1.7;11.0
CHD;194612;-;-;24;62;895.8;-17.3;77.2;90.7;-4.0;5.6
CHD;194701;-;-;30;47;897.0;-18.4;67.1;65.7;-5.5;7.8
CHD;194702;-;-;20;65;886.2;-12.6;67.6;42.8;-2.3;9.0
CHD;194703;-;-;8;78;891.9;-15.0;66.1;173.1;3.2;17.0
CHD;194704;-;-;0;47;904.9;-3.8;47.3;41.9;9.3;23.8
CHD;194705;-;-;0;62;899.5;1.6;57.8;69.2;12.1;26.2
CHD;194706;-;-;0;47;902.6;3.6;57.4;133.4;15.0;30.0
CHD;194707;-;-;0;43;902.9;5.4;56.0;101.0;16.6;32.5
CHD;194708;-;-;0;37;902.3;5.5;54.0;62.2;16.7;32.2
CHD;194709;-;-;0;38;904.2;1.4;58.0;46.8;13.4;27.3
CHD;194710;-;-;0;45;903.0;-3.1;75.3;44.9;7.6;20.1
CHD;194711;-;-;2;65;899.8;-12.8;72.4;152.2;4.4;17.0
CHD;194712;-;-;25;69;896.6;-16.2;70.7;207.3;-2.0;9.0
CHD;194801;-;3924;10;71;891.7;-11.9;72.2;177.9;0.1;10.5
CHD;194802;-;6546;1;56;902.0;-17.5;59.9;73.6;-0.4;13.5
CHD;194803;-;13242;0;27;909.2;-7.0;55.1;25.6;5.7;17.5
CHD;194804;-;10080;1;56;896.9;-6.0;59.7;83.3;6.5;19.8
CHD;194805;-;11388;0;55;897.4;-0.5;59.3;84.1;10.9;23.1
CHD;194806;-;9282;0;66;901.1;1.0;62.4;273.3;11.8;26.7
CHD;194807;-;8586;0;67;902.3;3.2;65.5;253.0;12.4;26.0
CHD;194808;-;10218;0;59;901.6;4.0;69.6;176.8;13.9;24.9
CHD;194809;-;12138;0;37;903.2;0.5;71.1;92.3;11.1;23.2
CHD;194810;-;9306;0;54;902.3;-2.8;71.8;30.4;7.3;20.0
CHD;194811;-;7950;0;41;906.7;-6.5;61.5;65.3;3.1;14.5
CHD;194812;-;7956;4;30;904.1;-15.5;57.8;49.5;-1.9;11.1
CHD;194901;-;7116;29;45;905.2;-12.0;58.6;82.7;-1.8;7.5
CHD;194902;-;10608;21;24;908.7;-15.9;49.4;31.1;-1.4;9.5
CHD;194903;-;10590;16;49;899.3;-21.8;54.4;97.2;-0.4;14.6
CHD;194904;-;10698;1;55;903.0;-9.5;55.2;105.9;8.4;23.5
CHD;194905;-;7908;0;72;897.3;-2.0;59.2;94.5;9.1;24.6
CHD;194906;-;15510;0;46;902.3;2.0;50.0;84.3;13.6;24.5
CHD;194907;-;17442;0;28;904.2;5.0;42.6;45.0;16.4;31.6
CHD;194908;-;14658;0;38;904.9;1.5;46.8;102.8;15.6;28.6
CHD;194909;-;11886;0;51;904.3;5.1;60.8;110.2;14.7;28.0
CHD;194910;-;10962;0;41;904.0;-3.5;70.2;58.7;8.8;19.8
CHD;194911;-;4356;2;67;893.6;-8.2;67.8;100.6;1.1;14.5
CHD;194912;-;4482;3;56;899.1;-13.3;67.1;83.3;0.0;11.5
CHD;195001;-;7062;9;56;900.7;-14.8;63.2;104.6;-2.9;8.1
CHD;195002;-;4482;13;68;897.9;-12.0;55.0;119.3;0.6;11.1
CHD;195003;-;12090;1;36;901.4;-12.6;52.7;20.4;2.7;15.0
CHD;195004;-;7710;1;67;893.9;-8.6;54.8;133.8;4.2;18.8
CHD;195005;-;12150;0;57;900.3;0.5;52.5;81.5;11.5;25.5
CHD;195006;-;14670;0;43;903.8;4.5;49.3;132.7;15.0;30.8
CHD;195007;-;16848;0;41;902.6;6.3;44.5;98.3;17.5;29.6
CHD;195008;-;12354;0;57;901.0;3.8;60.7;171.9;14.8;27.6
CHD;195009;-;9750;0;58;901.6;0.4;63.3;158.1;11.0;23.9
CHD;195010;-;9900;0;39;902.8;-8.2;67.5;38.0;6.6;17.5
CHD;195011;-;2616;3;83;896.1;-9.2;71.3;294.0;2.4;11.6
CHD;195012;-;3000;20;75;889.6;-17.5;66.0;73.6;-4.1;13.0
CHD;195101;-;4488;27;62;894.7;-12.5;63.4;99.5;-1.2;8.0
CHD;195102;-;4830;34;68;891.2;-12.5;59.6;96.9;-1.0;11.0
CHD;195103;-;6414;27;70;892.2;-13.5;55.9;160.6;0.3;15.0
CHD;195104;-;10668;1;58;898.9;-4.5;50.9;84.4;5.5;19.0
CHD;195105;-;9114;0;71;895.3;-2.3;75.3;84.5;9.5;26.0
CHD;195106;-;9750;0;65;901.3;3.5;78.9;140.8;12.8;27.0
CHD;195107;-;15480;0;43;903.7;4.6;78.9;186.1;15.1;27.5
CHD;195108;-;11082;0;57;900.8;3.6;79.4;141.0;14.0;24.6
CHD;195109;-;10134;0;47;902.4;1.2;81.5;74.0;12.5;23.6
CHD;195110;-;8652;0;57;900.2;-2.5;81.9;51.0;6.9;16.6
CHD;195111;-;4116;1;71;894.8;-7.0;81.0;163.0;3.3;17.7
CHD;195112;-;5868;2;42;902.6;-12.0;75.1;68.4;-0.2;9.0
CHD;195201;-;4686;34;59;895.9;-17.5;79.2;139.3;-3.9;8.3
CHD;195202;-;7110;76;59;898.0;-14.5;77.4;114.2;-3.7;6.3
CHD;195203;-;7104;18;63;895.2;-8.2;79.7;138.1;2.9;16.0
CHD;195204;-;11142;0;54;899.4;-7.8;68.9;69.6;7.6;21.2
CHD;195205;-;14844;0;52;902.3;3.0;65.6;48.0;11.1;24.1
CHD;195206;-;14532;0;53;906.6;4.5;72.2;136.6;14.7;27.5
CHD;195207;-;16770;0;33;906.3;4.5;64.2;37.9;17.7;32.0
CHD;195208;-;13734;0;49;904.2;3.0;74.1;164.7;14.9;30.3
CHD;195209;-;8322;0;73;902.1;-2.2;81.2;180.8;8.6;21.6
CHD;195210;-;6126;0;70;902.1;-5.0;82.7;213.3;6.1;16.6
CHD;195211;-;2856;16;83;898.2;-16.0;85.5;262.6;-0.1;14.0
CHD;195212;-;2982;15;72;897.6;-13.4;81.9;160.1;-2.3;8.0
CHD;195301;-;8448;24;38;901.3;-18.3;76.6;40.0;-6.9;6.6
CHD;195302;-;8772;52;39;900.9;-16.3;77.5;71.4;-4.6;7.6
CHD;195303;-;14658;11;26;910.4;-11.5;66.2;8.8;1.7;18.6
CHD;195304;-;10716;0;56;899.8;-3.6;73.6;75.3;6.6;20.1
CHD;195305;-;13320;0;52;902.9;-4.5;67.4;102.8;11.2;28.0
CHD;195306;-;7806;0;75;900.1;-1.8;77.5;265.0;12.0;24.3
CHD;195307;-;13056;0;56;905.2;3.5;72.6;107.5;15.4;29.0
CHD;195308;-;14568;0;41;907.4;3.0;74.7;108.0;14.6;27.5
CHD;195309;-;10194;0;51;904.9;1.4;77.7;116.4;12.4;25.8
CHD;195310;-;9006;0;63;904.3;-4.0;81.8;37.2;8.4;19.3
CHD;195311;-;9564;0;30;909.4;-5.7;73.0;49.9;1.9;11.0
CHD;195312;-;5022;4;52;906.4;-16.0;78.2;43.9;0.9;10.5
CHD;195401;-;4488;39;65;899.8;-19.5;78.2;95.5;-5.4;7.5
CHD;195402;-;5394;28;62;894.7;-20.1;75.5;59.5;-2.9;7.8
CHD;195403;-;10548;14;49;896.1;-13.0;68.7;38.5;2.7;16.0
CHD;195404;-;6924;1;72;902.1;-6.5;75.2;142.3;4.1;17.3
CHD;195405;-;10860;0;62;900.8;-2.0;72.7;114.5;8.8;24.8
CHD;195406;-;11700;0;59;903.4;2.1;70.9;91.2;13.6;28.5
CHD;195407;-;11616;0;60;904.1;0.6;67.8;148.3;13.2;27.1
CHD;195408;-;10548;0;61;902.8;2.2;76.0;234.5;12.9;27.5
CHD;195409;-;10536;0;60;906.2;-3.5;75.4;212.0;11.9;25.6
CHD;195410;-;10752;0;42;905.8;-2.5;80.5;103.2;7.0;20.2
CHD;195411;-;7290;0;53;901.8;-9.5;79.0;69.6;2.7;13.5
CHD;195412;-;5490;11;55;902.5;-11.2;80.1;134.3;-0.8;9.6
CHD;195501;-;4380;7;72;896.0;-16.7;77.0;254.3;0.0;9.8
CHD;195502;-;4632;21;74;891.2;-17.0;76.5;202.6;-2.0;8.8
CHD;195503;-;9996;8;58;897.5;-16.6;69.7;30.5;-0.2;20.0
CHD;195504;-;15036;0;38;905.5;-6.0;67.1;37.9;6.1;24.0
CHD;195505;-;12384;0;58;904.1;-2.4;70.6;189.2;9.2;24.7
CHD;195506;-;9960;0;64;903.9;1.4;74.7;165.5;13.3;26.6
CHD;195507;-;11130;0;50;904.4;3.6;78.2;139.3;14.8;28.0
CHD;195508;-;12720;0;48;905.6;2.0;80.0;202.6;13.6;25.0
CHD;195509;-;10290;0;52;905.5;-1.2;82.4;118.7;10.6;21.5
CHD;195510;-;9510;0;47;902.1;-4.8;81.9;40.9;5.2;16.3
CHD;195511;-;7841;3;46;903.7;-16.5;80.6;25.9;0.2;15.7
CHD;195512;-;4806;1;66;900.7;-6.5;80.9;153.0;1.0;9.9
CHD;195601;-;4698;8;68;899.5;-11.4;81.1;132.6;-1.2;8.4
CHD;195602;-;8454;10;49;896.3;-26.2;73.1;12.7;-11.0;7.5
CHD;195603;-;9036;0;52;900.5;-13.4;70.0;39.7;1.8;17.5
CHD;195604;-;8910;1;63;897.4;-12.5;73.9;107.2;3.8;17.8
CHD;195605;-;12732;0;51;906.7;-0.9;70.7;146.6;10.4;27.5
CHD;195606;-;9564;0;64;905.5;0.5;72.4;110.0;10.9;24.7
CHD;195607;-;13416;0;52;905.0;5.2;74.3;166.5;14.6;27.0
CHD;195608;-;9648;0;66;903.0;2.4;77.1;268.9;12.9;27.2
CHD;195609;-;12270;0;45;905.9;4.2;80.3;87.6;12.6;22.2
CHD;195610;-;8856;2;52;907.1;-8.2;82.3;136.5;4.8;20.0
CHD;195611;-;5418;1;65;902.8;-9.6;83.6;62.8;-0.7;8.8
CHD;195612;-;6924;8;42;907.0;-15.8;77.6;15.3;-2.3;8.6
CHD;195701;-;7356;11;48;906.7;-19.4;72.9;45.7;-3.8;8.7
CHD;195702;-;5178;9;72;899.6;-10.5;76.8;182.6;1.3;12.6
CHD;195703;-;11766;0;43;903.1;-7.5;70.2;24.5;5.4;20.7
CHD;195704;-;9594;0;60;901.8;-7.6;71.3;42.4;6.0;19.4
CHD;195705;-;8352;0;73;900.7;-6.0;76.6;89.4;7.4;21.9
CHD;195706;-;10848;0;65;904.9;2.5;75.1;166.3;13.8;28.6
CHD;195707;-;11526;0;57;905.5;3.7;73.1;181.1;15.0;31.5
CHD;195708;-;12858;0;52;905.0;1.5;78.4;135.2;13.7;27.0
CHD;195709;-;9954;0;57;905.3;-1.0;80.0;144.1;10.6;23.0
CHD;195710;-;13032;0;30;905.7;-4.7;82.2;39.4;6.5;19.0
CHD;195711;-;5700;0;65;902.3;-6.4;84.9;13.3;2.1;14.9
CHD;195712;-;6876;6;46;900.4;-14.6;79.2;66.0;-3.0;13.3
CHD;195801;-;6414;24;55;900.4;-16.0;82.1;134.7;-3.1;9.0
CHD;195802;-;5106;15;69;901.1;-13.0;76.2;203.3;0.6;13.1
CHD;195803;-;8796;8;61;895.3;-14.1;76.7;77.9;-1.2;14.0
CHD;195804;-;9480;0;61;900.0;-9.0;75.5;64.2;3.1;17.2
CHD;195805;-;11838;0;61;905.1;0.5;71.2;111.5;12.0;26.6
CHD;195806;-;11190;0;62;902.8;2.0;74.1;188.5;12.5;24.1
CHD;195807;-;13734;0;55;904.5;5.5;76.9;128.8;15.1;29.3
CHD;195808;-;13902;0;54;904.3;4.0;77.5;187.4;15.1;29.8
CHD;195809;-;12126;0;48;906.3;0.2;81.1;103.3;13.4;24.5
CHD;195810;-;8124;0;59;907.5;-4.0;84.5;138.4;5.7;18.6
CHD;195811;-;5262;0;68;903.5;-5.1;89.0;66.4;1.5;9.0
CHD;195812;-;4092;1;67;894.6;-11.1;78.8;87.7;0.2;11.5
CHD;195901;-;5298;25;63;900.1;-16.8;79.0;133.1;-2.4;9.0
CHD;195902;-;11952;4;19;912.8;-10.2;72.8;6.5;-0.2;12.4
CHD;195903;-;7134;0;69;901.4;-5.3;76.6;66.7;4.5;16.5
CHD;195904;-;10950;0;54;898.6;-5.2;73.4;125.2;6.3;21.0
CHD;195905;-;13380;0;52;901.3;-0.6;72.3;65.3;10.6;23.2
CHD;195906;-;11382;0;60;906.2;0.6;70.4;151.0;14.0;26.6
CHD;195907;-;15972;0;43;906.2;6.0;70.6;128.2;16.7;29.2
CHD;195908;-;14256;0;42;905.5;4.5;81.9;132.6;14.2;25.2
CHD;195909;-;10272;0;52;905.9;4.0;85.8;101.4;13.2;23.0
CHD;195910;-;9858;0;45;905.1;-4.6;88.1;91.1;6.3;17.6
CHD;195911;-;6648;0;54;900.0;-6.7;81.8;24.7;1.0;11.5
CHD;195912;-;4746;9;67;895.5;-10.0;85.4;205.4;-0.5;9.0
CHD;196001;-;5472;10;55;900.3;-20.3;82.0;67.0;-3.2;10.6
CHD;196002;-;6654;15;63;897.6;-17.2;79.6;121.8;0.0;14.6
CHD;196003;-;8412;0;60;897.0;-5.5;76.1;73.4;3.4;15.5
CHD;196004;-;11766;0;53;902.2;-4.6;73.8;26.5;5.7;18.6
CHD;196005;-;14826;0;44;903.3;-4.5;71.0;87.4;11.5;25.6
CHD;196006;-;12708;0;55;906.0;2.0;76.1;126.6;14.2;26.7
CHD;196007;-;11256;0;63;903.9;3.0;78.1;220.3;13.3;26.1
CHD;196008;-;11670;0;59;903.5;4.0;81.2;315.0;13.4;26.5
CHD;196009;-;7842;0;64;903.0;0.2;87.1;202.9;9.8;21.6
CHD;196010;-;5910;1;74;896.3;-5.5;83.0;150.7;5.9;18.8
CHD;196011;-;4398;0;73;899.8;-5.5;85.7;165.7;3.1;16.4
CHD;196012;-;3900;4;68;895.1;-14.0;84.4;44.2;-2.4;12.0
CHD;196101;-;4056;27;68;900.2;-12.2;85.2;95.5;-2.2;9.0
CHD;196102;-;7404;25;57;909.4;-5.6;76.4;149.6;1.6;13.2
CHD;196103;-;12960;0;32;910.1;-8.2;75.2;44.1;3.2;18.0
CHD;196104;-;8706;0;65;898.7;-0.7;80.6;128.5;8.1;20.5
CHD;196105;-;9738;0;68;901.9;-2.5;82.4;104.0;8.8;22.7
CHD;196106;-;11328;0;57;905.1;2.8;75.0;132.6;14.0;27.8
CHD;196107;-;12078;0;52;905.4;4.0;73.6;175.1;14.0;26.5
CHD;196108;-;14184;0;41;907.4;3.5;77.1;105.8;14.0;27.0
CHD;196109;-;12852;0;38;907.3;3.4;76.5;45.2;14.5;25.8
CHD;196110;-;9174;0;54;902.8;-4.5;81.9;120.5;7.5;19.0
CHD;196111;-;6702;0;61;898.3;-8.0;79.5;50.8;1.7;13.0
CHD;196112;-;4902;1;63;899.8;-13.8;84.5;174.0;-0.4;13.9
CHD;196201;-;5238;5;65;903.9;-14.5;79.1;183.2;-1.0;9.4
CHD;196202;-;6702;22;63;904.1;-15.5;79.8;117.1;-2.6;8.9
CHD;196203;-;8112;11;64;894.2;-13.6;74.5;100.8;-0.9;10.2
CHD;196204;-;10794;5;57;901.1;-7.4;69.6;81.3;5.1;22.2
CHD;196205;-;9744;0;69;902.6;-4.8;72.8;151.8;8.3;25.7
CHD;196206;-;15480;0;45;907.0;-1.9;66.1;49.3;12.7;29.7
CHD;196207;-;13020;0;54;905.2;0.8;67.4;50.9;14.6;30.4
CHD;196208;-;17208;0;29;906.9;5.0;67.9;86.1;16.0;29.2
CHD;196209;-;11334;0;40;905.1;-1.7;76.1;105.5;11.4;27.1
CHD;196210;-;11226;0;35;905.8;-6.0;81.6;29.9;6.9;20.2
CHD;196211;-;5886;2;59;897.7;-12.6;79.2;26.0;0.1;16.9
CHD;196212;-;5256;33;53;899.2;-22.8;83.0;184.5;-5.3;7.0
CHD;196301;-;5790;68;56;898.2;-24.4;80.1;69.2;-7.9;6.4
CHD;196302;-;6624;71;53;892.2;-22.8;76.2;61.1;-6.4;6.0
CHD;196303;-;7236;43;62;900.7;-14.6;74.9;170.4;0.3;11.9
CHD;196304;-;8826;4;69;898.6;-5.6;70.7;58.1;6.4;19.8
CHD;196305;-;9204;0;64;902.5;-3.0;73.7;87.6;9.0;22.5
CHD;196306;-;9288;0;66;902.4;4.1;74.2;220.3;12.8;28.0
CHD;196307;-;14994;0;42;906.4;6.0;71.6;99.0;15.9;27.6
CHD;196308;-;10476;0;57;902.3;1.8;77.8;237.3;13.2;26.0
CHD;196309;-;8610;0;59;905.6;0.6;80.6;84.7;11.6;22.6
CHD;196310;-;11832;0;39;906.8;-3.6;78.4;73.0;7.0;20.0
CHD;196311;-;5124;0;65;898.3;-4.0;80.2;236.3;4.3;17.5
CHD;196312;-;6438;0;42;900.3;-15.2;74.3;3.1;-3.2;10.2
CHD;196401;-;9246;1;29;910.7;-14.5;76.7;16.1;-4.5;6.0
CHD;196402;-;7854;1;55;901.3;-12.4;75.6;15.6;0.0;13.2
CHD;196403;-;3912;0;80;896.2;-11.5;82.8;106.6;1.6;13.4
CHD;196404;-;9258;0;61;901.4;-3.0;72.2;107.9;6.9;20.1
CHD;196405;-;11082;0;55;905.1;1.4;72.2;151.7;11.8;25.0
CHD;196406;-;13014;0;48;904.5;4.5;71.0;104.4;14.4;27.8
CHD;196407;-;16584;0;31;907.3;5.2;68.4;128.7;16.2;30.0
CHD;196408;-;12432;0;49;905.1;0.6;73.1;126.6;14.0;27.0
CHD;196409;-;11700;0;43;908.1;-1.5;77.4;122.3;12.0;24.5
CHD;196410;-;7230;0;59;902.1;-3.2;79.8;145.3;5.3;20.3
CHD;196411;-;5916;0;62;904.8;-6.0;84.9;75.7;2.6;13.2
CHD;196412;-;4956;19;57;899.9;-16.5;79.7;45.0;-3.1;6.0
CHD;196501;-;3066;29;71;898.3;-15.9;79.9;107.3;-2.1;9.6
CHD;196502;-;9420;46;36;903.0;-18.0;74.0;63.7;-6.3;6.0
CHD;196503;-;9036;27;56;901.7;-18.1;75.9;134.6;0.9;16.6
CHD;196504;-;6474;1;74;899.0;-4.1;75.4;152.7;4.1;18.0
CHD;196505;-;9582;0;65;902.5;-1.0;70.8;154.4;9.4;25.0
CHD;196506;-;10578;0;58;904.5;2.5;72.9;126.4;13.6;29.5
CHD;196507;-;11244;0;63;903.6;3.7;73.3;246.7;13.7;27.5
CHD;196508;-;11784;0;59;904.7;3.6;75.4;125.6;13.3;29.5
CHD;196509;-;9426;0;62;901.4;1.0;78.1;157.0;9.6;22.2
CHD;196510;-;11112;0;44;906.7;-2.5;81.6;23.8;7.5;18.5
CHD;196511;-;2508;5;84;896.6;-14.0;81.1;197.4;2.2;18.2
CHD;196512;-;2202;17;81;897.2;-13.0;81.7;265.1;0.0;8.7
CHD;196601;-;4806;40;58;898.3;-23.5;81.6;88.6;-4.6;8.7
CHD;196602;-;4404;5;72;896.1;-7.5;77.3;147.2;3.0;15.6
CHD;196603;-;8886;8;58;904.3;-12.6;74.1;133.1;0.5;12.9
CHD;196604;-;8670;0;65;898.6;-3.5;73.3;121.2;7.0;18.1
CHD;196605;-;11196;0;57;904.4;0.5;67.8;92.4;10.4;25.0
CHD;196606;-;12666;0;49;904.7;2.0;69.1;68.2;14.0;27.0
CHD;196607;-;10692;0;59;903.3;3.6;71.2;104.8;13.4;28.0
CHD;196608;-;10962;0;62;903.9;1.9;73.8;185.1;13.2;29.2
CHD;196609;-;12336;0;41;906.2;4.5;75.7;53.1;13.0;25.2
CHD;196610;-;6858;0;64;898.2;-0.7;80.3;59.8;8.9;23.7
CHD;196611;-;3006;9;78;899.6;-13.0;77.9;98.4;-0.3;14.7
CHD;196612;-;2598;34;74;900.1;-14.9;82.1;178.4;-1.8;10.3
CHD;196701;-;5850;25;53;904.4;-18.6;78.5;62.9;-3.6;8.2
CHD;196702;-;7236;8;46;903.6;-13.5;72.3;111.8;-0.4;13.7
CHD;196703;-;8022;9;65;905.5;-8.7;74.7;187.2;3.0;16.5
CHD;196704;-;7266;2;49;899.9;-7.5;74.9;81.4;4.3;18.1
CHD;196705;-;10752;0;64;901.6;-1.5;74.4;155.3;9.6;27.5
CHD;196706;-;12378;0;55;906.3;1.1;75.3;80.7;12.2;29.0
CHD;196707;-;16782;0;34;906.7;5.0;74.4;104.3;16.7;29.0
CHD;196708;-;13632;0;53;905.1;3.5;78.7;115.1;14.7;26.8
CHD;196709;-;8682;0;67;903.6;1.4;83.1;92.5;10.9;25.1
CHD;196710;-;11766;0;39;904.9;-3.5;80.0;102.9;8.9;22.4
CHD;196711;-;5760;0;56;902.8;-9.1;85.0;65.6;2.8;12.0
CHD;196712;-;5226;10;58;901.6;-20.0;83.2;106.3;-4.2;9.3
CHD;196801;-;4218;71;66;902.1;-22.2;87.0;234.7;-3.6;7.5
CHD;196802;-;6156;79;68;896.8;-14.0;85.9;70.3;-0.5;9.2
CHD;196803;-;10224;42;55;902.6;-12.0;77.1;66.1;1.3;17.6
CHD;196804;-;12174;0;52;901.0;-6.9;78.1;66.5;6.8;25.0
CHD;196805;-;10596;0;70;901.3;-3.8;79.4;74.7;9.3;21.9
CHD;196806;-;12630;0;51;904.2;1.9;77.4;84.2;12.7;28.6
CHD;196807;-;14580;0;45;906.7;4.0;79.2;159.4;14.6;31.0
CHD;196808;-;8868;0;68;903.0;3.5;86.1;255.6;12.6;24.7
CHD;196809;-;9324;0;63;903.6;2.7;86.4;235.3;10.7;21.5
CHD;196810;-;10374;0;46;907.1;0.4;84.6;44.0;9.3;23.1
CHD;196811;-;5922;2;63;899.1;-7.8;86.5;79.8;2.2;20.6
CHD;196812;-;3774;17;63;895.9;-16.8;88.5;158.7;-2.5;7.2
CHD;196901;-;4992;41;57;900.3;-12.6;84.4;47.3;-2.2;8.8
CHD;196902;-;5160;44;61;893.9;-18.4;82.1;51.1;-4.2;7.9
CHD;196903;-;7236;9;69;895.9;-7.6;83.4;61.0;1.3;12.7
CHD;196904;-;7074;1;70;901.3;-6.0;80.8;132.5;4.8;21.3
CHD;196905;-;12636;0;52;902.1;-1.3;77.0;65.2;10.9;28.1
CHD;196906;-;9096;0;69;902.8;1.7;81.6;188.3;11.1;24.3
CHD;196907;-;14496;0;50;909.8;3.0;79.2;164.4;15.5;28.8
CHD;196908;-;12156;0;59;905.4;1.1;82.4;179.9;13.7;27.3
CHD;196909;-;10542;0;52;905.7;3.8;87.1;74.3;12.0;22.6
CHD;196910;-;13464;0;23;909.5;-1.7;81.8;15.6;7.9;20.4
CHD;196911;-;5448;6;61;899.6;-12.4;85.7;173.2;1.6;16.4
CHD;196912;-;5076;27;44;897.5;-18.0;86.6;82.2;-7.4;3.7
