stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;ure200m0;rre150m0;tre200m0;tre200mx
CHD;197001;-;3882;29;64;896.1;-15.5;85.0;59.2;-1.8;9.9
CHD;197002;-;1830;41;86;897.9;-17.6;83.7;247.6;-1.6;9.0
CHD;197003;-;7338;50;63;897.8;-16.3;80.4;120.6;-1.4;11.3
CHD;197004;-;8046;25;75;901.9;-12.5;77.9;202.7;2.5;20.8
CHD;197005;-;10812;0;60;903.4;-0.5;77.3;65.4;8.4;22.0
CHD;197006;-;12486;0;58;905.6;3.6;77.5;112.1;14.4;27.4
CHD;197007;-;13974;0;56;906.1;1.3;74.2;129.4;15.0;29.2
CHD;197008;-;11682;0;57;905.2;3.6;81.1;150.0;14.6;28.8
CHD;197009;-;14454;0;34;907.7;1.0;80.0;44.1;12.7;26.8
CHD;197010;-;9612;1;49;907.5;-7.4;81.7;107.0;6.2;22.4
CHD;197011;-;5958;1;57;903.7;-8.1;84.0;118.8;3.5;19.9
CHD;197012;-;5760;2;46;904.7;-15.3;83.2;33.0;-3.1;8.3
CHD;197101;-;6780;10;43;899.0;-21.1;82.5;61.8;-3.1;7.8
CHD;197102;-;7968;13;51;903.9;-12.6;80.0;48.8;-1.5;10.0
CHD;197103;-;8772;18;58;897.6;-22.8;81.9;79.8;-2.4;12.3
CHD;197104;-;13266;0;49;898.5;-3.9;75.2;31.3;8.3;22.8
CHD;197105;-;8496;0;73;900.1;0.5;81.2;107.0;11.1;25.7
CHD;197106;-;10194;0;73;902.5;2.8;78.7;223.0;12.0;25.0
CHD;197107;-;18234;0;39;907.1;3.1;73.2;67.6;16.7;29.0
CHD;197108;-;14640;0;45;905.5;6.1;78.7;205.1;16.3;29.3
CHD;197109;-;14166;0;38;908.7;-1.7;81.6;42.3;11.4;23.3
CHD;197110;-;12522;0;40;911.9;-4.4;83.3;32.2;8.1;22.1
CHD;197111;-;6084;15;60;900.5;-16.0;88.3;160.6;0.4;16.2
CHD;197112;-;6918;25;41;910.5;-11.8;85.2;19.4;-1.3;7.8
CHD;197201;-;5238;18;63;898.4;-15.0;85.2;24.1;-2.0;6.8
CHD;197202;-;5748;23;65;897.3;-12.4;82.2;41.8;0.9;16.2
CHD;197203;-;9270;3;55;900.4;-7.8;80.2;61.4;3.4;18.8
CHD;197204;-;7722;1;76;898.0;-5.0;81.2;146.2;5.1;19.8
CHD;197205;-;9126;0;75;901.6;-3.2;78.7;91.9;9.0;22.0
CHD;197206;-;11352;0;64;903.7;1.0;77.5;136.3;12.1;25.3
CHD;197207;-;12570;0;64;906.0;3.3;77.4;80.9;14.8;29.1
CHD;197208;-;12090;0;60;906.3;2.0;78.7;71.2;13.8;29.0
CHD;197209;-;11460;0;53;905.0;-2.4;81.2;33.8;8.9;22.0
CHD;197210;-;9456;1;46;905.3;-2.7;84.3;73.5;5.7;18.7
CHD;197211;-;6972;2;54;905.9;-13.1;87.5;282.7;2.7;17.5
CHD;197212;-;7398;2;33;908.4;-12.8;83.4;33.6;-1.7;7.2
CHD;197301;-;6408;8;55;906.0;-13.0;85.8;42.0;-2.8;8.3
CHD;197302;-;6678;42;58;900.8;-17.2;83.4;90.8;-3.9;10.2
CHD;197303;-;11322;42;48;906.4;-15.9;78.3;24.5;0.1;13.5
CHD;197304;-;8982;4;69;900.8;-8.9;79.5;112.6;2.6;20.0
CHD;197305;-;11796;0;66;904.5;-0.9;78.4;74.1;11.1;24.9
CHD;197306;-;12630;0;60;906.2;1.4;77.8;219.3;13.8;29.0
CHD;197307;-;11862;0;61;904.0;4.2;77.9;204.0;14.7;29.2
CHD;197308;-;14082;0;53;908.3;6.5;79.1;112.8;16.7;29.4
CHD;197309;-;12876;0;48;906.2;0.2;79.9;84.3;12.8;27.4
CHD;197310;-;8622;0;53;906.0;-4.3;84.2;92.9;5.8;20.1
CHD;197311;-;8070;1;43;908.2;-12.7;85.1;79.4;2.1;16.9
CHD;197312;-;4110;9;61;902.0;-19.8;85.0;96.8;-1.9;11.0
CHD;197401;-;5442;4;58;906.7;-8.6;87.1;54.5;0.3;11.0
CHD;197402;-;4332;12;76;897.2;-7.3;86.1;81.1;0.6;13.5
CHD;197403;-;7164;2;69;900.4;-10.0;75.8;50.7;4.0;20.1
CHD;197404;-;10614;0;56;898.2;-5.2;76.6;44.9;5.7;18.0
CHD;197405;-;9030;0;68;901.5;-1.0;80.2;143.9;9.1;22.3
CHD;197406;-;11412;0;65;903.4;1.0;76.9;221.7;11.9;26.0
CHD;197407;-;14502;0;49;906.9;4.3;74.2;105.5;14.6;27.3
CHD;197408;-;14370;0;49;906.1;3.3;77.7;117.0;15.8;30.5
CHD;197409;-;9516;0;61;903.5;-1.7;82.7;169.3;11.1;26.3
CHD;197410;-;3174;7;85;899.9;-8.8;88.4;232.4;1.9;12.5
CHD;197411;-;3870;8;74;902.7;-8.2;87.7;164.5;1.1;13.9
CHD;197412;-;4200;9;65;910.2;-13.1;86.4;110.3;-0.2;12.2
CHD;197501;-;5286;1;54;906.4;-8.3;82.5;107.4;1.1;12.0
CHD;197502;-;10980;0;25;906.6;-9.7;75.6;18.6;0.2;13.5
CHD;197503;-;5778;2;78;894.6;-13.1;82.9;78.7;0.9;14.4
CHD;197504;-;10986;3;58;901.4;-8.7;77.7;102.2;5.5;20.8
CHD;197505;-;10386;0;69;901.3;-0.1;76.7;87.8;9.9;27.2
CHD;197506;-;10050;0;65;904.3;-0.4;77.3;162.0;11.7;26.7
CHD;197507;-;15600;0;48;905.8;4.0;72.2;120.9;15.5;28.4
CHD;197508;-;11016;0;63;906.2;6.1;78.5;209.2;15.5;29.0
CHD;197509;-;9318;0;61;905.9;4.1;79.8;126.0;13.4;31.3
CHD;197510;-;10638;0;43;906.9;-3.1;82.5;50.8;5.8;20.7
CHD;197511;-;4728;4;66;902.5;-13.5;89.1;126.7;1.3;14.8
CHD;197512;-;6786;6;40;906.7;-12.9;86.4;11.6;-2.9;8.0
CHD;197601;-;4854;9;64;905.5;-19.8;81.5;47.6;-1.8;9.0
CHD;197602;-;8652;30;45;903.9;-11.3;81.2;84.8;0.0;14.4
CHD;197603;-;11358;4;46;902.4;-13.4;79.8;25.7;1.5;17.7
CHD;197604;-;12396;1;55;899.9;-5.3;75.5;70.4;5.4;20.7
CHD;197605;-;12426;0;55;903.7;-2.4;71.8;91.3;10.8;25.4
CHD;197606;-;16812;0;40;907.1;1.9;63.3;66.0;15.4;27.8
CHD;197607;-;11484;0;61;905.3;4.7;71.1;207.7;15.7;29.9
CHD;197608;-;12732;0;50;906.2;2.8;72.0;64.1;13.6;26.7
CHD;197609;-;8790;0;66;903.6;0.3;78.8;89.6;10.3;21.5
CHD;197610;-;6192;0;65;897.4;-2.5;82.0;62.5;8.2;22.1
CHD;197611;-;5112;1;66;902.9;-7.5;85.2;82.6;1.5;15.3
CHD;197612;-;4830;30;58;896.3;-18.5;87.8;194.5;-3.9;5.7
CHD;197701;-;3768;45;69;898.9;-12.7;86.8;100.5;-1.9;8.3
CHD;197702;-;3612;22;73;898.3;-13.9;82.7;165.1;1.0;13.9
CHD;197703;-;7842;1;68;905.0;-9.0;78.8;56.5;4.4;17.4
CHD;197704;-;6072;2;79;901.8;-6.7;81.6;215.4;4.4;22.9
CHD;197705;-;8286;0;76;901.1;-1.9;81.3;119.6;9.0;23.3
CHD;197706;-;9720;0;68;902.6;3.3;77.8;115.7;12.5;26.7
CHD;197707;-;13266;0;63;903.4;5.0;75.8;182.3;14.9;27.1
CHD;197708;-;11952;0;61;902.6;4.7;80.1;99.4;13.9;24.5
CHD;197709;-;12702;0;44;908.6;-1.0;80.2;23.0;11.2;25.7
CHD;197710;-;8268;0;54;906.4;-1.3;80.4;105.1;8.9;23.7
CHD;197711;-;4872;13;64;901.5;-16.3;86.1;207.0;1.0;17.9
CHD;197712;-;5574;13;48;905.5;-13.3;85.7;88.5;-1.1;9.5
CHD;197801;-;3606;19;69;898.6;-13.4;84.2;114.1;-2.5;6.5
CHD;197802;-;3870;51;76;893.7;-18.4;83.4;130.1;-1.3;13.4
CHD;197803;-;5340;8;75;900.9;-5.3;78.1;155.1;2.6;15.5
CHD;197804;-;8190;0;73;896.0;-8.3;79.1;68.7;4.4;16.8
CHD;197805;-;8358;0;74;901.0;-2.3;78.3;121.3;8.8;21.7
CHD;197806;-;9468;0;70;903.4;1.4;74.3;172.2;12.3;25.2
CHD;197807;-;12300;0;60;905.8;4.5;72.1;92.5;14.4;28.1
CHD;197808;-;13812;0;53;906.7;2.7;76.6;164.7;13.6;28.1
CHD;197809;-;12570;0;44;907.9;1.7;73.9;94.3;11.7;25.1
CHD;197810;-;11058;0;40;908.5;-2.1;81.6;47.9;6.6;20.6
CHD;197811;-;10170;1;28;911.3;-13.8;79.4;16.6;1.5;14.4
CHD;197812;-;3738;5;71;895.6;-15.1;83.7;157.1;-0.2;12.7
CHD;197901;-;4362;19;69;897.9;-17.7;82.8;168.0;-3.9;7.2
CHD;197902;-;4860;7;69;895.5;-14.6;80.8;111.3;0.4;11.1
CHD;197903;-;5496;2;80;897.5;-6.8;79.9;164.4;2.6;16.2
CHD;197904;-;8400;1;70;899.2;-8.9;75.8;85.0;4.0;19.1
CHD;197905;-;12498;0;60;904.7;-7.1;72.1;82.0;9.8;26.9
CHD;197906;-;10680;0;61;906.2;2.6;77.0;135.8;14.0;25.5
CHD;197907;-;14670;0;49;913.9;2.3;68.0;58.4;15.1;27.9
CHD;197908;-;13134;0;60;910.3;2.9;74.4;165.0;13.5;26.3
CHD;197909;-;12000;0;48;913.4;0.7;80.4;69.9;11.9;23.3
CHD;197910;-;7224;0;65;907.2;-0.1;83.1;99.5;8.9;21.2
CHD;197911;-;5058;4;58;907.9;-10.0;81.6;155.4;1.2;14.9
CHD;197912;-;3084;14;69;905.9;-12.9;83.4;238.6;0.3;12.6
CHD;198001;-;3924;42;65;904.1;-16.6;84.0;151.0;-3.8;8.3
CHD;198002;-;7560;17;53;909.5;-9.1;78.9;121.3;0.9;9.5
CHD;198003;-;6894;2;73;900.6;-8.6;80.5;111.0;2.2;11.0
CHD;198004;-;8022;2;70;906.3;-6.9;76.3;83.6;3.2;15.6
CHD;198005;-;7860;0;70;902.8;0.2;74.4;86.1;8.5;20.6
CHD;198006;-;6996;0;75;906.7;1.8;75.4;230.8;11.5;26.1
CHD;198007;-;10068;0;66;907.4;5.5;75.2;203.7;13.4;26.2
CHD;198008;-;13482;0;54;909.8;2.9;75.1;116.3;15.6;27.7
CHD;198009;-;14178;0;35;912.3;3.2;74.8;80.4;12.9;23.5
CHD;198010;-;7356;0;59;905.1;-1.5;80.7;235.8;6.3;20.1
CHD;198011;-;4254;2;70;905.7;-10.7;81.5;82.8;1.3;14.0
CHD;198012;-;3912;29;60;909.5;-17.2;81.0;99.7;-3.6;5.6
CHD;198101;-;3666;64;60;910.0;-15.0;80.2;146.4;-3.8;5.6
CHD;198102;-;8184;62;44;907.0;-15.9;75.9;56.2;-3.8;9.5
CHD;198103;-;6150;26;73;903.4;-11.2;79.0;158.7;4.0;18.9
CHD;198104;-;10578;0;61;905.6;-4.2;72.5;22.9;7.5;20.5
CHD;198105;-;7818;0;70;904.1;0.1;75.1;167.5;9.5;23.4
CHD;198106;-;11844;0;61;909.2;2.5;69.9;98.3;13.4;26.5
CHD;198107;-;10698;0;65;910.1;3.5;72.3;205.3;13.7;28.4
CHD;198108;-;15744;0;44;910.6;3.8;68.3;51.5;15.5;29.0
CHD;198109;-;6846;0;71;908.5;0.0;77.4;150.6;12.4;23.7
CHD;198110;-;4734;0;79;905.8;-5.1;77.9;292.5;6.9;21.1
CHD;198111;-;6948;2;41;913.9;-9.2;75.0;108.0;2.2;18.1
CHD;198112;-;1656;21;88;894.9;-15.2;80.6;267.7;-1.4;9.4
CHD;198201;-;3948;4;69;908.1;-10.3;81.5;145.0;0.4;8.9
CHD;198202;-;6960;2;53;907.8;-15.1;78.0;26.3;-0.3;11.9
CHD;198203;-;7686;4;64;906.6;-9.3;73.3;126.0;0.9;12.9
CHD;198204;-;13110;0;45;905.7;-6.0;64.4;46.7;5.4;18.7
CHD;198205;-;12912;0;53;909.8;-0.8;67.6;76.3;10.6;23.1
CHD;198206;-;10146;0;68;908.4;5.6;71.9;224.9;14.3;26.0
CHD;198207;-;14664;0;54;909.7;6.9;68.4;124.2;17.2;28.6
CHD;198208;-;10476;0;68;909.0;4.2;72.2;190.4;14.7;27.0
CHD;198209;-;11826;0;49;910.8;3.1;74.8;69.2;13.9;26.7
CHD;198210;-;7314;0;66;905.3;-0.2;77.3;207.1;7.3;17.6
CHD;198211;-;5160;0;58;907.3;-5.1;75.9;45.4;3.8;19.0
CHD;198212;-;3270;3;66;905.8;-9.5;80.3;187.0;0.1;11.0
CHD;198301;-;4488;9;60;917.3;-12.9;76.0;113.8;0.2;9.0
CHD;198302;-;5238;28;59;905.1;-16.1;78.3;66.1;-4.3;11.1
CHD;198303;-;8574;5;54;907.4;-9.4;73.8;46.5;3.0;15.9
CHD;198304;-;6516;0;78;901.8;-4.9;74.8;156.9;6.3;20.2
CHD;198305;-;6942;0;78;902.8;-0.1;75.2;189.5;8.2;21.0
CHD;198306;-;10872;0;65;910.4;2.4;66.9;80.9;14.4;26.4
CHD;198307;-;18666;0;35;910.3;5.9;57.0;30.7;19.8;35.1
CHD;198308;-;9990;0;65;909.3;5.1;69.9;184.1;15.7;25.0
CHD;198309;-;11454;0;51;910.0;1.9;70.4;168.8;12.8;25.0
CHD;198310;-;10290;0;44;912.8;-2.7;75.0;72.9;7.6;20.8
CHD;198311;-;7950;0;40;907.6;-8.4;77.5;135.2;2.0;15.5
CHD;198312;-;5070;0;51;907.0;-12.1;75.1;68.8;-0.6;11.8
CHD;198401;-;2706;20;76;904.7;-14.6;78.9;178.5;-1.3;11.4
CHD;198402;-;5430;49;60;906.6;-16.3;78.8;116.4;-3.5;6.9
CHD;198403;-;10008;45;44;903.0;-15.1;70.9;70.0;-0.6;12.1
CHD;198404;-;12312;2;48;905.9;-6.1;69.0;39.8;4.8;21.2
CHD;198405;-;5628;0;81;899.2;-3.1;73.6;89.7;7.2;19.3
CHD;198406;-;12162;0;56;908.4;0.6;66.9;100.0;13.0;25.0
CHD;198407;-;16236;0;48;910.9;2.6;60.4;86.0;15.8;33.5
CHD;198408;-;10824;0;58;909.5;5.2;68.9;91.5;14.9;27.1
CHD;198409;-;8322;0;66;905.4;1.4;72.7;313.2;10.6;26.2
CHD;198410;-;10236;0;54;909.7;-2.0;72.7;66.8;8.1;19.2
CHD;198411;-;4758;0;63;903.1;-3.4;74.1;104.8;4.8;16.7
CHD;198412;-;4782;3;50;910.7;-12.2;78.3;67.8;-0.1;11.4
CHD;198501;-;3162;19;64;900.1;-25.0;79.2;101.4;-7.0;5.5
CHD;198502;-;4014;26;66;907.4;-19.2;81.1;129.1;-1.8;8.7
CHD;198503;-;6792;17;68;903.1;-13.4;71.2;82.9;0.4;14.0
CHD;198504;-;8640;0;69;904.2;-3.7;67.4;132.3;5.8;19.5
CHD;198505;-;9810;0;70;902.9;-1.4;71.5;161.2;9.9;22.9
CHD;198506;-;10308;0;68;907.5;1.1;67.2;257.2;12.4;24.2
CHD;198507;-;16686;0;43;910.2;6.9;63.0;92.9;17.0;29.1
CHD;198508;-;15360;0;40;909.7;3.8;66.8;157.7;15.1;29.1
CHD;198509;-;14646;0;26;912.8;3.1;76.3;36.9;13.7;23.3
CHD;198510;-;12978;0;36;913.2;-4.8;81.2;9.5;8.2;23.9
CHD;198511;-;3240;4;70;903.5;-12.5;87.0;164.7;-1.1;21.1
CHD;198512;-;4866;0;53;908.4;-11.1;79.0;77.3;0.7;10.6
CHD;198601;-;2538;30;78;902.2;-16.7;84.6;222.0;-1.7;9.4
CHD;198602;-;5904;39;60;897.5;-20.6;83.9;41.6;-5.4;6.4
CHD;198603;-;8640;16;60;905.3;-8.6;77.3;127.5;2.3;13.6
CHD;198604;-;4926;1;85;900.1;-10.0;83.6;130.3;4.1;18.9
CHD;198605;-;11520;0;65;909.3;-1.6;76.9;168.3;12.4;25.9
CHD;198606;-;13716;0;53;908.3;-1.0;74.2;147.7;13.8;29.4
CHD;198607;-;15048;0;49;910.1;3.7;70.7;139.3;15.4;27.7
CHD;198608;-;11310;0;54;906.7;4.1;74.8;199.9;14.9;28.6
CHD;198609;-;11496;0;48;908.1;2.7;81.8;46.8;12.2;25.1
CHD;198610;-;10728;0;48;908.2;-3.4;83.0;159.9;8.6;21.4
CHD;198611;-;8070;0;45;909.1;-7.6;82.8;74.4;2.6;15.0
CHD;198612;-;4254;20;65;907.5;-19.7;85.7;149.6;-1.1;10.4
CHD;198701;-;6606;55;53;901.3;-26.4;88.1;107.3;-6.8;6.5
CHD;198702;-;4770;56;70;900.1;-12.1;88.0;95.4;-1.2;10.1
CHD;198703;-;6324;47;74;902.3;-15.1;80.9;110.3;-1.0;12.9
CHD;198704;-;11712;6;46;904.6;-8.0;71.4;125.9;6.9;20.9
CHD;198705;-;7788;0;74;902.9;-1.5;78.5;148.3;7.4;20.5
CHD;198706;-;8010;0;75;905.2;4.1;76.5;236.0;12.0;28.1
CHD;198707;-;11028;0;64;905.7;2.6;77.7;138.9;15.8;27.6
CHD;198708;-;11970;0;58;906.1;3.7;74.8;96.7;15.5;28.4
CHD;198709;-;12882;0;39;907.9;2.4;74.1;93.6;14.7;30.0
CHD;198710;-;6516;0;68;903.6;0.4;84.6;69.5;9.3;21.8
CHD;198711;-;5484;6;66;903.2;-7.0;88.4;131.7;2.3;14.1
CHD;198712;-;5730;4;53;906.3;-12.1;88.9;68.0;0.5;11.5
CHD;198801;-;4332;4;69;900.6;-11.0;84.8;125.2;1.2;12.4
CHD;198802;-;5790;43;65;901.6;-12.1;80.3;167.7;-1.2;10.1
CHD;198803;-;3852;61;84;901.1;-16.1;84.5;229.7;0.4;14.6
CHD;198804;-;9768;3;63;901.3;-1.1;79.3;41.0;6.9;20.1
CHD;198805;-;7908;0;78;901.5;1.1;80.2;147.2;11.3;23.1
CHD;198806;-;9462;0;68;903.1;2.4;76.6;76.1;12.8;23.4
CHD;198807;-;14214;0;48;906.2;5.6;73.5;145.1;15.4;29.0
CHD;198808;-;12822;0;50;905.6;4.1;77.2;161.8;15.4;28.4
CHD;198809;-;9702;0;56;907.6;1.4;81.4;81.5;11.6;23.9
CHD;198810;-;6768;0;68;905.9;-1.0;82.6;161.5;9.1;23.0
CHD;198811;-;7434;3;50;907.1;-13.4;83.8;45.7;0.7;14.0
CHD;198812;-;5448;16;55;909.7;-12.2;86.0;155.4;-1.0;10.0
CHD;198901;-;10554;22;21;915.4;-11.9;74.9;17.6;-1.8;9.9
CHD;198902;-;7104;29;54;906.5;-8.4;78.2;78.7;1.0;10.6
CHD;198903;-;11166;12;51;904.5;-5.0;70.8;78.4;5.0;21.0
CHD;198904;-;4566;1;79;896.3;-2.4;76.4;143.4;4.9;18.0
CHD;198905;-;13332;0;50;906.3;-3.1;71.6;80.6;11.4;22.5
CHD;198906;-;12084;0;56;905.1;2.0;67.8;72.0;12.9;25.6
CHD;198907;-;12336;0;59;907.9;6.7;70.7;125.4;16.3;29.5
CHD;198908;-;13494;0;48;905.5;2.7;73.6;135.7;15.3;30.0
CHD;198909;-;8910;0;61;906.7;2.7;80.9;50.9;11.8;23.4
CHD;198910;-;11256;0;39;908.6;-2.2;80.3;109.0;7.6;21.0
CHD;198911;-;8010;0;41;903.0;-8.6;82.1;50.6;1.5;16.5
CHD;198912;-;7074;0;38;902.4;-11.5;77.0;93.8;0.4;14.2
CHD;199001;-;9216;1;30;909.2;-9.1;70.1;37.2;-0.8;13.3
CHD;199002;-;6336;2;55;905.5;-6.6;73.8;279.6;3.6;18.4
CHD;199003;-;10644;3;53;912.7;-12.2;76.1;69.6;4.2;20.7
CHD;199004;-;6726;0;74;900.7;-2.4;80.1;114.0;4.7;18.7
CHD;199005;-;11076;0;64;906.2;1.5;73.1;61.3;12.1;22.9
CHD;199006;-;9384;0;69;904.3;1.7;78.8;267.3;12.7;27.0
CHD;199007;-;15804;0;44;907.7;3.4;68.3;76.8;16.2;29.4
CHD;199008;-;15060;0;44;908.7;4.9;68.9;99.9;16.1;29.5
CHD;199009;-;11436;0;54;906.4;0.3;79.4;129.8;11.2;22.0
CHD;199010;-;7908;0;61;902.7;-1.2;85.6;135.4;8.9;22.7
CHD;199011;-;5190;6;69;901.6;-9.1;87.0;121.7;1.5;14.5
CHD;199012;-;5778;32;58;902.7;-15.7;84.7;80.4;-3.5;7.1
CHD;199101;-;6966;16;48;908.8;-13.4;83.4;68.7;-1.9;14.1
CHD;199102;-;7392;31;50;902.0;-19.0;81.4;36.7;-2.6;15.1
CHD;199103;-;6834;3;68;900.7;-5.2;81.6;89.8;5.4;17.0
CHD;199104;-;9726;1;64;902.4;-7.4;78.3;68.3;4.7;17.8
CHD;199105;-;10134;0;60;904.9;-2.0;76.0;89.2;7.2;22.6
CHD;199106;-;8862;0;68;904.9;2.4;76.1;198.2;12.5;26.1
CHD;199107;-;14592;0;45;906.7;5.7;78.4;183.7;16.9;28.4
CHD;199108;-;17034;0;28;908.5;7.1;73.1;18.1;17.3;28.6
CHD;199109;-;10068;0;49;906.3;3.4;80.4;103.5;13.9;26.1
CHD;199110;-;7560;0;51;904.6;-5.7;84.3;88.1;6.1;20.2
CHD;199111;-;5286;1;61;902.9;-7.1;85.0;126.8;2.0;16.3
CHD;199112;-;7542;3;33;912.6;-11.4;80.9;156.0;-2.8;7.6
CHD;199201;-;8334;10;31;912.2;-15.6;82.1;10.9;-3.2;6.1
CHD;199202;-;7938;22;41;910.8;-16.4;80.5;108.8;-0.6;11.9
CHD;199203;-;6990;5;66;904.0;-4.1;78.3;106.1;3.8;14.1
CHD;199204;-;9732;1;61;901.0;-3.1;76.0;92.7;6.5;23.0
CHD;199205;-;11610;0;54;906.3;-1.1;76.2;84.7;11.9;25.6
CHD;199206;-;7278;0;74;902.5;3.1;78.5;135.8;12.9;25.1
CHD;199207;-;12564;0;50;907.5;7.4;78.9;156.3;15.8;28.7
CHD;199208;-;14298;0;40;907.0;7.3;70.9;84.1;17.6;30.8
CHD;199209;-;10140;0;45;908.2;0.8;79.8;91.0;12.0;23.1
CHD;199210;-;3486;0;84;898.1;-5.8;87.7;195.2;5.7;16.3
CHD;199211;-;4248;2;66;906.6;-9.5;85.1;279.2;4.4;16.7
CHD;199212;-;5304;2;50;904.8;-9.9;85.6;112.5;-0.9;10.6
CHD;199301;-;6222;1;48;912.1;-15.0;79.4;63.0;0.8;13.6
CHD;199302;-;9588;14;30;910.7;-19.1;75.7;54.2;-1.8;11.0
CHD;199303;-;11466;16;41;906.2;-11.5;77.5;57.4;1.6;19.5
CHD;199304;-;7002;0;69;900.5;-4.8;73.2;126.3;7.2;20.0
CHD;199305;-;10260;0;60;902.7;1.5;77.0;121.1;11.5;26.5
CHD;199306;-;10632;0;56;906.1;5.5;80.8;150.0;13.7;27.0
CHD;199307;-;10920;0;56;907.6;4.0;75.1;226.8;14.4;29.4
CHD;199308;-;14076;0;41;907.8;3.5;75.9;120.8;15.5;29.6
CHD;199309;-;8124;0;65;902.3;1.7;80.6;180.6;10.9;25.5
CHD;199310;-;4386;0;69;901.9;-1.9;82.4;90.3;6.0;20.4
CHD;199311;-;5712;7;63;904.4;-14.5;86.0;63.7;-0.2;15.1
CHD;199312;-;2496;15;79;902.3;-14.3;84.1;219.9;0.8;11.5
