stn;time;gre000m0;prestam0;sre000m0;hto000m0;nto000m0;rre150m0;tre200m0;tre200mn;tre200mx;ure200m0
GRC;199303;-;-;-;14;39;25.8;0.2;-11.2;16.0;61.3
GRC;199304;-;-;-;1;56;82.1;4.0;-8.1;16.3;64.0
GRC;199305;-;-;-;0;53;37.4;9.6;-0.1;23.5;60.0
GRC;199306;-;-;-;0;50;48.9;12.7;3.1;25.2;61.4
GRC;199307;-;-;-;0;50;53.6;12.8;2.1;26.3;59.8
GRC;199308;-;-;-;0;40;21.6;14.8;4.0;28.0;59.6
GRC;199309;-;-;-;0;59;154.1;8.7;0.0;23.5;67.3
GRC;199310;-;-;-;3;55;65.8;4.5;-4.0;15.6;67.8
GRC;199311;-;-;-;0;35;22.6;-0.5;-11.6;12.5;62.4
GRC;199312;-;-;-;15;63;82.2;-1.4;-13.8;12.1;65.7
GRC;199401;-;-;-;52;54;72.1;-2.4;-11.5;7.2;65.5
GRC;199402;-;-;-;50;51;13.1;-2.4;-13.2;9.7;59.7
GRC;199403;-;-;-;19;43;11.2;4.2;-4.0;16.4;57.0
GRC;199404;-;-;-;2;63;52.7;2.4;-7.1;19.0;61.9
GRC;199405;-;-;-;0;60;110.8;9.0;1.1;21.0;64.4
GRC;199406;-;-;-;0;54;48.9;12.7;-0.5;26.7;54.9
GRC;199407;-;-;-;0;46;50.9;16.9;8.0;28.1;55.7
GRC;199408;-;-;-;0;50;96.6;14.9;6.1;28.3;59.4
GRC;199409;-;-;-;0;65;98.5;9.1;-2.2;21.4;71.5
GRC;199410;-;-;-;0;45;30.1;6.0;-2.4;19.0;68.8
GRC;199411;-;-;-;0;48;101.8;4.3;-1.5;14.1;69.1
GRC;199412;-;-;-;7;48;36.5;-0.2;-12.0;10.4;68.9
GRC;199501;-;-;-;45;55;78.7;-4.5;-16.7;5.2;68.4
GRC;199502;-;-;-;72;54;69.9;-0.4;-10.1;10.0;69.6
GRC;199503;-;-;-;69;49;41.1;-1.8;-13.2;13.5;63.3
GRC;199504;-;-;-;11;55;79.0;4.1;-5.2;15.4;69.8
GRC;199505;-;-;-;0;56;102.4;8.1;-3.5;21.0;64.9
GRC;199506;-;-;-;0;59;31.6;10.4;1.0;25.5;68.4
GRC;199507;-;-;-;0;51;48.6;16.4;6.4;28.5;65.6
GRC;199508;-;-;-;0;64;41.7;13.2;-0.1;26.0;68.7
GRC;199509;-;-;-;0;63;84.1;7.3;-2.0;18.1;76.3
GRC;199510;-;-;-;0;26;1.5;8.9;1.0;20.3;64.2
GRC;199511;-;-;-;0;44;18.1;0.5;-10.3;12.0;67.8
GRC;199512;-;-;-;5;55;27.9;-2.3;-12.0;5.6;73.5
GRC;199601;-;-;-;8;41;4.7;-0.4;-7.0;7.5;62.8
GRC;199602;-;-;-;20;58;34.0;-4.7;-14.1;7.0;74.3
GRC;199603;-;-;-;8;38;23.9;-0.6;-13.1;15.0;61.5
GRC;199604;-;-;-;0;56;19.1;4.8;-6.3;16.2;63.4
GRC;199605;-;-;-;0;64;104.0;8.1;-1.8;25.0;71.4
GRC;199606;-;-;-;0;49;14.0;13.5;1.0;26.3;60.9
GRC;199607;-;-;-;0;54;63.5;13.7;3.0;26.3;64.1
GRC;199608;-;-;-;0;64;70.4;12.7;3.0;25.3;73.3
GRC;199609;-;-;-;0;48;19.4;7.6;-0.2;21.1;67.1
GRC;199610;-;-;-;0;54;80.6;4.9;-2.0;16.4;73.3
GRC;199611;-;-;-;11;63;94.2;0.3;-13.0;16.8;74.1
GRC;199612;-;-;-;43;53;23.8;-1.7;-15.1;6.3;70.7
GRC;199701;-;-;-;41;40;21.7;-0.9;-9.6;9.0;62.2
GRC;199702;-;-;-;44;40;31.4;0.1;-11.0;12.0;59.9
GRC;199703;-;-;-;8;34;4.3;3.2;-6.4;15.0;58.4
GRC;199704;-;-;-;0;30;9.2;4.2;-7.0;16.1;56.9
GRC;199705;-;-;-;0;53;65.4;9.6;-3.0;21.3;60.2
GRC;199706;-;-;-;0;74;74.8;11.4;2.4;24.1;68.1
GRC;199707;-;-;-;0;60;43.1;12.8;5.0;25.1;67.0
GRC;199708;-;-;-;0;50;35.5;15.3;4.0;26.7;67.6
GRC;199709;-;-;-;0;28;31.4;12.2;4.0;25.0;67.6
GRC;199710;-;-;-;0;48;36.2;6.5;-5.0;21.1;66.3
GRC;199711;-;-;-;5;53;23.6;1.3;-7.3;12.5;69.5
GRC;199712;-;-;-;6;54;32.4;-1.3;-9.5;8.3;73.1
GRC;199801;-;-;-;17;36;38.8;-1.3;-11.0;11.5;57.8
GRC;199802;-;-;-;14;20;18.4;2.3;-8.0;14.5;52.2
GRC;199803;-;-;-;3;51;15.4;2.1;-12.0;17.0;60.7
GRC;199804;-;-;-;1;61;52.5;3.5;-7.5;17.0;67.2
GRC;199805;-;-;-;0;48;36.0;9.9;1.0;23.0;64.0
GRC;199806;-;-;-;0;49;67.4;13.3;-0.5;28.0;62.7
GRC;199807;-;-;-;0;50;34.5;15.1;4.0;28.0;59.9
GRC;199808;-;-;-;0;42;37.3;15.7;4.0;30.0;61.5
GRC;199809;-;-;-;0;52;60.7;10.2;-0.5;24.0;66.6
GRC;199810;-;-;-;0;61;105.3;5.6;-5.0;17.5;70.2
GRC;199811;-;-;-;0;45;27.4;-1.8;-12.5;12.0;67.3
GRC;199812;-;-;-;2;35;6.7;-1.2;-13.0;11.5;59.4
GRC;199901;-;-;-;20;34;67.2;-1.1;-17.5;13.0;59.6
GRC;199902;-;-;-;57;61;109.6;-4.8;-17.5;10.0;72.6
GRC;199903;-;-;-;54;46;58.2;1.2;-11.0;14.0;65.7
GRC;199904;-;-;-;6;51;50.6;4.0;-6.0;15.5;63.1
GRC;199905;-;-;-;0;57;106.5;10.9;3.0;23.0;66.0
GRC;199906;-;-;-;0;52;73.9;11.9;1.5;24.0;65.8
GRC;199907;-;-;-;0;42;38.0;15.3;5.0;26.0;61.8
GRC;199908;-;-;-;0;57;73.9;14.5;5.5;27.5;69.1
GRC;199909;-;-;-;0;46;54.9;12.4;4.5;23.0;66.8
GRC;199910;-;-;-;0;40;17.4;7.0;-2.5;18.5;67.2
GRC;199911;-;-;-;8;45;40.4;0.1;-12.5;16.5;66.4
GRC;199912;-;-;-;24;50;74.3;-2.6;-13.5;9.0;63.4
GRC;200001;-;-;-;45;31;21.2;-2.8;-13.5;8.0;58.4
GRC;200002;-;-;-;37;42;29.5;-0.4;-11.5;12.0;61.1
GRC;200003;-;-;-;16;39;33.2;2.0;-9.0;13.5;59.5
GRC;200004;-;-;-;0;51;74.6;5.0;-3.0;17.5;63.0
GRC;200005;-;-;-;0;52;36.6;10.7;2.5;22.0;61.8
GRC;200006;-;-;-;0;42;53.4;14.1;4.0;26.0;61.0
GRC;200007;-;-;-;0;46;52.5;12.5;2.5;24.5;63.3
GRC;200008;-;-;-;0;36;36.3;15.3;7.0;28.0;61.3
GRC;200009;-;-;-;0;32;109.8;12.1;2.5;23.5;59.3
GRC;200010;-;-;-;0;44;256.2;6.3;-2.0;16.5;71.1
GRC;200011;-;-;-;19;46;98.1;0.8;-6.5;11.5;70.3
GRC;200012;-;-;-;15;39;9.1;0.7;-11.5;10.0;59.8
GRC;200101;-;-;-;34;44;41.2;-1.8;-10.5;7.0;64.1
GRC;200102;-;-;-;43;39;24.3;-0.8;-13.5;12.0;58.6
GRC;200103;-;-;-;13;60;74.5;3.1;-9.5;15.5;69.2
GRC;200104;-;-;-;1;57;56.3;3.0;-5.5;17.0;62.1
GRC;200105;-;-;-;0;54;35.4;11.5;0.5;26.0;59.0
GRC;200106;-;-;-;0;41;101.5;11.9;-1.5;27.0;60.2
GRC;200107;-;-;-;0;49;73.3;14.7;4.0;27.5;64.6
GRC;200108;-;-;-;0;36;43.5;15.6;5.0;26.5;63.8
GRC;200109;-;-;-;0;51;33.1;8.0;-0.5;19.5;64.3
GRC;200110;-;-;-;0;31;20.5;10.4;2.5;22.5;57.7
GRC;200111;-;-;-;0;45;11.4;0.6;-11.0;14.0;71.5
GRC;200112;-;-;-;3;31;29.6;-3.3;-14.5;9.5;61.8
GRC;200201;-;-;-;16;20;10.3;-1.0;-13.5;13.0;56.7
GRC;200202;-;-;-;13;54;55.1;0.8;-12.0;12.5;69.5
GRC;200203;-;-;-;4;35;59.5;3.2;-7.5;14.5;60.1
GRC;200204;-;-;-;0;40;27.2;5.2;-5.0;16.5;62.3
GRC;200205;-;-;-;2;60;142.7;8.0;-2.5;21.5;72.8
GRC;200206;-;-;-;0;44;65.6;15.0;3.0;28.5;65.2
GRC;200207;-;-;-;0;49;89.9;14.1;6.5;25.0;70.1
GRC;200208;-;-;-;0;55;95.7;13.3;3.5;24.0;74.0
GRC;200209;-;-;-;0;54;57.4;9.7;-1.5;20.0;75.4
GRC;200210;-;-;-;0;48;27.9;6.7;-2.0;17.0;65.7
GRC;200211;-;-;-;2;57;156.9;2.1;-5.5;13.5;77.6
GRC;200212;-;-;-;8;51;41.3;0.2;-7.0;8.5;71.8
GRC;200301;-;-;-;19;40;29.6;-3.9;-14.5;8.0;69.5
GRC;200302;-;-;-;38;22;24.1;-4.0;-17.0;12.5;54.7
GRC;200303;-;-;-;6;23;1.4;3.8;-5.5;15.5;55.6
GRC;200304;-;-;-;0;31;14.1;5.3;-8.0;17.5;58.9
GRC;200305;-;-;-;0;45;34.1;10.6;-2.5;22.0;64.5
GRC;200306;-;-;-;0;33;50.6;17.8;7.5;28.0;59.9
GRC;200307;-;-;-;0;35;36.7;16.2;4.5;28.0;61.4
GRC;200308;-;-;-;0;31;34.7;18.3;7.5;29.5;57.7
GRC;200309;-;-;-;0;29;12.7;11.9;3.5;24.5;61.1
GRC;200310;-;-;-;0;35;41.2;4.5;-6.5;19.5;61.1
GRC;200311;-;-;-;4;37;56.8;3.6;-6.0;16.5;63.1
GRC;200312;-;-;-;6;35;23.7;-0.3;-12.0;10.0;60.0
GRC;200401;-;-;-;36;48;107.8;-3.2;-14.0;7.0;67.8
GRC;200402;-;-;-;36;27;8.8;-0.9;-13.0;13.5;57.2
GRC;200403;-;-;-;23;36;21.8;0.5;-13.0;18.0;59.8
GRC;200404;-;-;-;1;47;31.9;4.8;-6.0;17.0;61.3
GRC;200405;-;-;-;1;39;47.1;8.2;-2.5;21.5;61.3
GRC;200406;-;-;-;0;41;30.5;13.0;4.0;26.5;60.5
GRC;200407;-;-;-;0;43;46.1;14.4;5.0;26.0;62.5
GRC;200408;-;-;-;0;42;86.9;14.7;4.0;26.5;63.7
GRC;200409;-;-;-;0;32;17.7;12.3;0.0;24.5;68.0
GRC;200410;-;-;-;0;41;59.1;8.5;-3.0;22.0;69.8
GRC;200411;-;-;-;1;36;76.8;0.9;-8.5;16.5;72.8
GRC;200412;-;-;-;26;26;35.7;-0.9;-12.0;10.0;63.8
GRC;200501;-;-;-;44;27;30.1;-3.4;-17.0;10.0;63.9
GRC;200502;-;-;-;54;32;9.6;-6.1;-14.5;5.0;65.8
GRC;200503;-;-;-;26;35;21.9;1.3;-15.5;16.5;62.5
GRC;200504;-;-;-;4;47;83.3;4.7;-6.5;20.5;66.1
GRC;200505;-;-;-;0;41;32.1;10.2;1.0;26.0;63.0
GRC;200506;-;-;-;0;33;47.3;14.7;0.5;28.5;62.5
GRC;200507;-;-;-;0;43;57.3;14.7;4.5;27.0;64.2
GRC;200508;-;-;-;0;41;144.0;12.7;3.5;24.5;67.8
GRC;200509;-;-;-;0;44;28.6;11.6;2.0;24.5;71.5
GRC;200510;-;-;-;0;29;51.4;8.6;0.5;21.0;57.7
GRC;200511;-;-;-;1;32;6.9;1.0;-10.5;16.5;64.1
GRC;200512;-;-;-;13;35;49.4;-4.5;-16.5;6.6;64.3
GRC;200601;-;-;-;36;29;9.2;-3.2;-11.0;11.0;57.0
GRC;200602;-;-;-;38;41;38.3;-2.7;-11.5;10.0;65.5
GRC;200603;-;-;-;47;53;78.1;-0.6;-15.0;15.5;62.2
GRC;200604;-;-;-;1;44;51.9;5.0;-5.0;16.5;61.2
GRC;200605;-;-;-;0;54;63.3;9.2;-1.5;21.0;61.4
GRC;200606;-;-;-;0;37;26.9;14.2;-2.5;27.0;58.9
GRC;200607;-;-;-;0;37;21.9;18.3;10.0;27.5;57.3
GRC;200608;-;-;-;0;52;70.9;11.4;2.0;23.5;63.5
GRC;200609;-;-;-;0;39;65.9;13.7;1.0;26.0;62.8
GRC;200610;-;-;-;0;42;27.3;9.8;2.0;19.5;59.4
GRC;200611;-;-;-;1;32;10.9;4.1;-7.5;15.5;62.6
GRC;200612;-;-;-;17;30;56.8;1.1;-8.5;10.5;60.6
GRC;200701;-;-;-;14;44;50.9;0.7;-13.5;12.0;71.5
GRC;200702;-;-;-;7;44;31.9;1.4;-4.0;13.0;65.4
GRC;200703;-;-;-;2;43;53.1;1.8;-9.5;14.0;63.6
GRC;200704;-;-;-;0;24;15.0;10.2;-1.5;21.5;57.6
GRC;200705;-;-;-;0;58;152.9;9.6;-2.0;24.0;69.8
GRC;200706;-;-;-;0;56;98.5;13.0;1.0;25.0;71.7
GRC;200707;-;-;-;0;47;80.2;14.2;3.5;26.0;66.4
GRC;200708;-;-;-;0;55;141.5;13.3;2.5;25.5;74.3
GRC;200709;-;-;-;0;41;27.4;9.8;-0.5;21.0;70.0
GRC;200710;-;-;-;0;32;7.6;6.8;-6.5;21.5;66.8
GRC;200711;-;-;-;2;45;17.8;0.5;-11.0;17.0;68.4
GRC;200712;-;-;-;19;37;50.1;-1.5;-10.0;7.0;64.2
GRC;200801;-;-;-;40;47;55.1;0.1;-8.5;13.0;64.1
GRC;200802;-;-;-;27;31;8.3;1.6;-7.5;15.0;57.5
GRC;200803;-;-;-;4;61;52.4;0.3;-11.0;14.0;64.9
GRC;200804;-;-;-;0;56;25.3;4.0;-5.0;16.5;63.8
GRC;200805;-;-;-;0;56;106.4;10.4;-1.0;21.0;65.9
GRC;200806;-;-;-;0;61;109.9;13.2;4.0;26.0;71.9
GRC;200807;-;-;-;0;52;92.5;14.1;5.0;24.5;68.7
GRC;200808;-;-;-;0;46;43.4;14.6;4.0;26.0;68.1
GRC;200809;-;-;-;0;57;62.8;9.8;1.5;23.5;70.9
GRC;200810;-;-;-;2;47;56.5;7.4;-4.0;20.0;69.5
GRC;200811;-;-;-;8;49;130.1;0.6;-10.5;13.5;70.9
GRC;200812;-;-;-;48;55;101.3;-2.6;-10.0;7.0;71.9
GRC;200901;-;-;-;57;37;36.3;-3.3;-11.0;6.4;58.9
GRC;200902;-;-;-;62;54;25.4;-3.5;-14.0;13.0;67.4
GRC;200903;-;-;-;48;53;63.8;0.4;-9.5;12.5;62.8
GRC;200904;-;-;-;5;52;145.7;6.1;-2.0;15.5;63.6
GRC;200905;-;-;-;1;50;42.1;11.1;0.0;25.5;62.6
GRC;200906;-;-;-;0;52;44.7;13.0;2.5;25.5;63.7
GRC;200907;-;-;-;0;48;53.6;15.1;5.0;26.0;61.9
GRC;200908;-;-;-;0;36;44.4;16.6;6.5;27.5;60.9
GRC;200909;-;-;-;0;36;31.3;12.9;2.5;25.0;63.1
GRC;200910;-;-;-;0;40;16.6;6.9;-6.0;22.5;59.3
GRC;200911;-;-;-;1;52;90.1;3.2;-4.5;16.0;69.0
GRC;200912;-;-;-;31;57;59.1;-3.2;-16.3;6.5;69.2
GRC;201001;-;-;-;40;50;19.5;-4.9;-14.0;6.0;65.4
GRC;201002;-;-;-;47;51;14.0;-3.4;-15.0;8.5;65.1
GRC;201003;-;-;-;23;51;30.7;0.3;-12.0;13.5;63.9
GRC;201004;-;-;-;0;39;14.0;6.1;-6.0;19.0;56.3
GRC;201005;-;-;-;0;66;154.1;7.9;-0.5;23.5;69.2
GRC;201006;-;-;-;0;59;21.3;13.2;1.5;25.0;64.9
GRC;201007;-;-;-;0;43;63.5;16.5;2.5;28.5;60.9
GRC;201008;-;-;-;0;55;74.2;13.3;2.0;26.5;66.1
GRC;201009;-;-;-;0;47;15.5;10.2;0.5;22.0;64.5
GRC;201010;-;-;-;1;52;34.7;6.0;-5.0;20.5;65.4
GRC;201011;-;-;-;2;59;61.1;0.8;-12.5;15.5;66.6
GRC;201012;-;-;-;20;57;59.0;-4.3;-14.5;8.0;71.3
GRC;201101;-;-;-;33;34;5.7;-2.2;-12.0;10.5;58.4
GRC;201102;-;-;-;17;40;7.2;0.5;-8.5;13.0;58.5
GRC;201103;-;-;-;0;40;22.8;3.4;-5.5;15.0;55.7
GRC;201104;-;-;-;0;33;1.3;8.5;-3.0;22.0;51.3
GRC;201105;-;-;-;0;41;41.2;11.7;1.0;24.0;58.0
GRC;201106;-;-;-;0;63;84.8;12.9;0.0;28.5;64.0
GRC;201107;-;-;-;0;57;64.8;12.8;4.5;25.5;61.7
GRC;201108;-;-;-;0;39;39.2;16.3;5.0;30.0;55.5
GRC;201109;-;-;-;0;37;24.5;13.8;1.5;24.0;59.4
GRC;201110;-;-;-;0;28;46.1;7.3;-4.5;23.0;55.0
GRC;201111;-;-;-;0;30;39.6;5.3;-0.5;14.5;48.4
GRC;201112;-;-;-;30;65;115.7;-1.1;-11.0;9.0;70.1
GRC;201201;-;-;-;57;54;50.4;-1.7;-9.0;7.5;64.0
GRC;201202;-;-;-;58;38;0.3;-5.6;-20.0;14.5;61.8
GRC;201203;-;-;-;14;26;17.9;4.8;-7.0;16.0;50.0
GRC;201204;-;-;-;1;67;82.4;4.4;-5.5;19.5;63.3
GRC;201205;-;-;-;0;49;51.1;10.0;-4.5;23.0;57.6
GRC;201206;-;-;-;0;51;56.0;14.3;2.7;27.0;60.7
GRC;201207;-;-;-;0;52;72.4;14.9;3.5;28.5;58.8
GRC;201208;-;-;-;0;44;44.5;16.4;5.0;31.0;57.2
GRC;201209;-;-;-;0;44;36.0;11.7;0.5;23.5;58.1
GRC;201210;-;-;-;4;50;60.7;7.5;-7.5;23.0;62.5
GRC;201211;-;-;-;3;46;71.4;3.3;-7.5;13.5;60.6
GRC;201212;-;-;-;48;62;83.4;-2.6;-14.0;11.5;67.9
GRC;201301;-;-;-;44;48;23.6;-2.7;-15.0;9.0;59.0
GRC;201302;-;-;-;57;52;30.8;-5.0;-16.0;7.5;59.9
GRC;201303;-;-;-;24;48;16.0;0.4;-12.0;11.0;58.3
GRC;201304;-;-;-;2;53;91.7;5.9;-3.5;20.0;60.8
GRC;201305;-;-;-;0;65;103.9;6.4;-2.0;18.0;64.2
GRC;201306;278;841.2;12291;0;48;29.1;11.3;2.3;26.3;66.2
GRC;201307;276;844.3;14818;0;41;52.9;15.9;6.8;26.5;63.3
GRC;201308;235;842.9;12827;0;41;55.9;14.3;5.7;26.2;67.0
GRC;201309;176;840.5;9961;0;47;30.7;11.0;1.4;24.5;67.8
GRC;201310;107;840.5;6842;1;58;37.0;7.6;-3.1;17.7;74.2
GRC;201311;55;834.8;3221;9;59;71.3;-0.4;-12.0;12.2;78.5
GRC;201312;46;842.1;4879;15;36;32.2;0.1;-8.2;8.3;56.3
GRC;201401;50;831.6;3112;38;53;29.0;-1.3;-10.7;9.2;70.0
GRC;201402;86;831.4;4000;54;61;62.4;-1.9;-6.8;5.3;75.2
GRC;201403;178;836.8;10850;30;30;28.6;2.2;-7.5;13.6;54.9
GRC;201404;213;835.7;10108;1;51;59.4;5.8;-3.8;16.0;62.6
GRC;201405;252;838.0;10488;0;59;37.8;7.3;-2.0;17.3;65.1
GRC;201406;278;840.8;12894;0;49;28.4;13.2;3.7;26.4;59.6
GRC;201407;204;840.0;8158;0;66;126.1;12.6;3.2;26.2;76.7
GRC;201408;214;839.8;10047;0;60;75.1;11.7;3.6;20.6;75.6
GRC;201409;173;841.4;9574;0;45;19.8;11.1;2.1;20.6;70.7
GRC;201410;118;841.3;8325;0;41;29.2;8.4;-3.2;18.7;67.3
GRC;201411;63;834.8;4876;3;51;89.7;4.2;-3.4;14.2;70.0
GRC;201412;39;838.7;3013;4;53;24.9;-1.4;-12.4;11.6;73.9
GRC;201501;52;836.9;3709;12;53;28.1;-2.1;-10.7;12.2;67.0
GRC;201502;95;833.2;5051;26;49;22.0;-3.5;-10.3;7.1;69.3
GRC;201503;154;838.7;8177;11;46;39.2;1.7;-8.6;11.8;61.7
GRC;201504;228;840.3;11241;0;42;20.1;5.7;-7.1;16.9;55.2
GRC;201505;237;839.3;10718;0;60;103.1;8.9;-1.9;22.6;68.0
GRC;201506;274;843.0;12824;0;51;39.3;13.8;4.0;26.1;62.8
GRC;201507;282;843.2;15560;0;36;33.1;17.7;6.3;30.4;56.6
GRC;201508;217;842.6;11814;0;47;74.6;14.8;6.1;27.2;69.8
GRC;201509;174;840.0;9500;0;49;24.8;8.8;0.8;19.8;73.6
GRC;201510;112;839.0;7368;1;54;32.3;5.6;-2.7;15.9;74.4
GRC;201511;69;842.7;6486;1;31;39.9;3.6;-9.2;17.5;60.4
GRC;201512;47;848.6;5367;1;24;1.1;3.0;-3.7;10.7;50.6
GRC;201601;51;835.2;3724;27;54;60.4;-1.9;-13.8;8.4;69.7
GRC;201602;81;833.2;3622;44;68;66.9;-1.3;-10.3;10.8;75.6
GRC;201603;175;832.8;9518;42;36;19.0;-0.6;-11.4;11.0;61.3
GRC;201604;202;834.2;8532;1;57;54.5;4.4;-5.4;17.0;65.4
GRC;201605;244;836.6;10570;1;55;60.1;7.2;-3.0;19.4;68.0
GRC;201606;244;839.6;9189;0;65;43.2;11.6;3.5;27.3;73.9
GRC;201607;271;843.6;13972;0;40;25.9;15.3;2.8;27.1;64.3
GRC;201608;242;844.8;13598;0;39;16.3;15.1;3.9;27.8;62.1
GRC;201609;175;843.4;10195;0;39;27.5;12.2;4.6;23.1;67.7
GRC;201610;108;840.9;7496;0;46;28.0;5.2;-3.1;14.8;70.3
GRC;201611;60;836.6;3834;4;51;30.2;1.0;-8.2;13.8;72.6
GRC;201612;48;847.2;5757;0;18;3.0;1.3;-5.1;11.3;47.7
GRC;201701;56;838.0;4815;13;40;18.8;-4.8;-15.3;5.0;64.4
GRC;201702;100;837.5;6312;11;47;13.2;0.2;-6.3;10.6;63.7
GRC;201703;153;838.7;8135;4;48;46.7;3.5;-7.7;15.7;67.5
GRC;201704;235;838.7;12669;0;36;16.8;4.7;-7.3;17.3;56.2
GRC;201705;265;840.0;13064;0;50;29.9;9.6;-3.4;23.4;62.7
GRC;201706;276;841.3;13304;0;45;50.6;15.4;2.5;27.3;61.5
GRC;201707;255;842.3;12133;0;47;40.5;15.1;5.8;25.8;62.3
GRC;201708;214;843.9;11399;0;45;99.5;15.4;1.9;26.5;65.2
GRC;201709;161;839.7;8180;0;50;10.2;8.3;-0.4;19.3;70.8
GRC;201710;120;844.2;8967;0;35;8.1;7.9;-1.4;19.7;59.8
GRC;201711;59;836.8;4081;1;45;22.9;0.0;-8.9;11.9;66.3
GRC;201712;40;836.1;3368;20;47;52.7;-3.9;-13.0;7.1;70.7
GRC;201801;47;836.7;3396;64;60;205.6;-0.8;-8.0;7.7;72.4
GRC;201802;93;830.2;4845;79;57;15.4;-5.9;-19.8;5.8;71.2
GRC;201803;144;825.5;5637;61;56;33.7;-1.0;-11.2;7.4;69.7
GRC;201804;238;837.3;12171;10;33;29.3;6.8;-4.4;18.7;54.9
GRC;201805;231;838.3;9124;0;59;83.5;9.8;-0.2;21.8;69.6
GRC;201806;292;840.5;13704;0;37;22.7;14.1;5.3;25.3;62.2
GRC;201807;275;841.8;14726;0;35;46.6;16.3;8.3;26.5;59.8
GRC;201808;225;843.4;12333;0;44;21.5;15.5;2.5;27.2;65.2
GRC;201809;181;844.7;11027;0;33;22.2;12.8;2.7;23.6;64.6
GRC;201810;116;840.1;8836;1;36;102.5;7.9;-1.6;18.9;63.3
GRC;201811;66;837.4;5127;0;42;36.4;2.7;-6.1;11.8;67.1
GRC;201812;39;840.6;3172;8;51;95.5;-0.8;-11.1;7.9;67.7