stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;tre200mx;ure200m0;rre150m0;tre200m0
MER;188907;-;-;-;-;-;-;-;-;176.1;16.4
MER;188908;-;-;-;-;-;-;-;-;108.9;15.8
MER;188909;-;-;-;-;-;-;-;-;93.8;11.8
MER;188910;-;-;-;-;-;-;-;-;182.5;7.8
MER;188911;-;-;-;-;-;-;-;-;75.2;1.7
MER;188912;-;-;-;-;-;-;-;-;41.0;-4.4
MER;189001;-;-;-;-;-;-;-;-;69.7;-0.1
MER;189002;-;-;-;-;-;-;-;-;4.1;-2.6
MER;189003;-;-;-;-;-;-;-;-;55.4;3.5
MER;189004;-;-;-;-;-;-;-;-;127.3;7.7
MER;189005;-;-;-;-;-;-;-;-;78.6;13.6
MER;189006;-;-;-;-;-;-;-;-;161.5;14.6
MER;189007;-;-;-;-;-;-;-;-;140.0;15.4
MER;189008;-;-;-;-;-;-;-;-;299.2;15.7
MER;189009;-;-;-;-;-;-;-;-;29.9;13.1
MER;189010;-;-;-;-;-;-;-;-;132.9;6.1
MER;189011;-;-;-;-;-;-;-;-;82.8;2.1
MER;189012;-;-;-;-;-;-;-;-;32.5;-4.8
MER;189101;-;-;-;-;-;-;-;-;48.2;-7.1
MER;189102;-;-;-;-;-;-;-;-;7.8;-3.7
MER;189103;-;-;-;-;-;-;-;-;81.2;3.4
MER;189104;-;-;-;-;-;-;-;-;94.9;5.9
MER;189105;-;-;-;-;-;-;-;-;114.1;12.2
MER;189106;-;-;-;-;-;-;-;-;129.8;15.6
MER;189107;-;-;-;-;-;-;-;-;273.9;15.8
MER;189108;-;-;-;-;-;-;-;-;136.2;15.2
MER;189109;-;-;-;-;-;-;-;-;77.3;13.6
MER;189110;-;-;-;-;-;-;-;-;88.2;9.3
MER;189111;-;-;-;-;-;-;-;-;77.5;2.7
MER;189112;-;-;-;-;-;-;-;-;172.0;-1.4
MER;189201;-;-;-;-;-;-;-;-;84.3;-1.7
MER;189202;-;-;-;-;-;-;-;-;115.1;1.7
MER;189203;-;-;-;-;-;-;-;-;29.8;1.8
MER;189204;-;-;-;-;-;-;-;-;86.7;7.8
MER;189205;-;-;-;-;-;-;-;-;57.0;12.7
MER;189206;-;-;-;-;-;-;-;-;145.5;15.6
MER;189207;-;-;-;-;-;-;-;-;172.6;16.5
MER;189208;-;-;-;-;-;-;-;-;159.4;17.4
MER;189209;-;-;-;-;-;-;-;-;130.5;13.1
MER;189210;-;-;-;-;-;-;-;-;88.4;8.7
MER;189211;-;-;-;-;-;-;-;-;32.3;4.6
MER;189212;-;-;-;-;-;-;-;-;67.2;-3.4
MER;189301;-;-;-;-;-;-;-;-;74.9;-6.4
MER;189302;-;-;-;-;-;-;-;-;114.0;1.3
MER;189303;-;-;-;-;-;-;-;-;29.2;5.1
MER;189304;-;-;-;-;-;-;-;-;5.3;11.7
MER;189305;-;-;-;-;-;-;-;-;112.7;12.5
MER;189306;-;-;-;-;-;-;-;-;155.6;15.4
MER;189307;-;-;-;-;-;-;-;-;246.1;16.7
MER;189308;-;-;-;-;-;-;-;-;84.8;17.5
MER;189309;-;-;-;-;-;-;-;-;128.6;13.5
MER;189310;-;-;-;-;-;-;-;-;78.1;9.9
MER;189311;-;-;-;-;-;-;-;-;91.1;2.2
MER;189312;-;-;-;-;-;-;-;-;30.9;-1.6
MER;189401;-;-;-;-;-;-;-;-;26.0;-3.0
MER;189402;-;-;-;-;-;-;-;-;90.9;-0.6
MER;189403;-;-;-;-;-;-;-;-;75.7;4.4
MER;189404;-;-;-;-;-;-;-;-;60.2;10.4
MER;189405;-;-;-;-;-;-;-;-;126.5;11.6
MER;189406;-;-;-;-;-;-;-;-;109.5;14.9
MER;189407;-;-;-;-;-;-;-;-;178.4;17.8
MER;189408;-;-;-;-;-;-;-;-;186.6;15.9
MER;189409;-;-;-;-;-;-;-;-;86.1;12.1
MER;189410;-;-;-;-;-;-;-;-;111.9;8.4
MER;189411;-;-;-;-;-;-;-;-;37.8;4.0
MER;189412;-;-;-;-;-;-;-;-;94.1;-2.7
MER;189501;-;-;-;-;-;-;-;-;83.9;-5.1
MER;189502;-;-;-;-;-;-;-;-;59.8;-6.7
MER;189503;-;-;-;-;-;-;-;-;121.1;2.2
MER;189504;-;-;-;-;-;-;-;-;76.9;9.0
MER;189505;-;-;-;-;-;-;-;-;103.1;12.3
MER;189506;-;-;-;-;-;-;-;-;123.3;15.9
MER;189507;-;-;-;-;-;-;-;-;110.1;18.0
MER;189508;-;-;-;-;-;-;-;-;156.8;16.2
MER;189509;-;-;-;-;-;-;-;-;12.6;16.2
MER;189510;-;-;-;-;-;-;-;-;150.9;7.2
MER;189511;-;-;-;-;-;-;-;-;67.7;5.2
MER;189512;-;-;-;-;-;-;-;-;183.7;-0.2
MER;189601;-;-;-;-;-;-;-;-;46.7;-4.7
MER;189602;-;-;-;-;-;-;-;-;39.8;-2.5
MER;189603;-;-;-;-;-;-;-;-;251.0;5.7
MER;189604;-;-;-;-;-;-;-;-;174.1;5.8
MER;189605;-;-;-;-;-;-;-;-;61.3;10.5
MER;189606;-;-;-;-;-;-;-;-;161.5;15.0
MER;189607;-;-;-;-;-;-;-;-;205.0;17.0
MER;189608;-;-;-;-;-;-;-;-;197.4;14.0
MER;189609;-;-;-;-;-;-;-;-;192.7;12.2
MER;189610;-;-;-;-;-;-;-;-;182.6;6.9
MER;189611;-;-;-;-;-;-;-;-;72.4;1.5
MER;189612;-;-;-;-;-;-;-;-;50.0;0.2
MER;189701;-;-;-;-;-;-;-;-;27.3;-0.9
MER;189702;-;-;-;-;-;-;-;-;197.8;2.8
MER;189703;-;-;-;-;-;-;-;-;86.6;6.5
MER;189704;-;-;-;-;-;-;-;-;93.6;7.7
MER;189705;-;-;-;-;-;-;-;-;116.5;10.6
MER;189706;-;-;-;-;-;-;-;-;99.9;16.4
MER;189707;-;-;-;-;-;-;-;-;137.8;17.6
MER;189708;-;-;-;-;-;-;-;-;227.8;16.2
MER;189709;-;-;-;-;-;-;-;-;258.2;11.9
MER;189710;-;-;-;-;-;-;-;-;24.1;6.8
MER;189711;-;-;-;-;-;-;-;-;37.7;2.1
MER;189712;-;-;-;-;-;-;-;-;61.8;-1.5
MER;189801;-;-;-;-;-;-;-;-;20.2;-1.0
MER;189802;-;-;-;-;-;-;-;-;217.7;0.0
MER;189803;-;-;-;-;-;-;-;-;76.4;2.7
MER;189804;-;-;-;-;-;-;-;-;102.5;8.3
MER;189805;-;-;-;-;-;-;-;-;135.7;11.2
MER;189806;-;-;-;-;-;-;-;-;211.6;13.8
MER;189807;-;-;-;-;-;-;-;-;194.4;15.6
MER;189808;-;-;-;-;-;-;-;-;82.3;17.7
MER;189809;-;-;-;-;-;-;-;-;58.4;15.0
MER;189810;-;-;-;-;-;-;-;-;124.9;9.8
MER;189811;-;-;-;-;-;-;-;-;120.3;5.0
MER;189812;-;-;-;-;-;-;-;-;82.9;-2.5
MER;189901;-;-;-;-;-;-;-;-;196.2;0.6
MER;189902;-;-;-;-;-;-;-;-;20.9;1.3
MER;189903;-;-;-;-;-;-;-;-;49.0;3.8
MER;189904;-;-;-;-;-;-;-;-;144.6;7.5
MER;189905;-;-;-;-;-;-;-;-;141.1;11.5
MER;189906;-;-;-;-;-;-;-;-;93.5;15.6
MER;189907;-;-;-;-;-;-;-;-;94.0;17.1
MER;189908;-;-;-;-;-;-;-;-;101.1;17.6
MER;189909;-;-;-;-;-;-;-;-;159.8;13.0
MER;189910;-;-;-;-;-;-;-;-;65.9;9.1
MER;189911;-;-;-;-;-;-;-;-;25.5;3.3
MER;189912;-;-;-;-;-;-;-;-;98.1;-2.3
MER;190001;-;-;-;-;-;-;-;-;151.4;0.0
MER;190002;-;-;-;-;-;-;-;-;107.6;2.6
MER;190003;-;-;-;-;-;-;-;-;76.0;0.9
MER;190004;-;-;-;-;-;-;-;-;101.2;7.0
MER;190005;-;-;-;-;-;-;-;-;128.3;11.4
MER;190006;-;-;-;-;-;-;-;-;86.3;16.3
MER;190007;-;-;-;-;-;-;-;-;232.2;17.7
MER;190008;-;-;-;-;-;-;-;-;120.9;15.7
MER;190009;-;-;-;-;-;-;-;-;34.9;15.2
MER;190010;-;-;-;-;-;-;-;-;80.3;8.5
MER;190011;-;-;-;-;-;-;-;-;77.3;4.7
MER;190012;-;-;-;-;-;-;-;-;123.5;0.1
MER;190101;-;-;-;-;-;-;-;-;93.5;-2.4
MER;190102;-;-;-;-;-;-;-;-;46.6;-5.0
MER;190103;-;-;-;-;-;-;-;-;104.1;2.4
MER;190104;-;-;-;-;-;-;-;-;233.2;8.2
MER;190105;-;-;-;-;-;-;-;-;57.2;12.2
MER;190106;-;-;-;-;-;-;-;-;173.9;15.7
MER;190107;-;-;-;-;-;-;-;-;161.1;17.5
MER;190108;-;-;-;-;-;-;-;-;203.4;15.9
MER;190109;-;-;-;-;-;-;-;-;181.9;14.3
MER;190110;-;-;-;-;-;-;-;-;104.0;8.2
MER;190111;-;-;-;-;-;-;-;-;36.2;0.8
MER;190112;-;-;-;-;-;-;-;-;91.7;-0.3
MER;190201;-;-;-;-;-;-;-;-;68.1;-1.1
MER;190202;-;-;-;-;-;-;-;-;74.8;-0.3
MER;190203;-;-;-;-;-;-;-;-;227.8;3.3
MER;190204;-;-;-;-;-;-;-;-;54.3;10.5
MER;190205;-;-;-;-;-;-;-;-;151.8;8.4
MER;190206;-;-;-;-;-;-;-;-;93.6;14.3
MER;190207;-;-;-;-;-;-;-;-;157.1;17.1
MER;190208;-;-;-;-;-;-;-;-;160.1;15.5
MER;190209;-;-;-;-;-;-;-;-;128.1;13.3
MER;190210;-;-;-;-;-;-;-;-;135.8;7.8
MER;190211;-;-;-;-;-;-;-;-;21.3;3.1
MER;190212;-;-;-;-;-;-;-;-;159.0;-1.2
MER;190301;-;-;-;-;-;-;-;-;43.8;-1.7
MER;190302;-;-;-;-;-;-;-;-;51.4;0.5
MER;190303;-;-;-;-;-;-;-;-;106.0;5.2
MER;190304;-;-;-;-;-;-;-;-;146.8;5.0
MER;190305;-;-;-;-;-;-;-;-;109.0;12.6
MER;190306;-;-;-;-;-;-;-;-;112.3;14.5
MER;190307;-;-;-;-;-;-;-;-;224.9;15.9
MER;190308;-;-;-;-;-;-;-;-;166.8;16.2
MER;190309;-;-;-;-;-;-;-;-;80.8;13.3
MER;190310;-;-;-;-;-;-;-;-;155.2;8.9
MER;190311;-;-;-;-;-;-;-;-;116.0;3.0
MER;190312;-;-;-;-;-;-;-;-;59.9;-1.1
MER;190401;-;-;-;-;-;-;-;-;60.4;-3.0
MER;190402;-;-;-;-;-;-;-;-;118.3;1.3
MER;190403;-;-;-;-;-;-;-;-;81.4;4.2
MER;190404;-;-;-;-;-;-;-;-;143.7;9.9
MER;190405;-;-;-;-;-;-;-;-;167.6;13.0
MER;190406;-;-;-;-;-;-;-;-;129.6;16.1
MER;190407;-;-;-;-;-;-;-;-;61.4;18.9
MER;190408;-;-;-;-;-;-;-;-;112.3;17.2
MER;190409;-;-;-;-;-;-;-;-;129.6;12.0
MER;190410;-;-;-;-;-;-;-;-;78.4;8.3
MER;190411;-;-;-;-;-;-;-;-;52.2;1.7
MER;190412;-;-;-;-;-;-;-;-;86.7;-1.0
MER;190501;-;-;-;-;-;-;-;-;93.6;-3.8
MER;190502;-;-;-;-;-;-;-;-;39.5;-1.2
MER;190503;-;-;-;-;-;-;-;-;115.1;4.4
MER;190504;-;-;-;-;-;-;-;-;146.8;8.6
MER;190505;-;-;-;-;-;-;-;-;125.0;11.0
MER;190506;-;-;-;-;-;-;-;-;104.6;16.2
MER;190507;-;-;-;-;-;-;-;-;149.1;19.2
MER;190508;-;-;-;-;-;-;-;-;252.4;16.5
MER;190509;-;-;-;-;-;-;-;-;158.8;13.9
MER;190510;-;-;-;-;-;-;-;-;149.7;4.2
MER;190511;-;-;-;-;-;-;-;-;125.6;3.8
MER;190512;-;-;-;-;-;-;-;-;45.1;-2.3
MER;190601;-;-;-;-;-;-;-;-;65.3;-1.2
MER;190602;-;-;-;-;-;-;-;-;92.1;-1.4
MER;190603;-;-;-;-;-;-;-;-;87.5;2.2
MER;190604;-;-;-;-;-;-;-;-;64.9;8.0
MER;190605;-;-;-;-;-;-;-;-;134.8;11.6
MER;190606;-;-;-;-;-;-;-;-;101.1;14.4
MER;190607;-;-;-;-;-;-;-;-;133.0;16.9
MER;190608;-;-;-;-;-;-;-;-;133.2;16.9
MER;190609;-;-;-;-;-;-;-;-;68.8;12.6
MER;190610;-;-;-;-;-;-;-;-;38.8;10.5
MER;190611;-;-;-;-;-;-;-;-;96.8;4.6
MER;190612;-;-;-;-;-;-;-;-;126.2;-3.7
MER;190701;-;-;-;-;-;-;-;-;142.7;-2.1
MER;190702;-;-;-;-;-;-;-;-;58.0;-3.4
MER;190703;-;-;-;-;-;-;-;-;123.5;1.8
MER;190704;-;-;-;-;-;-;-;-;90.8;6.8
MER;190705;-;-;-;-;-;-;-;-;84.8;13.3
MER;190706;-;-;-;-;-;-;-;-;102.4;15.3
MER;190707;-;-;-;-;-;-;-;-;178.8;15.4
MER;190708;-;-;-;-;-;-;-;-;116.7;17.2
MER;190709;-;-;-;-;-;-;-;-;42.0;14.3
MER;190710;-;-;-;-;-;-;-;-;124.0;10.7
MER;190711;-;-;-;-;-;-;-;-;19.2;4.6
MER;190712;-;-;-;-;-;-;-;-;111.2;0.7
MER;190801;-;-;-;-;-;-;-;-;56.1;-4.1
MER;190802;-;-;-;-;-;-;-;-;146.0;-0.3
MER;190803;-;-;-;-;-;-;-;-;50.3;2.7
MER;190804;-;-;-;-;-;-;-;-;91.6;6.5
MER;190805;-;-;-;-;-;-;-;-;152.8;13.9
MER;190806;-;-;-;-;-;-;-;-;60.0;17.3
MER;190807;-;-;-;-;-;-;-;-;253.9;16.4
MER;190808;-;-;-;-;-;-;-;-;120.8;15.6
MER;190809;-;-;-;-;-;-;-;-;148.8;12.7
MER;190810;-;-;-;-;-;-;-;-;14.1;8.6
MER;190811;-;-;-;-;-;-;-;-;87.9;1.9
MER;190812;-;-;-;-;-;-;-;-;57.6;-0.9
MER;190901;-;-;-;-;-;-;-;-;46.5;-4.1
MER;190902;-;-;-;-;-;-;-;-;28.4;-2.2
MER;190903;-;-;-;-;-;-;-;-;62.4;2.3
MER;190904;-;-;-;-;-;-;-;-;76.4;9.9
MER;190905;-;-;-;-;-;-;-;-;112.8;11.7
MER;190906;-;-;-;-;-;-;-;-;216.2;14.0
MER;190907;-;-;-;-;-;-;-;-;201.1;14.9
MER;190908;-;-;-;-;-;-;-;-;167.8;16.2
MER;190909;-;-;-;-;-;-;-;-;81.3;12.7
MER;190910;-;-;-;-;-;-;-;-;101.3;9.6
MER;190911;-;-;-;-;-;-;-;-;59.0;1.5
MER;190912;-;-;-;-;-;-;-;-;135.5;1.8
MER;191001;-;-;-;-;-;-;-;-;186.5;-1.0
MER;191002;-;-;-;-;-;-;-;-;126.7;0.9
MER;191003;-;-;-;-;-;-;-;-;19.5;4.6
MER;191004;-;-;-;-;-;-;-;-;117.6;7.9
MER;191005;-;-;-;-;-;-;-;-;113.4;11.3
MER;191006;-;-;-;-;-;-;-;-;198.8;15.5
MER;191007;-;-;-;-;-;-;-;-;164.9;15.0
MER;191008;-;-;-;-;-;-;-;-;251.4;15.5
MER;191009;-;-;-;-;-;-;-;-;159.1;11.2
MER;191010;-;-;-;-;-;-;-;-;94.8;9.5
MER;191011;-;-;-;-;-;-;-;-;174.7;2.6
MER;191012;-;-;-;-;-;-;-;-;96.2;3.4
MER;191101;-;-;-;-;-;-;-;-;25.9;-5.6
MER;191102;-;-;-;-;-;-;-;-;65.4;-0.8
MER;191103;-;-;-;-;-;-;-;-;130.2;5.0
MER;191104;-;-;-;-;-;-;-;-;67.1;7.4
MER;191105;-;-;-;-;-;-;-;-;89.4;12.5
MER;191106;-;-;-;-;-;-;-;-;202.6;14.7
MER;191107;-;-;-;-;-;-;-;-;48.2;19.1
MER;191108;-;-;-;-;-;-;-;-;99.0;19.1
MER;191109;-;-;-;-;-;-;-;-;115.7;15.2
MER;191110;-;-;-;-;-;-;-;-;98.9;8.7
MER;191111;-;-;-;-;-;-;-;-;64.0;4.8
MER;191112;-;-;-;-;-;-;-;-;109.7;1.9
MER;191201;-;-;-;-;-;-;-;-;90.8;1.2
MER;191202;-;-;-;-;-;-;-;-;63.3;4.1
MER;191203;-;-;-;-;-;-;-;-;86.8;6.6
MER;191204;-;-;-;-;-;-;-;-;46.8;7.3
MER;191205;-;-;-;-;-;-;-;-;166.6;12.9
MER;191206;-;-;-;-;-;-;-;-;220.5;15.2
MER;191207;-;-;-;-;-;-;-;-;145.0;15.9
MER;191208;-;-;-;-;-;-;-;-;190.5;13.9
MER;191209;-;-;-;-;-;-;-;-;85.2;8.9
MER;191210;-;-;-;-;-;-;-;-;137.3;7.0
MER;191211;-;-;-;-;-;-;-;-;83.3;0.6
MER;191212;-;-;-;-;-;-;-;-;66.5;-1.7
MER;191301;-;-;-;-;-;-;-;-;86.7;0.1
MER;191302;-;-;-;-;-;-;-;-;27.0;-0.2
MER;191303;-;-;-;-;-;-;-;-;62.3;6.4
MER;191304;-;-;-;-;-;-;-;-;85.8;7.8
MER;191305;-;-;-;-;-;-;-;-;128.6;11.9
MER;191306;-;-;-;-;-;-;-;-;220.7;14.7
MER;191307;-;-;-;-;-;-;-;-;210.5;14.0
MER;191308;-;-;-;-;-;-;-;-;159.8;15.6
MER;191309;-;-;-;-;-;-;-;-;124.1;12.6
MER;191310;-;-;-;-;-;-;-;-;22.0;11.0
MER;191311;-;-;-;-;-;-;-;-;112.6;5.6
MER;191312;-;-;-;-;-;-;-;-;116.9;-1.0
MER;191401;-;-;-;-;-;-;-;-;154.4;-5.7
MER;191402;-;-;-;-;-;-;-;-;65.4;1.3
MER;191403;-;-;-;-;-;-;-;-;226.2;4.1
MER;191404;-;-;-;-;-;-;-;-;57.4;10.3
MER;191405;-;-;-;-;-;-;-;-;157.2;10.7
MER;191406;-;-;-;-;-;-;-;-;144.6;13.7
MER;191407;-;-;-;-;-;-;-;-;215.4;15.3
MER;191408;-;-;-;-;-;-;-;-;180.5;16.0
MER;191409;-;-;-;-;-;-;-;-;68.8;12.6
MER;191410;-;-;-;-;-;-;-;-;116.9;8.4
MER;191411;-;-;-;-;-;-;-;-;77.2;2.2
MER;191412;-;-;-;-;-;-;-;-;39.3;1.8
MER;191501;-;-;-;-;-;-;-;-;120.9;-0.7
MER;191502;-;-;-;-;-;-;-;-;54.4;-0.4
MER;191503;-;-;-;-;-;-;-;-;119.3;2.7
MER;191504;-;-;-;-;-;-;-;-;82.5;6.6
MER;191505;-;-;-;-;-;-;-;-;70.0;14.4
MER;191506;-;-;-;-;-;-;-;-;95.6;16.8
MER;191507;-;-;-;-;-;-;-;-;194.5;15.5
MER;191508;-;-;-;-;-;-;-;-;125.8;15.0
MER;191509;-;-;-;-;-;-;-;-;166.3;11.7
MER;191510;-;-;-;-;-;-;-;-;31.0;6.4
MER;191511;-;-;-;-;-;-;-;-;51.5;0.7
MER;191512;-;-;-;-;-;-;-;-;87.5;2.5
MER;191601;-;-;-;-;-;-;-;-;86.9;0.4
MER;191602;-;-;-;-;-;-;-;-;134.3;1.6
MER;191603;-;-;-;-;-;-;-;-;92.9;4.9
MER;191604;-;-;-;-;-;-;-;-;171.3;8.0
MER;191605;-;-;-;-;-;-;-;-;91.5;13.0
MER;191606;-;-;-;-;-;-;-;-;197.5;12.9
MER;191607;-;-;-;-;-;-;-;-;115.9;15.7
MER;191608;-;-;-;-;-;-;-;-;117.8;15.6
MER;191609;-;-;-;-;-;-;-;-;127.4;11.3
MER;191610;-;-;-;-;-;-;-;-;142.2;8.2
MER;191611;-;-;-;-;-;-;-;-;99.0;3.8
MER;191612;-;-;-;-;-;-;-;-;149.9;0.2
MER;191701;-;-;-;-;-;-;-;-;63.3;-2.6
MER;191702;-;-;-;-;-;-;-;-;10.5;-2.5
MER;191703;-;-;-;-;-;-;-;-;70.5;2.0
MER;191704;-;-;-;-;-;-;-;-;115.1;4.9
MER;191705;-;-;-;-;-;-;-;-;35.6;15.6
MER;191706;-;-;-;-;-;-;-;-;107.9;16.7
MER;191707;-;-;-;-;-;-;-;-;211.5;16.1
MER;191708;-;-;-;-;-;-;-;-;188.4;15.4
MER;191709;-;-;-;-;-;-;-;-;50.3;14.7
MER;191710;-;-;-;-;-;-;-;-;234.0;6.6
MER;191711;-;-;-;-;-;-;-;-;104.3;1.8
MER;191712;-;-;-;-;-;-;-;-;43.2;-3.6
MER;191801;-;-;-;-;-;-;-;-;58.2;-0.7
MER;191802;-;-;-;-;-;-;-;-;31.0;0.2
MER;191803;-;-;-;-;-;-;-;-;82.6;3.6
MER;191804;-;-;-;-;-;-;-;-;80.7;8.8
MER;191805;-;-;-;-;-;-;-;-;43.0;13.6
MER;191806;-;-;-;-;-;-;-;-;233.4;13.2
MER;191807;-;-;-;-;-;-;-;-;70.2;16.7
MER;191808;-;-;-;-;-;-;-;-;160.2;15.9
MER;191809;-;-;-;-;-;-;-;-;170.2;12.8
MER;191810;-;-;-;-;-;-;-;-;70.2;7.2
MER;191811;-;-;-;-;-;-;-;-;60.8;3.2
MER;191812;-;-;-;-;-;-;-;-;303.7;1.1
MER;191901;-;-;-;-;-;-;-;-;102.3;0.0
MER;191902;-;-;-;-;-;-;-;-;70.3;-0.7
MER;191903;-;-;-;-;-;-;-;-;128.8;4.2
MER;191904;-;-;-;-;-;-;-;-;159.4;5.4
MER;191905;-;-;-;-;-;-;-;-;68.6;11.8
MER;191906;-;-;-;-;-;-;-;-;138.0;14.9
MER;191907;-;-;-;-;-;-;-;-;202.5;13.6
MER;191908;-;-;-;-;-;-;-;-;40.3;17.5
MER;191909;-;-;-;-;-;-;-;-;69.3;14.8
MER;191910;-;-;-;-;-;-;-;-;130.8;5.0
MER;191911;-;-;-;-;-;-;-;-;124.5;1.6
MER;191912;-;-;-;-;-;-;-;-;256.1;-0.7
MER;192001;-;-;-;-;-;-;-;-;133.9;1.1
MER;192002;-;-;-;-;-;-;-;-;22.0;2.9
MER;192003;-;-;-;-;-;-;-;-;55.7;6.8
MER;192004;-;-;-;-;-;-;-;-;90.4;9.2
MER;192005;-;-;-;-;-;-;-;-;112.3;14.8
MER;192006;-;-;-;-;-;-;-;-;131.9;14.4
MER;192007;-;-;-;-;-;-;-;-;163.4;16.1
MER;192008;-;-;-;-;-;-;-;-;81.5;14.8
MER;192009;-;-;-;-;-;-;-;-;121.2;13.3
MER;192010;-;-;-;-;-;-;-;-;6.7;8.9
MER;192011;-;-;-;-;-;-;-;-;1.5;3.2
MER;192012;-;-;-;-;-;-;-;-;51.8;-1.4
MER;192101;-;-;-;-;-;-;-;-;83.1;1.5
MER;192102;-;-;-;-;-;-;-;-;18.9;0.2
MER;192103;-;-;-;-;-;-;-;-;57.8;5.7
MER;192104;-;-;-;-;-;-;-;-;74.6;7.2
MER;192105;-;-;-;-;-;-;-;-;69.6;13.3
MER;192106;-;-;-;-;-;-;-;-;162.9;15.4
MER;192107;-;-;-;-;-;-;-;-;59.6;18.4
MER;192108;-;-;-;-;-;-;-;-;136.4;16.5
MER;192109;-;-;-;-;-;-;-;-;69.6;14.6
MER;192110;-;-;-;-;-;-;-;-;42.2;10.4
MER;192111;-;-;-;-;-;-;-;-;126.2;-0.1
MER;192112;-;-;-;-;-;-;-;-;69.2;-0.5
MER;192201;-;-;-;-;-;-;-;-;226.2;-2.1
MER;192202;-;-;-;-;-;-;-;-;96.5;-0.4
MER;192203;-;-;-;-;-;-;-;-;89.5;4.8
MER;192204;-;-;-;-;-;-;-;-;215.6;6.2
MER;192205;-;-;-;-;-;-;-;-;36.4;14.0
MER;192206;-;-;-;-;-;-;-;-;154.4;15.5
MER;192207;-;-;-;-;-;-;-;-;205.7;15.3
MER;192208;-;-;-;-;-;-;-;-;167.3;16.2
MER;192209;-;-;-;-;-;-;-;-;177.3;10.8
MER;192210;-;-;-;-;-;-;-;-;121.2;7.1
MER;192211;-;-;-;-;-;-;-;-;136.0;1.1
MER;192212;-;-;-;-;-;-;-;-;149.1;-1.6
MER;192301;-;-;-;-;-;-;-;-;80.7;-2.4
MER;192302;-;-;-;-;-;-;-;-;96.7;1.6
MER;192303;-;-;-;-;-;-;-;-;38.0;4.8
MER;192304;-;-;-;-;-;-;-;-;73.0;8.6
MER;192305;-;-;-;-;-;-;-;-;165.0;12.1
MER;192306;-;-;-;-;-;-;-;-;121.8;11.8
MER;192307;-;-;-;-;-;-;-;-;113.7;18.7
MER;192308;-;-;-;-;-;-;-;-;99.2;17.1
MER;192309;-;-;-;-;-;-;-;-;77.0;13.0
MER;192310;-;-;-;-;-;-;-;-;122.4;10.1
MER;192311;-;-;-;-;-;-;-;-;99.5;3.3
MER;192312;-;-;-;-;-;-;-;-;226.6;-0.2
MER;192401;-;-;-;-;-;-;-;-;57.1;-3.2
MER;192402;-;-;-;-;-;-;-;-;47.6;-2.4
MER;192403;-;-;-;-;-;-;-;-;29.7;3.4
MER;192404;-;-;-;-;-;-;-;-;113.8;8.4
MER;192405;-;-;-;-;-;-;-;-;121.8;13.0
MER;192406;-;-;-;-;-;-;-;-;242.4;14.7
MER;192407;-;-;-;-;-;-;-;-;152.1;16.5
MER;192408;-;-;-;-;-;-;-;-;210.7;13.3
MER;192409;-;-;-;-;-;-;-;-;91.6;13.2
MER;192410;-;-;-;-;-;-;-;-;90.3;8.6
MER;192411;-;-;-;-;-;-;-;-;33.5;3.6
MER;192412;-;-;-;-;-;-;-;-;53.3;-1.5
MER;192501;-;-;-;-;-;-;-;-;33.5;-0.4
MER;192502;-;-;-;-;-;-;-;-;77.6;2.3
MER;192503;-;-;-;-;-;-;-;-;52.4;1.2
MER;192504;-;-;-;-;-;-;-;-;106.1;8.3
MER;192505;-;-;-;-;-;-;-;-;73.7;12.6
MER;192506;-;-;-;-;-;-;-;-;114.7;15.5
MER;192507;-;-;-;-;-;-;-;-;118.2;16.2
MER;192508;-;-;-;-;-;-;-;-;182.7;15.5
MER;192509;-;-;-;-;-;-;-;-;133.9;10.9
MER;192510;-;-;-;-;-;-;-;-;34.6;8.9
MER;192511;-;-;-;-;-;-;-;-;95.6;1.8
MER;192512;-;-;-;-;-;-;-;-;134.5;-1.4
MER;192601;-;-;-;-;-;-;-;-;95.1;-1.0
MER;192602;-;-;-;-;-;-;-;-;62.3;5.1
MER;192603;-;-;-;-;-;-;-;-;96.7;5.3
MER;192604;-;-;-;-;-;-;-;-;76.1;9.7
MER;192605;-;-;-;-;-;-;-;-;209.9;10.6
MER;192606;-;-;-;-;-;-;-;-;261.5;12.3
MER;192607;-;-;-;-;-;-;-;-;171.2;15.5
MER;192608;-;-;-;-;-;-;-;-;99.3;16.0
MER;192609;-;-;-;-;-;-;-;-;55.2;15.3
MER;192610;-;-;-;-;-;-;-;-;107.0;9.7
MER;192611;-;-;-;-;-;-;-;-;62.0;7.0
MER;192612;-;-;-;-;-;-;-;-;102.0;-2.3
MER;192701;-;-;-;-;-;-;-;-;105.6;-1.3
MER;192702;-;-;-;-;-;-;-;-;86.1;-0.8
MER;192703;-;-;-;-;-;-;-;-;176.0;5.2
MER;192704;-;-;-;-;-;-;-;-;150.1;8.3
MER;192705;-;-;-;-;-;-;-;-;64.0;13.8
