stn;time;gre000m0;sre000m0;hto000m0;nto000m0;prestam0;tre200mn;tre200mx;ure200m0;rre150m0;tre200m0
MER;199110;-;-;0;53;943.2;-2.3;23.0;81.4;51.1;8.1
MER;199111;-;-;0;65;941.8;-5.0;16.0;85.0;91.8;3.2
MER;199112;-;-;0;43;953.0;-8.0;8.5;81.3;157.5;-1.3
MER;199201;-;-;3;55;957.5;-11.0;12.9;86.2;16.6;-2.8
MER;199202;-;-;6;51;955.2;-13.0;11.0;83.6;114.7;0.0
MER;199203;-;-;0;74;946.9;-3.0;18.0;75.6;110.2;5.4
MER;199204;-;-;0;63;944.0;-2.4;26.0;70.6;85.7;8.4
MER;199205;-;-;0;53;948.4;2.0;27.8;65.0;38.8;14.9
MER;199206;-;-;0;66;944.3;5.1;28.4;74.0;143.3;15.5
MER;199207;-;-;0;64;949.2;10.0;30.5;77.4;80.7;18.4
MER;199208;-;-;0;48;948.3;10.0;33.4;74.4;174.0;19.3
MER;199209;-;-;0;54;950.8;3.5;27.0;77.7;84.1;14.2
MER;199210;-;-;0;84;940.3;-3.0;17.0;83.9;118.8;8.0
MER;199211;-;-;0;74;949.8;-2.5;14.5;89.2;241.7;4.8
MER;199212;-;-;0;60;948.7;-9.0;13.5;85.8;70.4;0.1
MER;199301;-;-;0;51;956.4;-11.5;15.5;82.3;57.4;0.8
MER;199302;-;-;5;48;955.7;-13.2;10.0;80.8;31.2;-1.2
MER;199303;-;-;5;55;950.4;-6.5;20.0;71.8;37.5;3.7
MER;199304;-;-;0;66;942.7;-3.5;23.0;67.9;120.5;10.5
MER;199305;-;-;0;63;944.7;2.0;28.6;70.8;108.4;14.8
MER;199306;-;-;0;65;948.0;8.2;29.0;74.5;159.0;16.4
MER;199307;-;-;0;66;949.6;7.6;31.6;76.8;194.9;16.4
MER;199308;-;-;0;54;949.8;5.3;29.5;77.1;103.4;17.5
MER;199309;-;-;0;69;944.3;3.2;25.2;81.9;157.4;12.9
MER;199310;-;-;0;78;944.6;-1.0;22.2;81.8;115.0;8.3
MER;199311;-;-;0;70;948.3;-7.1;14.8;83.0;62.7;2.3
MER;199312;-;-;3;79;944.7;-9.6;13.6;85.5;135.0;1.7
MER;199401;-;-;1;70;946.7;-9.4;13.4;80.8;144.5;1.5
MER;199402;-;-;0;75;943.7;-8.0;16.3;72.8;31.4;3.0
MER;199403;-;-;0;69;951.0;-1.0;22.1;73.2;63.5;8.8
MER;199404;-;-;0;78;942.6;-2.5;24.0;75.6;96.1;7.2
MER;199405;-;-;0;70;944.3;4.0;23.2;77.2;216.1;13.4
MER;199406;-;-;0;66;950.2;3.6;29.8;70.7;106.3;16.5
MER;199407;-;-;0;58;949.1;11.6;32.5;72.5;166.5;20.2
MER;199408;-;-;0;59;947.7;9.6;31.2;80.2;204.6;18.2
MER;199409;-;-;0;76;946.5;3.2;27.5;82.9;102.2;13.8
MER;199410;-;-;0;60;947.5;0.5;20.6;81.4;52.1;9.4
MER;199411;-;-;0;76;951.1;-2.1;21.5;87.2;46.0;7.3
MER;199412;-;-;1;76;952.3;-5.3;9.8;89.5;121.8;1.2
MER;199501;-;-;9;69;948.2;-13.0;9.5;84.5;204.5;-1.4
MER;199502;-;-;0;75;947.6;-3.1;15.4;84.6;124.7;3.8
MER;199503;-;-;1;68;946.0;-7.2;17.2;75.3;150.2;2.9
MER;199504;-;-;0;76;946.2;0.4;21.6;74.4;96.7;9.0
MER;199505;-;-;0;69;946.4;0.3;26.3;71.2;145.4;13.1
MER;199506;-;-;0;69;947.4;4.6;29.5;77.4;117.7;14.6
MER;199507;-;-;0;60;947.9;11.6;32.5;75.0;147.9;20.0
MER;199508;-;-;0;75;948.4;4.5;29.2;81.0;202.1;16.9
MER;199509;-;-;0;76;945.6;1.3;23.5;83.6;134.8;11.8
MER;199510;-;-;0;48;953.5;2.2;20.7;82.3;2.9;11.5
MER;199511;-;-;0;63;948.4;-5.6;20.5;77.3;71.6;4.5
MER;199512;-;-;2;76;944.4;-10.2;14.2;85.0;149.3;0.1
MER;199601;-;-;1;65;943.4;-11.0;15.0;86.8;3.1;0.2
MER;199602;-;-;5;64;943.0;-12.5;10.5;80.7;57.0;-0.5
MER;199603;-;-;0;56;945.0;-9.5;19.0;75.2;49.8;3.2
MER;199604;-;-;0;73;946.2;-2.5;21.5;71.8;53.6;9.2
MER;199605;-;-;0;66;944.5;-0.5;27.0;77.5;186.1;12.3
MER;199606;-;-;0;56;951.3;5.0;29.5;76.0;69.1;16.1
MER;199607;-;-;0;58;950.0;5.5;27.5;81.1;170.1;16.0
MER;199608;-;-;0;69;948.4;5.5;26.5;85.6;195.4;15.7
MER;199609;-;-;0;65;946.4;1.5;20.5;83.9;62.5;10.6
MER;199610;-;-;0;65;949.8;-2.5;22.5;84.8;146.4;8.5
MER;199611;-;-;4;71;944.2;-9.0;18.5;85.1;169.8;3.8
MER;199612;-;-;2;76;943.0;-11.2;12.2;89.2;57.4;-0.6
MER;199701;-;-;2;60;950.5;-11.5;5.0;89.3;36.8;-1.7
MER;199702;-;-;0;48;954.6;-8.0;15.0;80.9;71.8;1.8
MER;199703;-;-;0;50;954.9;-3.0;17.0;77.1;56.7;6.2
MER;199704;-;-;0;49;949.0;-5.0;20.0;71.7;93.9;7.2
MER;199705;-;-;0;53;946.4;0.0;26.5;72.5;97.9;12.6
MER;199706;-;-;0;78;943.5;7.0;27.5;80.4;181.6;15.3
MER;199707;-;-;0;64;949.9;8.5;26.5;82.6;256.4;15.6
MER;199708;-;-;0;54;949.8;6.5;29.5;81.4;98.2;17.8
MER;199709;-;-;0;35;952.6;5.0;26.5;84.9;77.8;14.3
MER;199710;-;-;0;53;948.7;-5.0;21.5;86.1;87.1;8.4
MER;199711;-;-;0;50;941.4;-5.0;22.5;85.1;37.6;4.0
MER;199712;-;-;0;68;945.1;-8.0;16.8;83.1;132.8;2.4
MER;199801;-;-;6;51;949.5;-12.5;16.8;84.2;68.9;0.0
MER;199802;-;-;5;26;956.3;-10.5;18.5;81.0;24.8;1.2
MER;199803;-;-;0;66;953.0;-7.0;20.5;73.5;48.0;4.8
MER;199804;-;-;0;71;938.1;-2.0;21.5;72.9;124.9;8.4
MER;199805;-;-;0;50;946.1;4.0;28.0;73.1;70.3;13.6
MER;199806;-;-;0;59;949.4;4.3;30.0;76.4;245.9;16.6
MER;199807;-;-;0;60;947.4;7.0;30.5;79.2;131.7;17.8
MER;199808;-;-;0;55;950.2;5.5;32.5;79.0;102.7;17.7
MER;199809;-;-;0;68;945.0;4.5;25.0;82.8;167.7;13.1
MER;199810;-;-;0;75;948.1;0.5;18.0;86.9;136.0;8.8
MER;199811;-;-;1;65;949.1;-8.5;12.5;85.4;121.8;1.3
MER;199812;-;-;11;60;953.0;-13.0;12.0;86.3;37.5;-1.4
MER;199901;-;-;9;46;948.4;-10.0;12.0;86.2;166.3;-0.4
MER;199902;-;-;53;75;948.0;-14.0;9.0;84.8;276.9;-1.8
MER;199903;-;-;21;60;944.0;-7.0;15.5;76.5;108.5;4.2
MER;199904;-;-;0;71;945.6;0.0;21.5;78.2;147.5;8.0
MER;199905;-;-;0;62;947.2;6.0;30.0;77.3;207.9;14.7
MER;199906;-;-;0;66;949.7;4.0;29.5;79.7;192.0;14.9
MER;199907;-;-;0;55;948.4;10.0;30.5;78.4;72.1;18.1
MER;199908;-;-;0;70;946.8;9.0;28.5;84.8;144.4;17.3
MER;199909;-;-;0;56;945.9;9.0;25.6;82.0;130.7;15.8
MER;199910;-;-;0;62;949.0;0.0;21.5;82.8;51.7;9.7
MER;199911;-;-;9;60;951.4;-11.0;15.0;88.9;88.8;1.2
MER;199912;-;-;9;62;946.4;-11.5;11.5;89.4;185.4;-1.1
MER;200001;-;-;23;48;955.4;-15.5;7.0;89.4;60.0;-3.4
MER;200002;-;-;6;65;954.3;-7.0;14.5;85.5;127.7;1.6
MER;200003;-;-;0;68;951.5;-5.0;16.5;78.4;112.7;5.2
MER;200004;-;-;0;61;939.6;-1.5;22.5;68.2;61.4;9.6
MER;200005;-;-;0;65;947.6;4.0;26.5;77.8;93.8;14.4
MER;200006;-;-;0;52;951.4;5.5;29.5;75.9;104.0;17.1
MER;200007;-;-;0;69;946.5;5.0;30.5;84.1;210.6;15.6
MER;200008;-;-;0;51;950.3;10.0;31.5;82.5;176.5;17.7
MER;200009;-;-;0;46;947.4;4.0;24.0;81.6;128.3;14.3
MER;200010;-;-;0;70;947.4;0.0;19.0;87.3;110.7;9.6
MER;200011;-;-;1;57;941.2;-5.5;18.5;81.3;96.8;5.0
MER;200012;-;-;0;62;944.4;-7.5;17.0;85.9;23.6;2.5
MER;200101;-;-;3;66;944.4;-10.0;13.5;82.6;68.4;0.8
MER;200102;-;-;1;62;948.9;-7.0;15.5;73.1;45.1;3.0
MER;200103;-;-;0;82;939.1;-6.5;19.5;80.0;188.9;7.4
MER;200104;-;-;2;80;945.1;-2.5;20.0;79.5;211.3;6.2
MER;200105;-;-;0;56;946.6;5.0;28.5;72.7;84.3;15.0
MER;200106;-;-;0;51;949.2;3.0;29.0;76.0;236.6;15.1
MER;200107;-;-;0;50;948.0;8.5;29.5;77.8;140.1;17.6
MER;200108;-;-;0;49;949.8;7.5;31.5;79.4;132.0;18.2
MER;200109;-;-;0;79;947.0;2.0;21.0;86.9;145.2;11.0
MER;200110;-;-;0;32;951.3;1.5;23.5;83.5;46.9;11.6
MER;200111;-;-;2;72;952.2;-8.0;12.5;87.6;85.8;2.2
MER;200112;-;-;3;64;952.5;-14.0;11.0;86.0;88.8;-1.9
MER;200201;-;-;4;34;956.6;-12.5;11.0;89.5;34.5;-2.9
MER;200202;-;-;1;70;948.8;-8.5;16.5;84.1;88.8;3.6
MER;200203;-;-;0;54;948.5;-3.5;19.0;72.8;98.9;6.6
MER;200204;-;-;0;61;944.8;-0.5;21.0;74.8;82.3;9.1
MER;200205;-;-;0;60;945.9;2.5;27.0;79.4;205.6;12.3
MER;200206;-;-;0;52;948.6;8.0;32.0;79.0;175.1;18.0
MER;200207;-;-;0;57;947.7;7.5;28.0;82.0;186.5;17.1
MER;200208;-;-;0;64;947.5;9.5;28.6;83.5;203.4;16.8
MER;200209;-;-;0;64;949.0;1.4;23.5;85.6;218.6;12.4
MER;200210;-;-;0;56;946.6;-1.0;21.5;84.7;141.1;9.0
MER;200211;-;-;0;74;942.9;-2.0;17.0;89.2;337.4;5.5
MER;200212;-;-;0;81;946.8;-6.5;15.5;88.4;103.9;2.8
MER;200301;-;-;3;70;946.9;-10.0;15.0;84.6;83.6;-1.2
MER;200302;-;-;33;40;949.8;-14.5;12.0;81.0;56.3;-2.6
MER;200303;-;-;2;41;953.1;-3.0;18.0;73.6;27.7;6.0
MER;200304;-;-;0;51;946.0;-6.0;22.0;71.1;77.2;8.8
MER;200305;-;-;0;65;949.7;2.0;27.5;77.9;95.9;13.8
MER;200306;-;-;0;42;949.2;9.5;31.8;76.1;156.5;20.3
MER;200307;-;-;0;53;949.6;10.5;33.0;79.0;129.4;18.7
MER;200308;-;-;0;36;950.4;10.5;34.5;74.9;97.2;20.5
MER;200309;-;-;0;44;951.8;4.0;25.0;81.2;76.9;13.5
MER;200310;-;-;0;58;944.4;-5.5;20.0;84.5;148.5;6.8
MER;200311;-;-;0;47;948.2;-3.0;19.5;85.0;65.6;5.0
MER;200312;-;-;7;47;949.3;-15.0;18.0;83.0;70.5;0.4
MER;200401;-;-;6;84;943.3;-12.0;12.0;85.2;166.8;0.1
MER;200402;-;-;6;48;949.9;-11.0;14.5;79.1;29.0;0.4
MER;200403;-;-;1;58;950.5;-6.5;20.5;76.2;58.9;3.8
MER;200404;-;-;0;56;943.5;-2.0;22.0;70.4;72.3;9.0
MER;200405;-;-;0;57;945.9;0.0;26.0;74.7;152.4;11.4
MER;200406;-;-;0;64;950.2;7.0;29.0;77.1;217.7;15.6
MER;200407;-;-;0;56;949.6;6.0;29.5;74.9;115.4;17.5
MER;200408;-;-;0;59;947.5;7.5;29.0;80.7;220.8;17.3
MER;200409;-;-;0;54;952.4;4.0;26.0;82.0;94.8;14.3
MER;200410;-;-;0;63;945.0;1.5;22.0;86.2;65.4;11.0
MER;200411;-;-;0;66;951.3;-6.5;14.0;85.2;36.6;3.2
MER;200412;-;-;3;56;950.1;-10.0;11.0;87.6;45.4;-1.4
MER;200501;-;-;9;52;954.1;-15.0;9.0;85.1;96.4;-2.7
MER;200502;-;-;27;62;947.5;-13.5;7.0;78.1;62.6;-2.9
MER;200503;-;-;16;49;947.6;-16.5;17.5;75.7;33.0;3.2
MER;200504;-;-;0;62;945.3;0.0;25.5;72.8;92.2;8.9
MER;200505;-;-;0;59;948.6;1.5;29.5;74.2;147.2;13.4
MER;200506;-;-;0;48;950.3;4.0;32.0;70.8;110.1;17.5
MER;200507;-;-;0;64;948.7;8.0;31.0;76.9;108.0;17.4
MER;200508;-;-;0;68;949.5;6.5;27.0;81.0;387.7;15.2
MER;200509;-;-;0;57;950.2;5.0;27.0;77.8;64.4;15.0
MER;200510;-;-;0;37;951.1;1.5;19.5;82.2;61.2;9.6
MER;200511;-;-;3;61;948.5;-13.0;16.5;81.2;40.7;3.3
MER;200512;-;-;9;68;948.1;-15.0;11.0;83.6;82.5;-2.0
MER;200601;-;-;6;54;952.1;-14.5;12.5;83.7;31.2;-3.1
MER;200602;-;-;3;71;944.6;-11.0;11.5;79.1;65.7;-0.1
MER;200603;-;-;3;66;942.5;-11.0;20.5;77.7;133.9;2.5
MER;200604;-;-;0;67;946.1;-3.5;22.0;76.3;134.0;8.2
MER;200605;-;-;0;67;948.8;0.5;24.0;76.7;263.8;12.5
MER;200606;-;-;0;48;951.6;3.0;32.0;69.5;115.5;17.1
MER;200607;-;-;0;43;951.8;12.0;31.0;74.0;104.2;20.5
MER;200608;-;-;0;75;946.7;4.5;26.5;80.5;226.1;14.2
MER;200609;-;-;0;53;948.6;4.5;26.0;77.5;120.9;16.0
MER;200610;-;-;0;49;948.1;3.0;23.0;80.5;50.9;11.8
MER;200611;-;-;0;45;951.5;-4.0;19.0;76.2;61.3;6.6
MER;200612;-;-;5;50;955.8;-8.0;17.0;85.7;66.8;-0.1
MER;200701;-;-;2;68;952.8;-8.5;14.5;85.8;73.1;1.4
MER;200702;-;-;1;49;944.6;-5.0;13.0;78.0;77.4;3.2
MER;200703;-;-;4;51;946.5;-4.0;16.2;73.8;143.3;5.0
MER;200704;-;-;0;31;949.0;0.5;26.5;65.8;29.0;13.0
MER;200705;-;-;0;65;944.3;0.5;26.5;72.2;247.5;13.7
MER;200706;-;-;0;65;945.9;6.5;29.0;77.4;178.4;16.5
MER;200707;-;-;0;56;948.3;8.0;32.5;73.3;235.3;17.1
MER;200708;-;-;0;63;947.8;8.0;29.5;79.6;252.4;16.2
MER;200709;-;-;0;50;951.1;3.5;23.5;76.5;78.0;12.7
MER;200710;-;-;0;57;952.5;-0.5;22.0;77.9;49.8;9.0
MER;200711;-;-;3;64;950.1;-10.5;16.0;80.7;105.3;2.8
MER;200712;-;-;1;56;953.7;-9.0;10.0;84.2;121.6;-1.0
MER;200801;-;-;2;45;951.6;-9.5;14.0;76.7;57.1;1.9
MER;200802;-;-;0;34;956.4;-6.0;14.0;76.6;46.3;2.5
MER;200803;-;-;5;79;940.6;-9.0;17.5;74.5;120.2;4.0
MER;200804;-;-;0;75;942.2;-2.0;19.5;74.9;165.8;7.6
MER;200805;-;-;0;64;944.7;4.0;27.5;63.1;18.4;15.3
MER;200806;-;-;0;73;948.3;7.5;30.5;76.5;156.5;16.7
MER;200807;-;-;0;64;948.6;6.5;28.5;75.0;168.7;17.3
MER;200808;-;-;0;64;948.0;7.5;28.0;77.5;211.5;17.0
MER;200809;-;-;0;71;948.8;2.0;27.5;78.3;144.8;12.5
MER;200810;-;-;2;65;949.8;-2.5;20.0;82.2;144.1;9.1
MER;200811;-;-;5;64;946.0;-9.5;19.4;79.7;93.3;4.0
MER;200812;-;-;5;72;947.7;-8.0;11.0;83.3;80.8;-0.1
MER;200901;-;-;5;62;944.4;-13.0;10.0;82.6;45.1;-3.2
MER;200902;-;-;16;77;944.5;-10.0;12.0;76.8;142.1;0.4
MER;200903;-;-;9;76;946.0;-5.0;14.5;75.9;136.7;3.1
MER;200904;-;-;0;57;944.0;2.0;22.5;63.8;56.3;11.0
MER;200905;-;-;0;62;950.2;1.5;32.5;67.9;82.7;15.1
MER;200906;-;-;0;70;947.8;7.5;29.0;72.7;193.1;15.8
MER;200907;-;-;0;67;949.2;9.0;28.0;68.8;247.6;17.5
MER;200908;-;-;0;54;950.6;7.0;32.0;71.7;146.8;18.3
MER;200909;-;-;0;61;951.1;6.0;27.5;73.0;73.5;15.0
MER;200910;-;-;0;64;949.3;-2.5;24.0;74.8;75.2;9.0
MER;200911;-;-;0;70;944.2;-2.0;18.0;79.8;114.0;6.1
MER;200912;-;-;8;80;939.7;-11.5;15.0;75.4;82.8;0.3
MER;201001;-;-;8;77;943.3;-9.5;5.0;77.9;42.4;-2.5
MER;201002;-;-;14;74;936.6;-14.5;12.5;65.5;21.6;0.3
MER;201003;-;-;2;71;947.2;-10.5;18.6;59.7;54.6;4.2
MER;201004;-;-;0;65;948.4;-2.5;26.0;65.7;32.3;9.3
MER;201005;-;-;0;83;944.7;3.5;27.0;74.8;193.8;11.6
MER;201006;-;-;0;68;946.3;6.0;28.0;69.4;99.7;16.2
MER;201007;-;-;0;59;950.2;8.0;33.5;70.1;200.7;18.7
MER;201008;-;-;0;75;948.8;6.5;28.0;75.8;223.9;16.2
MER;201009;-;-;0;65;947.7;-1.0;22.0;74.5;135.7;12.7
MER;201010;-;-;0;64;945.5;-2.5;23.5;74.2;54.4;9.3
MER;201011;-;-;1;77;939.1;-8.2;20.0;79.7;108.9;4.3
MER;201012;-;-;7;78;942.3;-12.5;15.0;79.1;73.6;-1.3
MER;201101;-;-;3;62;949.4;-12.5;13.0;82.4;58.5;-1.0
MER;201102;-;-;1;51;948.7;-8.5;13.0;77.7;43.7;1.1
MER;201103;-;-;0;53;950.3;-4.0;19.5;68.0;37.8;6.2
MER;201104;-;-;0;46;948.8;0.0;24.0;61.7;34.3;11.7
MER;201105;-;-;0;59;950.0;1.8;27.0;66.4;122.0;14.5
MER;201106;-;-;0;73;949.1;6.0;31.5;72.8;157.9;16.0
MER;201107;-;-;0;72;946.2;8.0;32.0;71.3;195.1;15.9
MER;201108;-;-;0;51;948.7;8.0;31.0;68.9;118.3;18.3
MER;201109;-;-;0;51;950.8;5.0;26.5;72.0;95.3;15.4
MER;201110;-;-;0;41;952.6;-4.0;23.0;79.8;111.0;8.4
MER;201111;59;5404;0;40;951.9;-6.0;21.9;81.3;0.0;3.5
MER;201112;23;783;12;79;950.1;-10.8;10.2;92.2;273.1;0.6
MER;201201;37;1997;18;73;953.5;-11.7;9.4;86.9;148.1;-0.2
MER;201202;90;5390;13;63;954.6;-17.2;8.1;76.5;18.3;-4.6
MER;201203;175;13378;1;36;956.2;-4.4;18.9;67.1;39.5;6.3
MER;201204;177;6954;0;72;938.0;-2.2;26.2;67.6;98.5;9.1
MER;201205;240;11677;0;64;947.6;-0.5;27.0;70.2;96.2;13.6
MER;201206;227;10243;0;66;947.5;4.6;30.4;78.4;175.0;16.9
MER;201207;213;10531;0;66;949.1;7.5;30.8;78.3;129.1;17.3
MER;201208;214;13239;0;54;950.2;6.9;30.4;78.7;158.8;18.4
MER;201209;158;9767;0;57;948.8;2.6;24.5;81.6;114.8;13.5
MER;201210;89;5484;0;67;945.4;-4.5;20.6;86.0;151.3;9.1
MER;201211;57;4278;0;63;945.6;-5.1;17.8;86.8;67.5;4.0
MER;201212;29;593;19;74;946.7;-17.8;13.8;89.5;172.4;-0.7
MER;201301;48;3010;12;73;946.0;-13.1;6.8;89.2;76.1;-1.5
MER;201302;85;3704;34;75;944.5;-16.3;6.3;82.1;78.6;-2.7
MER;201303;123;5445;5;72;937.8;-9.3;13.8;72.5;42.0;3.3
MER;201304;182;8494;0;71;945.9;-2.6;24.2;72.7;68.4;8.9
MER;201305;189;6475;0;73;944.0;1.9;22.9;78.8;193.2;10.7
MER;201306;229;10174;0;65;950.0;5.4;33.7;73.6;111.6;15.6
MER;201307;263;15457;0;49;951.3;8.0;33.6;72.7;68.7;19.5
MER;201308;199;11540;0;50;950.6;7.9;31.6;78.1;110.0;17.6
MER;201309;146;8537;0;60;949.1;3.4;27.4;81.9;108.4;14.1
MER;201310;92;5142;0;70;949.4;2.5;24.3;86.0;82.1;11.0
MER;201311;44;2171;1;77;947.2;-8.2;15.7;86.0;126.8;3.0
MER;201312;32;2576;4;48;954.2;-11.4;15.0;86.2;43.3;-1.4
MER;201401;46;2517;1;66;942.5;-9.9;12.5;87.4;65.5;1.1
MER;201402;84;4876;1;67;942.2;-4.9;13.5;77.9;76.5;3.1
MER;201403;163;11042;0;46;948.0;-3.8;20.2;69.4;40.4;6.2
MER;201404;195;10076;0;65;945.9;-0.6;20.3;69.5;88.8;10.4
MER;201405;212;8297;0;71;948.0;-0.2;25.1;72.1;112.2;12.1
MER;201406;244;11494;0;62;948.8;6.2;32.7;72.4;85.9;16.9
MER;201407;191;8230;0;72;947.6;7.1;29.9;81.6;305.2;17.0
MER;201408;157;5983;0;77;948.0;6.4;27.7;83.7;196.5;15.6
MER;201409;154;8986;0;58;950.0;4.3;24.2;82.5;84.0;14.2
MER;201410;100;7141;0;57;950.1;-0.8;24.6;84.1;104.1;11.1
MER;201411;57;3929;0;67;943.7;-1.3;18.9;86.2;91.8;6.1
MER;201412;27;435;3;79;951.7;-13.0;9.1;88.5;52.6;1.4
MER;201501;42;2074;10;72;949.8;-11.6;11.6;85.3;120.4;0.2
MER;201502;78;3654;31;63;946.7;-11.4;9.3;83.1;31.7;-1.7
MER;201503;139;8957;3;58;950.8;-5.8;17.8;71.1;98.4;5.5
MER;201504;203;11419;0;55;951.4;-2.6;21.7;65.9;91.9;9.4
MER;201505;194;8967;0;69;948.9;0.3;26.3;75.3;179.7;13.1
MER;201506;249;12078;0;60;950.9;9.5;29.7;71.5;103.0;17.9
MER;201507;248;13683;0;47;949.5;10.0;33.3;67.5;100.1;21.1
MER;201508;215;13100;0;51;949.1;8.3;32.8;77.3;120.5;18.8
MER;201509;138;7189;0;67;949.3;2.4;27.3;80.1;83.1;12.8
MER;201510;101;6336;0;69;949.0;-0.3;19.5;84.2;71.5;8.6
MER;201511;59;4911;2;48;953.8;-7.5;19.2;86.8;87.9;4.1
MER;201512;32;2264;1;32;960.5;-7.2;7.0;93.3;13.8;-0.6
MER;201601;42;2227;6;69;947.3;-15.7;7.2;89.9;109.6;0.2
MER;201602;69;3033;2;77;944.7;-6.3;13.9;83.7;122.9;2.7
MER;201603;150;8552;1;60;944.7;-10.4;19.7;70.8;50.6;4.4
MER;201604;177;7763;0;70;944.4;-1.9;21.3;71.2;113.8;9.2
MER;201605;217;9916;0;68;945.8;1.8;26.2;69.6;193.0;12.6
MER;201606;203;7713;0;73;947.9;6.9;31.8;82.3;211.2;15.8
MER;201607;232;12002;0;60;951.3;6.2;30.3;79.8;209.1;18.4
MER;201608;205;12011;0;54;952.7;8.6;29.5;82.2;185.6;17.5
MER;201609;165;10863;0;52;951.5;5.8;25.7;84.4;91.3;15.3
MER;201610;89;5013;0;66;951.4;-1.2;22.5;86.5;67.2;8.2
MER;201611;49;2337;0;75;947.1;-5.7;19.3;80.0;94.8;5.6
MER;201612;32;2903;0;30;960.3;-10.0;10.1;88.3;0.8;-2.5
MER;201701;47;2696;15;68;952.7;-16.2;10.4;86.1;56.6;-4.1
MER;201702;82;4419;2;60;949.0;-5.3;14.1;82.6;71.0;2.5
MER;201703;148;9534;0;60;949.1;-2.4;21.9;71.9;156.1;8.1
MER;201704;196;10666;0;58;950.4;-2.8;22.9;70.3;83.8;8.6
MER;201705;250;12995;0;60;949.0;-0.8;28.8;71.3;127.8;13.9
MER;201706;263;13216;0;58;948.5;5.1;32.2;75.1;107.8;18.7
MER;201707;206;9122;0;67;949.5;9.9;30.8;77.0;123.7;18.5
MER;201708;193;11314;0;57;950.9;8.0;32.5;79.8;168.8;18.1
MER;201709;136;6656;0;71;949.2;1.8;23.4;84.1;133.6;11.9
MER;201710;106;7504;0;46;954.4;-0.6;19.4;83.1;83.7;9.3
MER;201711;51;2908;0;72;949.2;-4.6;16.4;85.7;113.7;2.8
MER;201712;31;1470;6;78;949.1;-9.6;13.6;90.2;106.9;-1.4
MER;201801;45;2654;0;71;947.9;-6.9;17.0;82.9;193.1;3.4
MER;201802;69;2728;4;80;944.5;-12.7;4.7;79.2;66.4;-1.6
MER;201803;118;4172;1;76;936.2;-7.5;16.6;77.4;131.4;3.8
MER;201804;225;12965;0;45;945.3;-1.1;25.0;58.2;29.2;12.4
MER;201805;216;9933;0;70;946.8;4.6;26.2;76.9;80.5;14.3
MER;201806;278;14038;0;53;948.6;7.8;28.9;69.3;73.9;18.2
MER;201807;234;12953;0;50;948.8;9.8;31.4;72.5;106.4;19.5
MER;201808;209;12466;0;53;950.5;9.2;32.9;77.0;219.1;18.9
MER;201809;170;11063;0;49;953.3;3.3;26.5;80.4;109.9;15.3
MER;201810;109;8469;0;38;949.1;0.0;22.7;76.7;84.8;10.5
MER;201811;52;3717;0;63;947.5;-3.7;20.0;84.4;12.2;5.6
MER;201812;26;745;0;70;953.3;-9.0;11.6;90.0;190.1;1.8