stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;ure200m0;sre000m0;tre200m0;tre200mn;tre200mx
SAE;189704;-;-;77;744.7;261.4;88.7;7944;-4.7;-13.2;-
SAE;189705;-;-;77;746.3;189.7;91.8;7704;-2.7;-11.8;-
SAE;189706;-;-;63;755.4;318.5;82.9;12336;4.8;-6.3;-
SAE;189707;-;-;76;754.9;378.6;84.3;9990;5.5;-2.0;-
SAE;189708;-;-;65;754.6;367.6;87.4;11310;5.2;-2.1;-
SAE;189709;-;-;70;752.7;289.6;87.2;8100;1.5;-8.0;-
SAE;189710;-;-;47;753.4;45.2;67.2;11250;-1.1;-13.2;-
SAE;189711;-;-;32;754.6;23.1;59.5;11904;-2.0;-17.9;-
SAE;189712;-;-;42;748.3;80.8;63.5;10158;-5.7;-13.7;-
SAE;189801;-;-;38;756.6;51.3;53.7;10374;-3.2;-10.1;-
SAE;189802;-;-;73;742.2;250.6;90.3;5772;-10.6;-17.6;-
SAE;189803;-;-;69;739.0;120.8;81.9;7404;-7.4;-15.2;-
SAE;189804;-;-;68;746.0;130.5;81.7;9186;-3.8;-12.3;-
SAE;189805;-;-;81;746.7;292.6;86.0;8088;-1.3;-9.1;-
SAE;189806;-;-;75;752.3;369.8;86.8;7518;1.8;-5.7;-
SAE;189807;-;-;69;755.0;378.0;86.6;9690;3.0;-3.9;-
SAE;189808;-;-;47;758.4;222.9;75.3;16392;6.7;-2.8;-
SAE;189809;-;-;35;757.4;84.5;66.1;15150;5.5;-2.4;-
SAE;189810;-;-;58;749.6;230.5;79.0;8256;0.9;-7.4;-
SAE;189811;-;-;54;747.2;44.0;75.4;7800;-2.3;-12.1;-
SAE;189812;-;-;48;751.8;142.9;68.1;7926;-6.4;-19.4;-
SAE;189901;-;-;64;744.8;308.3;80.9;5400;-7.3;-15.9;-
SAE;189902;-;-;39;747.3;34.0;48.4;10212;-5.4;-17.8;-
SAE;189903;-;-;55;747.0;123.4;67.0;11016;-7.1;-20.3;-
SAE;189904;-;-;81;744.9;410.6;93.5;4266;-5.3;-13.6;-
SAE;189905;-;-;80;749.6;367.4;92.5;5724;-2.0;-10.0;-
SAE;189906;-;-;69;752.7;101.7;85.8;9006;2.6;-5.1;-
SAE;189907;-;-;71;756.8;326.1;88.0;10332;4.9;-4.5;-
SAE;189908;-;-;56;757.6;120.6;84.8;13794;6.2;-1.2;-
SAE;189909;-;27;75;751.3;448.6;94.3;5154;1.0;-5.3;-
SAE;189910;-;-;48;755.1;103.9;74.9;10896;1.6;-6.7;-
SAE;189911;-;-;39;755.5;75.8;66.2;11592;-1.9;-14.5;-
SAE;189912;-;-;56;741.5;170.2;84.4;7458;-9.4;-21.0;-
SAE;190001;-;-;80;742.5;338.7;91.4;3060;-9.2;-18.1;-
SAE;190002;-;-;77;738.2;211.6;87.3;3528;-6.9;-15.7;-
SAE;190003;-;-;69;739.6;111.5;89.1;7056;-11.3;-24.7;-
SAE;190004;-;-;76;746.1;279.5;91.5;6792;-5.9;-15.8;-
SAE;190005;-;-;78;747.7;206.8;90.5;6714;-1.3;-7.5;-
SAE;190006;-;-;72;753.2;197.0;89.0;8106;3.5;-2.5;-
SAE;190007;-;-;69;757.0;286.5;87.0;9414;6.7;-5.1;-
SAE;190008;-;-;68;754.3;211.4;86.1;8868;4.0;-3.3;-
SAE;190009;-;-;60;758.2;71.3;78.5;10404;5.3;-3.3;-
SAE;190010;-;-;63;752.3;185.2;84.1;8628;-0.9;-9.8;-
SAE;190011;-;-;66;743.0;103.6;89.2;6258;-4.7;-9.5;-
SAE;190012;-;-;61;749.7;221.5;72.9;6684;-4.7;-;-
SAE;190101;-;-;49;746.6;120.5;73.6;9036;-9.0;-25.8;1.6
SAE;190102;-;-;56;738.9;42.1;87.1;7512;-15.3;-26.5;-4.4
SAE;190103;-;-;73;737.4;198.9;91.1;6876;-10.1;-20.6;-0.4
SAE;190104;-;-;70;746.7;351.1;87.8;7841;-3.7;-13.4;2.9
SAE;190105;-;-;61;750.5;67.2;87.4;9876;-0.4;-8.8;10.9
SAE;190106;-;-;75;754.5;229.2;88.4;8166;3.7;-7.8;13.7
SAE;190107;-;-;74;754.8;161.3;86.1;7416;5.1;-1.2;11.0
SAE;190108;-;-;68;755.8;433.3;86.3;9606;4.7;-4.4;13.4
SAE;190109;-;-;70;751.4;236.6;87.7;6972;3.4;-3.4;10.1
SAE;190110;-;-;60;748.4;212.5;83.1;8496;-0.8;-9.7;7.0
SAE;190111;-;-;46;748.6;59.1;65.0;10284;-5.8;-15.4;2.4
SAE;190112;-;-;68;739.5;146.4;83.7;5478;-7.9;-15.5;-0.1
SAE;190201;-;-;59;749.7;194.1;76.1;7218;-7.3;-18.3;0.0
SAE;190202;-;-;68;739.6;62.7;85.7;5316;-7.9;-17.2;-0.7
SAE;190203;-;-;62;743.4;340.1;80.9;8364;-7.3;-16.1;-0.3
SAE;190204;-;-;71;746.8;154.5;90.0;7836;-1.9;-11.8;4.0
SAE;190205;-;-;89;745.8;347.6;96.2;4025;-5.0;-11.5;6.3
SAE;190206;-;-;74;750.9;238.7;89.8;7776;1.6;-5.9;12.5
SAE;190207;-;-;69;756.1;238.3;87.3;12618;5.2;-2.8;15.2
SAE;190208;-;-;76;754.3;254.3;90.7;9306;4.3;-5.3;13.8
SAE;190209;-;-;50;754.4;184.2;84.3;12276;3.0;-7.0;13.8
SAE;190210;-;-;70;749.1;266.1;87.5;6780;-2.0;-9.1;7.5
SAE;190211;-;-;39;746.3;50.3;69.2;9912;-3.4;-11.9;3.3
SAE;190212;-;-;61;746.1;351.7;82.1;5070;-7.9;-15.5;-0.6
SAE;190301;-;-;40;748.7;106.7;80.3;7368;-7.5;-17.2;0.3
SAE;190302;-;-;51;754.1;127.8;72.5;6306;-5.8;-19.2;3.3
SAE;190303;-;-;53;748.0;102.9;79.7;9558;-6.7;-15.2;2.4
SAE;190304;-;-;84;740.6;240.5;95.3;3588;-8.6;-18.2;-0.4
SAE;190305;-;-;65;748.6;112.7;88.5;10266;-0.7;-8.2;8.6
SAE;190306;-;-;77;750.6;154.4;87.4;6354;2.1;-4.1;11.9
SAE;190307;-;-;77;754.0;446.0;90.7;5796;3.5;-5.3;11.8
SAE;190308;-;-;63;755.6;383.6;85.6;11130;4.8;-2.5;13.6
SAE;190309;-;-;50;755.3;61.3;82.9;11370;3.2;-7.6;13.6
SAE;190310;-;-;67;748.7;370.6;85.1;6666;-0.7;-10.2;9.9
SAE;190311;-;-;58;746.9;309.7;86.8;6870;-5.7;-14.0;2.4
SAE;190312;-;-;47;740.2;36.2;80.8;6366;-7.6;-14.2;-1.3
SAE;190401;-;-;50;746.2;76.7;75.0;6702;-7.8;-17.8;-2.8
SAE;190402;-;-;76;736.6;232.5;93.6;3678;-10.1;-19.2;-1.8
SAE;190403;-;-;63;743.0;111.6;87.1;8202;-6.8;-16.9;-1.2
SAE;190404;-;-;74;748.4;444.8;91.5;6960;-2.7;-12.5;5.9
SAE;190405;-;-;67;752.7;453.5;88.1;11130;0.8;-9.1;12.2
SAE;190406;-;-;67;754.5;260.4;87.1;9918;4.2;-3.2;12.9
SAE;190407;-;-;55;758.2;93.5;83.8;12864;7.4;-0.1;14.1
SAE;190408;-;-;67;756.7;217.5;88.8;10524;5.5;-3.7;13.2
SAE;190409;-;-;73;752.2;239.0;90.6;6528;0.5;-5.0;8.5
SAE;190410;-;-;66;751.7;224.8;84.9;7092;-1.0;-11.3;6.0
SAE;190411;-;-;59;747.6;224.6;76.4;7446;-6.3;-18.1;5.3
SAE;190412;-;-;53;746.4;136.2;73.7;7020;-5.9;-22.1;4.3
SAE;190501;-;-;61;748.7;225.1;83.4;6876;-11.2;-32.0;-1.1
SAE;190502;-;-;64;747.0;132.5;83.6;6612;-10.2;-19.8;-0.7
SAE;190503;-;-;75;743.3;324.6;88.8;5772;-7.0;-13.5;-0.1
SAE;190504;-;-;79;743.6;327.9;92.4;6642;-5.1;-16.2;1.2
SAE;190505;-;-;70;749.5;124.0;85.9;9402;-1.4;-8.5;6.7
SAE;190506;-;-;73;752.3;86.0;86.6;10206;3.6;-2.8;13.7
SAE;190507;-;-;62;757.9;241.8;82.3;13320;7.5;-1.1;18.5
SAE;190508;-;-;68;754.6;347.9;88.4;10044;5.1;-2.6;14.7
SAE;190509;-;-;72;752.7;220.8;87.5;8220;3.4;-2.4;12.2
SAE;190510;-;-;79;744.8;330.4;89.2;4686;-7.9;-15.6;0.2
SAE;190511;-;-;71;740.7;188.0;90.6;5118;-7.2;-14.5;4.1
SAE;190512;-;-;37;751.9;81.3;71.1;10140;-5.5;-15.5;1.5
SAE;190601;-;-;62;747.0;218.2;80.5;6318;-9.0;-23.0;-0.4
SAE;190602;-;-;71;738.1;160.7;87.8;5976;-11.3;-19.6;-3.3
SAE;190603;-;-;65;742.9;201.4;85.7;8418;-8.7;-17.6;0.4
SAE;190604;-;-;64;747.5;128.2;89.7;9462;-5.4;-14.7;1.4
SAE;190605;-;-;75;748.0;168.5;93.8;9414;-0.1;-9.7;9.8
SAE;190606;-;-;77;753.6;297.1;92.4;8220;1.9;-6.4;13.8
SAE;190607;-;-;73;755.8;281.2;91.9;9870;5.5;-3.5;13.8
SAE;190608;-;-;62;757.6;326.1;85.3;12366;5.7;-3.0;16.1
SAE;190609;-;-;55;755.6;194.6;84.8;10398;1.3;-7.6;13.0
SAE;190610;-;-;54;751.7;35.2;82.8;10104;1.8;-5.6;9.0
SAE;190611;-;-;58;748.5;96.3;79.5;7344;-3.0;-12.2;6.7
SAE;190612;-;-;68;739.5;271.0;88.5;4548;-12.3;-21.4;-3.7
SAE;190701;-;-;63;749.4;240.3;86.2;5658;-9.9;-21.7;-1.4
SAE;190702;-;-;60;741.1;103.0;83.8;6918;-11.3;-21.6;-2.4
SAE;190703;-;-;59;747.9;347.7;86.8;10062;-9.5;-20.7;-1.4
SAE;190704;-;-;79;740.0;236.3;94.2;5328;-6.6;-13.1;-0.9
SAE;190705;-;-;63;750.3;134.9;85.8;10962;0.3;-12.7;10.7
SAE;190706;-;-;78;753.1;207.6;91.6;7710;2.8;-4.9;10.7
SAE;190707;-;-;75;753.9;238.0;87.8;8490;2.6;-5.2;11.3
SAE;190708;-;-;67;757.4;196.7;85.6;11196;5.5;-3.3;15.7
SAE;190709;-;-;45;756.8;125.6;72.3;12312;4.6;-2.8;10.9
SAE;190710;-;-;66;747.9;24.6;77.2;6966;0.9;-4.0;7.0
SAE;190711;-;-;54;749.1;138.4;72.5;7320;-3.3;-13.0;4.8
SAE;190712;-;-;70;743.7;299.0;87.1;3792;-6.9;-13.7;1.4
SAE;190801;-;-;39;748.9;132.6;63.5;9732;-6.7;-19.4;2.0
SAE;190802;-;-;73;745.0;356.8;82.8;4710;-10.4;-21.3;1.1
SAE;190803;-;-;67;741.6;123.7;94.0;7578;-10.0;-17.0;-3.2
SAE;190804;-;-;81;741.5;211.5;96.5;5562;-7.2;-14.9;0.1
SAE;190805;-;-;72;753.9;267.9;87.2;10440;1.8;-6.8;11.0
SAE;190806;-;-;65;755.2;86.0;82.7;11646;5.0;-6.2;12.8
SAE;190807;-;-;73;754.9;271.1;87.4;8754;4.7;-2.0;12.6
SAE;190808;-;-;76;753.9;168.0;90.9;7068;3.3;-2.9;11.1
SAE;190809;-;-;66;755.0;385.1;89.7;8466;1.8;-7.7;9.8
SAE;190810;-;-;26;755.6;1.0;72.8;14964;2.3;-4.0;9.1
SAE;190811;-;-;57;748.8;168.5;74.6;7122;-4.5;-14.2;3.6
SAE;190812;-;-;47;744.4;115.3;82.2;9018;-7.6;-19.5;3.1
SAE;190901;-;-;45;746.7;230.8;77.7;9930;-9.0;-19.1;0.2
SAE;190902;-;-;61;741.3;98.1;88.0;6894;-13.0;-25.3;-4.2
SAE;190903;-;-;75;734.9;154.2;91.1;5574;-10.0;-20.3;0.7
SAE;190904;-;-;60;749.1;145.2;87.7;11172;-3.1;-20.4;5.2
SAE;190905;-;-;68;751.7;89.6;86.8;10488;-0.8;-13.4;11.8
SAE;190906;-;-;83;750.5;407.1;93.5;5796;1.1;-5.3;10.8
SAE;190907;-;-;75;753.1;437.5;94.5;8310;2.4;-4.3;12.4
SAE;190908;-;-;69;755.2;241.8;87.2;10584;4.7;-4.2;13.1
SAE;190909;-;-;65;752.1;164.7;89.0;9066;1.5;-4.9;10.6
SAE;190910;-;-;62;751.3;277.2;88.9;8676;0.1;-10.9;5.1
SAE;190911;-;-;56;743.5;169.3;84.5;7781;-7.2;-18.6;2.6
SAE;190912;-;-;67;741.1;449.3;91.9;5934;-7.4;-16.4;-1.3
SAE;191001;-;-;68;743.4;244.5;89.8;5598;-9.1;-20.0;0.1
SAE;191002;-;-;65;741.3;256.6;90.2;6972;-9.1;-18.9;-0.5
SAE;191003;-;-;60;747.3;52.9;84.7;10782;-7.5;-19.8;-0.2
SAE;191004;-;-;75;743.9;475.5;90.7;6810;-5.4;-12.6;0.5
SAE;191005;-;-;75;745.6;289.2;91.6;9138;-2.0;-11.3;6.4
SAE;191006;-;-;73;751.3;521.8;91.6;9642;3.2;-3.0;10.5
SAE;191007;-;-;78;751.7;435.2;93.2;7830;2.7;-3.3;15.1
SAE;191008;-;-;75;754.5;400.3;91.6;8448;3.9;-1.4;13.4
SAE;191009;-;-;63;753.6;244.5;92.4;8118;0.5;-8.8;7.6
SAE;191010;-;-;59;752.5;124.7;83.6;9084;0.5;-7.3;9.3
SAE;191011;-;-;82;739.0;342.5;96.5;2466;-8.3;-15.5;-1.0
SAE;191012;-;-;70;743.5;212.9;86.3;4734;-6.4;-16.8;-0.4
SAE;191101;-;-;35;749.4;49.2;67.9;11544;-8.1;-18.4;2.0
SAE;191102;-;-;63;748.8;238.9;81.5;6252;-9.3;-16.8;-1.1
SAE;191103;-;-;69;742.3;115.1;88.2;7746;-7.7;-15.5;1.4
SAE;191104;-;-;61;745.9;204.6;88.1;11736;-5.7;-17.7;3.0
SAE;191105;-;-;76;748.6;95.4;91.5;7338;-0.4;-7.7;7.3
SAE;191106;-;-;72;754.1;330.6;89.0;9678;2.5;-6.2;10.1
SAE;191107;-;-;54;759.8;42.3;81.1;14928;7.7;0.3;15.9
SAE;191108;-;-;55;757.6;136.1;81.1;13662;7.5;1.5;12.8
SAE;191109;-;-;56;756.6;190.5;83.0;11358;4.7;-5.6;14.3
SAE;191110;-;-;55;750.7;187.3;82.9;10398;-0.2;-10.6;7.2
SAE;191111;-;-;60;746.0;79.8;86.3;7602;-3.6;-11.5;3.0
SAE;191112;-;-;69;746.2;378.5;83.8;5970;-6.2;-13.9;3.9
SAE;191201;-;-;70;744.5;284.3;87.1;5502;-7.4;-19.0;-0.6
SAE;191202;-;-;69;743.4;192.3;85.8;5754;-5.8;-21.3;2.9
SAE;191203;-;-;77;745.2;334.3;92.0;6120;-6.2;-12.4;1.3
SAE;191204;-;-;71;746.8;179.0;92.3;7356;-6.3;-17.6;0.7
SAE;191205;-;-;74;751.1;440.0;91.0;8838;0.0;-9.5;11.0
SAE;191206;-;-;77;751.9;300.2;89.6;8574;2.9;-4.8;12.2
SAE;191207;-;-;69;753.9;238.9;85.6;9630;5.0;-3.2;12.6
SAE;191208;-;-;82;750.9;618.9;93.3;5706;1.5;-4.0;10.8
SAE;191209;-;-;72;750.9;369.7;90.0;6102;-3.3;-9.3;2.4
SAE;191210;-;-;62;749.5;317.7;83.2;7488;-2.1;-9.3;5.7
SAE;191211;-;-;66;744.6;206.1;86.2;4734;-8.7;-14.7;0.8
SAE;191212;-;-;54;751.2;272.9;77.5;6558;-5.0;-14.4;1.0
SAE;191301;-;-;63;745.2;311.4;87.5;5544;-7.3;-13.7;-2.9
SAE;191302;-;-;42;748.7;68.9;71.7;10620;-8.5;-18.5;-0.6
SAE;191303;-;-;60;749.3;152.0;79.9;8694;-4.9;-15.4;2.2
SAE;191304;-;-;74;743.7;253.7;92.6;7092;-4.9;-19.9;5.1
SAE;191305;-;-;71;749.3;301.7;90.5;9612;-0.7;-9.5;9.9
SAE;191306;-;-;78;755.3;362.0;91.0;7614;2.2;-4.6;10.5
SAE;191307;-;-;81;751.8;510.0;95.3;6876;1.3;-4.7;10.8
SAE;191308;-;-;67;754.4;363.9;87.1;9300;3.6;-3.3;12.5
SAE;191309;-;-;61;752.4;201.7;86.8;9942;2.2;-5.1;11.3
SAE;191310;-;-;56;752.4;78.1;73.9;8952;1.8;-7.7;8.6
SAE;191311;-;-;77;750.4;473.7;90.0;3558;-3.4;-9.6;3.7
SAE;191312;-;-;71;746.4;386.2;88.0;5052;-8.8;-21.0;-1.0
SAE;191401;-;-;44;744.2;303.4;77.9;8388;-9.5;-21.6;-1.8
SAE;191402;-;-;50;747.0;103.1;77.2;8232;-4.5;-12.6;2.0
SAE;191403;-;-;80;741.1;686.7;94.4;4728;-7.5;-15.1;0.3
SAE;191404;-;-;57;751.9;373.5;81.9;11730;-2.0;-10.7;4.9
SAE;191405;-;-;78;750.2;352.2;92.7;7284;-1.6;-8.9;8.5
SAE;191406;-;-;76;751.7;250.5;94.5;7290;1.3;-6.8;11.7
SAE;191407;-;-;76;752.3;603.1;91.2;8496;3.2;-4.4;13.8
SAE;191408;-;-;59;756.6;269.3;88.0;13704;5.7;-1.6;13.4
SAE;191409;-;-;60;754.3;390.0;83.3;10146;1.5;-8.3;10.6
SAE;191410;-;-;60;748.8;134.9;83.2;8628;-1.9;-9.3;3.7
SAE;191411;-;-;66;744.6;144.6;85.1;7056;-6.0;-20.7;2.4
SAE;191412;-;-;64;743.7;185.1;87.6;4902;-6.6;-15.0;2.2
SAE;191501;-;-;77;734.0;430.7;93.6;4212;-11.7;-21.7;-2.0
SAE;191502;-;-;67;739.4;212.9;88.0;5064;-10.1;-18.4;-2.3
SAE;191503;-;-;72;741.7;346.4;90.7;6912;-8.6;-21.0;-0.9
SAE;191504;-;-;62;745.9;191.1;91.9;10494;-5.5;-13.3;1.8
SAE;191505;-;-;70;751.0;139.0;85.9;11106;2.5;-3.4;8.2
SAE;191506;-;-;71;754.2;216.3;86.2;10716;4.8;-1.8;12.1
SAE;191507;-;-;74;754.3;379.7;89.3;9948;4.0;-3.0;14.4
SAE;191508;-;-;74;754.3;399.5;88.2;8334;2.9;-4.4;11.0
SAE;191509;-;-;57;752.3;194.5;81.6;11316;1.4;-7.6;8.8
SAE;191510;-;-;64;747.5;40.0;85.5;9222;-3.8;-10.6;2.9
SAE;191511;-;-;63;742.8;194.1;83.8;6198;-7.5;-21.4;2.4
SAE;191512;-;-;76;744.1;486.0;93.1;3474;-5.2;-17.2;2.8
SAE;191601;-;-;60;752.8;575.0;84.4;6984;-6.7;-15.2;-0.7
SAE;191602;-;-;73;740.6;414.1;90.8;5904;-9.4;-17.0;-2.4
SAE;191603;-;-;73;737.1;163.1;90.9;6666;-6.7;-15.7;2.9
SAE;191604;-;-;61;744.7;405.8;87.7;10200;-4.1;-13.6;3.4
SAE;191605;-;-;67;750.6;194.0;86.2;11250;0.6;-8.2;7.8
SAE;191606;-;-;84;750.1;365.4;94.3;7188;0.4;-6.3;10.3
SAE;191607;-;-;75;754.3;323.0;90.5;8898;3.9;-2.5;10.9
SAE;191608;-;-;71;754.1;320.6;87.0;10392;4.1;-3.2;12.8
SAE;191609;-;-;65;751.0;311.5;88.2;8334;0.5;-6.7;7.4
SAE;191610;-;-;63;751.6;388.4;85.9;9252;-1.6;-13.0;8.4
SAE;191611;-;-;65;745.4;132.3;79.3;7068;-4.7;-16.6;5.1
SAE;191612;-;-;70;738.4;332.5;86.3;4956;-7.4;-15.1;0.7
SAE;191701;-;-;66;735.8;197.3;89.1;6060;-11.8;-21.3;-1.2
SAE;191702;-;-;41;743.8;74.1;72.7;10998;-9.3;-20.9;-2.7
SAE;191703;-;-;73;738.1;170.2;86.7;7920;-9.8;-20.0;-1.9
SAE;191704;-;-;80;742.2;230.1;94.4;6348;-8.7;-16.7;1.7
SAE;191705;-;-;62;752.6;80.7;82.4;14262;3.1;-2.3;10.0
SAE;191706;-;-;65;756.9;171.9;81.4;11034;5.6;-1.8;12.7
SAE;191707;-;-;71;756.4;264.6;84.0;10860;5.1;-3.0;14.6
SAE;191708;-;-;73;753.2;393.4;89.2;9594;4.4;-2.4;12.1
SAE;191709;-;-;49;758.3;117.5;79.7;12828;5.4;-4.6;13.7
SAE;191710;-;-;72;746.1;414.0;88.1;7668;-4.1;-13.4;8.2
SAE;191711;-;-;54;750.1;191.6;82.0;8100;-5.5;-15.3;1.4
SAE;191712;-;-;52;744.0;98.3;80.8;8610;-10.4;-25.2;0.0
SAE;191801;-;-;50;748.4;112.2;73.5;8826;-6.7;-24.8;3.1
SAE;191802;-;-;44;752.0;104.6;59.9;10020;-7.3;-21.9;0.0
SAE;191803;-;-;60;745.4;75.9;84.3;10272;-7.1;-17.3;1.7
SAE;191804;-;-;70;742.6;94.9;87.8;8838;-3.2;-11.1;3.1
SAE;191805;-;-;66;751.6;129.5;88.5;10314;1.1;-5.6;10.5
SAE;191806;-;-;79;751.7;446.0;92.2;7698;0.1;-6.7;8.1
SAE;191807;-;-;74;754.8;294.8;88.1;11208;4.8;-2.5;17.6
SAE;191808;-;-;67;755.8;316.6;90.0;10044;4.2;-5.2;16.3
SAE;191809;-;-;66;752.5;275.0;85.6;8490;3.7;-7.0;13.0
SAE;191810;-;-;66;749.1;80.6;82.6;7830;-2.2;-9.3;5.1
SAE;191811;-;-;47;748.4;125.0;74.0;9084;-4.8;-14.0;6.3
SAE;191812;-;-;76;746.2;698.1;89.2;3714;-5.8;-15.8;3.4
SAE;191901;-;-;57;740.1;79.0;85.2;7524;-9.5;-17.2;-1.7
SAE;191902;-;-;60;738.7;210.1;85.3;6990;-9.4;-24.3;-2.3
SAE;191903;-;-;77;741.0;258.3;89.9;6006;-8.0;-16.9;0.8
SAE;191904;-;-;86;743.0;299.6;95.8;4962;-7.2;-18.4;1.5
SAE;191905;-;-;60;750.9;218.4;86.1;12258;-1.5;-12.6;6.6
SAE;191906;-;-;73;755.6;329.9;86.3;10176;2.9;-5.3;13.4
SAE;191907;-;-;81;752.4;381.8;92.2;7416;1.7;-4.6;12.0
SAE;191908;-;-;64;757.6;203.6;86.7;12792;6.0;-5.2;14.3
SAE;191909;-;-;51;755.8;141.8;81.4;13470;5.2;-8.6;13.8
SAE;191910;-;-;64;748.3;178.6;84.4;8592;-5.1;-15.2;8.3
SAE;191911;-;-;77;739.2;312.0;90.7;4638;-8.2;-20.2;1.5
SAE;191912;-;-;78;743.4;609.7;85.2;3432;-7.9;-19.0;-0.4
SAE;192001;-;-;73;746.1;518.4;88.2;5028;-6.6;-15.4;1.0
SAE;192002;-;-;40;753.2;169.6;69.3;11262;-5.1;-15.9;4.3
SAE;192003;-;-;54;747.6;108.5;79.1;11034;-4.1;-18.0;7.2
SAE;192004;-;-;79;744.9;445.8;90.2;4890;-3.4;-9.8;8.8
SAE;192005;-;-;71;755.3;174.2;82.3;9228;3.4;-9.7;11.8
SAE;192006;-;-;79;752.4;202.9;95.3;5454;2.5;-5.0;14.2
SAE;192007;-;-;67;755.7;290.3;86.2;10308;5.4;-3.6;16.3
SAE;192008;-;-;75;754.4;154.1;91.2;7152;3.2;-4.0;14.0
SAE;192009;-;-;73;754.0;391.5;86.2;6432;2.9;-2.0;10.6
SAE;192010;-;-;31;750.1;1.8;72.3;13860;1.9;-6.0;10.3
SAE;192011;-;-;35;751.2;10.3;60.4;9924;-1.9;-12.7;4.8
SAE;192012;-;-;62;744.7;154.7;77.1;5712;-6.4;-21.5;3.7
SAE;192101;-;-;69;748.5;385.6;90.1;4968;-6.8;-15.9;0.8
SAE;192102;-;-;32;747.8;24.1;67.5;11382;-8.1;-14.2;-1.5
SAE;192103;-;-;43;750.0;94.4;72.0;12384;-5.2;-11.8;3.0
SAE;192104;-;-;70;744.7;139.4;90.5;7200;-5.6;-14.6;4.9
SAE;192105;-;-;64;749.9;163.3;87.9;10494;2.0;-13.3;10.6
SAE;192106;-;-;71;753.6;317.6;87.6;8922;2.8;-6.7;13.3
SAE;192107;-;-;53;757.5;75.1;73.4;13074;7.4;-0.4;17.6
SAE;192108;-;-;58;753.8;262.4;76.5;11514;5.7;-2.7;16.1
SAE;192109;-;-;42;757.1;107.1;66.3;12756;5.3;-2.2;12.2
SAE;192110;-;-;38;757.4;159.8;65.0;13038;3.1;-12.8;10.6
SAE;192111;-;-;39;746.5;442.5;64.9;10152;-5.8;-17.7;1.8
SAE;192112;-;-;57;747.3;330.0;72.1;6756;-7.1;-16.2;-0.7
SAE;192201;-;-;71;738.6;629.0;89.7;4806;-10.6;-21.7;-3.4
SAE;192202;-;-;57;744.5;325.3;79.2;7152;-8.2;-22.4;0.2
SAE;192203;-;-;70;742.0;274.1;79.4;4980;-5.5;-16.0;4.0
SAE;192204;-;-;81;739.9;761.0;93.1;4884;-6.1;-13.0;6.6
