stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;ure200m0;sre000m0;tre200m0;tre200mn;tre200mx
SAE;192205;-;-;51;755.2;286.2;82.9;12480;1.9;-10.6;11.8
SAE;192206;-;-;68;752.9;396.7;90.7;7206;3.4;-4.6;11.8
SAE;192207;-;-;62;754.1;443.2;84.0;11232;3.8;-4.3;14.0
SAE;192208;-;-;60;754.7;327.0;78.8;11688;5.6;-3.7;16.0
SAE;192209;-;-;76;749.6;259.0;91.6;5370;-0.3;-8.4;9.8
SAE;192210;-;-;71;746.0;223.3;85.6;5232;-2.3;-8.5;3.5
SAE;192211;-;-;56;748.3;709.3;77.8;7026;-7.5;-21.2;4.2
SAE;192212;-;-;68;744.0;621.0;84.2;4068;-8.2;-19.5;0.4
SAE;192301;-;-;72;746.6;755.0;87.3;4224;-10.3;-20.8;-2.0
SAE;192302;-;-;79;739.2;495.2;86.5;3366;-8.0;-14.0;0.0
SAE;192303;-;-;58;745.2;143.5;80.5;10020;-6.5;-13.6;0.0
SAE;192304;-;-;71;741.4;202.9;88.3;6210;-4.1;-10.4;4.2
SAE;192305;-;-;68;750.0;175.0;83.8;10158;0.2;-10.6;11.8
SAE;192306;-;-;81;751.5;453.3;92.8;3414;-1.0;-9.4;10.0
SAE;192307;-;-;59;757.6;180.1;75.6;10068;7.4;0.5;18.2
SAE;192308;-;-;55;755.6;216.4;71.5;12882;6.4;-2.0;18.7
SAE;192309;-;-;66;754.8;194.5;79.6;8034;2.1;-5.8;10.1
SAE;192310;-;-;73;749.3;244.2;84.2;4914;0.5;-9.6;10.6
SAE;192311;-;-;74;741.8;213.6;87.4;5190;-6.0;-15.8;8.0
SAE;192312;-;-;75;740.6;447.7;88.2;4236;-10.3;-21.4;-0.7
SAE;192401;-;-;55;744.6;198.4;69.2;7500;-8.9;-20.5;-1.0
SAE;192402;-;-;57;738.4;140.5;79.1;7991;-11.2;-22.1;-1.2
SAE;192403;-;-;56;741.7;78.8;74.4;9534;-6.7;-17.6;1.0
SAE;192404;-;-;85;743.6;470.3;91.9;3366;-4.4;-14.4;5.2
SAE;192405;-;-;85;751.5;319.1;84.8;6150;1.3;-8.5;11.8
SAE;192406;-;-;75;752.9;308.3;84.8;5946;3.1;-3.2;13.8
SAE;192407;-;-;75;753.7;511.4;82.5;7854;5.2;-3.0;15.2
SAE;192408;-;-;81;751.1;537.7;91.2;5928;1.8;-5.7;12.4
SAE;192409;-;-;64;752.3;219.0;77.2;8256;3.2;-5.1;12.1
SAE;192410;-;-;52;751.0;204.2;68.9;9816;0.0;-4.6;6.2
SAE;192411;-;-;39;750.2;41.1;50.8;10038;-2.4;-18.0;5.2
SAE;192412;-;-;44;749.8;110.2;55.4;9228;-4.5;-14.5;4.4
SAE;192501;-;-;50;755.6;177.4;62.0;8232;-5.4;-16.3;2.5
SAE;192502;-;-;72;741.7;147.6;90.2;4800;-9.0;-17.2;-0.4
SAE;192503;-;-;76;741.5;218.4;88.1;5388;-10.5;-22.5;-1.6
SAE;192504;-;-;78;743.3;335.5;88.8;5376;-4.4;-10.1;5.6
SAE;192505;-;-;74;748.0;131.9;77.7;6150;0.6;-11.6;9.6
SAE;192506;-;-;72;752.7;156.8;78.0;6558;3.4;-3.9;12.2
SAE;192507;-;-;82;753.1;237.7;83.9;6018;4.5;-2.6;17.0
SAE;192508;-;-;72;754.5;349.1;77.8;8658;4.7;-3.0;18.5
SAE;192509;-;-;77;750.7;330.7;92.7;6186;-0.7;-7.5;11.4
SAE;192510;-;-;45;750.3;256.7;66.2;11916;0.4;-13.8;9.0
SAE;192511;-;-;64;742.3;312.5;74.4;5574;-5.7;-19.4;5.0
SAE;192512;-;-;77;741.3;567.5;83.4;3828;-9.2;-23.6;3.0
SAE;192601;-;-;72;743.6;386.5;83.5;4260;-9.4;-22.4;1.6
SAE;192602;-;-;69;746.5;238.5;82.6;5742;-4.7;-10.1;2.0
SAE;192603;-;-;73;745.5;295.8;89.2;6372;-6.6;-17.4;0.6
SAE;192604;-;-;62;746.5;175.9;80.4;9630;-2.4;-11.2;8.4
SAE;192605;-;-;83;745.1;283.7;86.4;6282;-1.8;-11.0;6.6
SAE;192606;-;-;85;749.3;464.3;93.0;5634;0.2;-6.0;9.7
SAE;192607;-;-;81;753.7;397.9;90.5;5622;4.3;-5.6;16.2
SAE;192608;-;-;53;757.1;152.0;77.2;13530;5.6;-3.2;13.0
SAE;192609;-;-;61;757.6;82.2;77.7;10332;5.0;-6.1;14.3
SAE;192610;-;-;70;747.9;315.2;84.6;7884;-0.3;-13.1;8.4
SAE;192611;-;-;62;745.0;122.6;82.8;6750;-2.4;-12.6;7.3
SAE;192612;-;-;65;746.8;417.8;84.3;5202;-8.5;-18.6;3.8
SAE;192701;-;-;70;742.4;428.2;86.5;4644;-9.2;-17.4;2.2
SAE;192702;-;-;52;746.7;199.1;75.6;8388;-8.0;-19.9;0.7
SAE;192703;-;-;70;742.6;468.1;84.4;7266;-6.6;-12.8;2.0
SAE;192704;-;-;82;745.9;548.6;95.1;4578;-4.6;-14.9;5.6
SAE;192705;-;-;75;750.3;184.2;89.6;10074;0.9;-10.0;12.0
SAE;192706;-;-;76;752.4;235.8;88.3;7848;3.2;-6.0;16.6
SAE;192707;-;-;76;753.3;244.9;88.5;8244;5.5;-3.4;14.5
SAE;192708;-;-;68;754.4;402.1;85.5;9936;4.8;-4.6;15.6
SAE;192709;-;-;76;750.7;418.4;90.9;6444;2.5;-5.5;12.4
SAE;192710;-;-;37;752.2;40.6;72.7;13662;0.8;-8.0;9.2
SAE;192711;-;-;63;747.1;168.7;89.8;5820;-3.3;-16.9;10.4
SAE;192712;-;-;60;740.3;106.9;94.9;5574;-6.9;-30.1;2.6
SAE;192801;-;-;69;746.4;164.7;90.3;4596;-8.2;-14.0;-2.5
SAE;192802;-;-;53;749.8;340.5;80.7;8220;-7.5;-16.6;-0.7
SAE;192803;-;-;61;741.9;160.3;89.5;9180;-5.8;-13.5;-0.4
SAE;192804;-;-;73;742.4;250.3;90.6;7512;-3.8;-13.6;8.2
SAE;192805;-;-;79;744.4;496.5;95.8;6426;-2.6;-12.6;9.1
SAE;192806;-;-;70;753.4;282.4;90.9;9006;3.2;-6.9;13.2
SAE;192807;-;-;58;759.1;106.8;87.9;13464;8.5;0.5;17.8
SAE;192808;-;-;68;756.1;270.7;87.2;9708;6.9;-1.3;17.5
SAE;192809;-;-;65;753.9;132.3;89.4;8868;3.2;-9.0;12.5
SAE;192810;-;-;59;749.7;201.1;86.9;8526;-1.3;-12.2;7.2
SAE;192811;-;-;77;743.5;392.0;96.1;3965;-5.1;-13.6;3.6
SAE;192812;-;-;66;744.0;305.9;94.1;5244;-9.8;-18.9;-3.2
SAE;192901;-;-;55;744.6;168.2;87.2;7332;-11.9;-25.3;-2.5
SAE;192902;-;-;39;739.9;38.7;62.1;10464;-12.4;-30.1;1.4
SAE;192903;-;-;38;751.3;28.8;61.8;14334;-5.3;-14.3;1.6
SAE;192904;-;-;79;742.0;245.1;87.1;5850;-6.7;-19.9;2.5
SAE;192905;-;-;71;749.5;96.3;76.1;10884;0.5;-6.8;9.2
SAE;192906;-;-;82;753.5;371.8;78.8;7092;3.9;-3.5;15.2
SAE;192907;-;-;59;757.2;254.9;77.8;12750;6.5;-3.5;16.7
SAE;192908;-;-;62;756.0;182.4;77.9;10554;6.3;-2.4;15.4
SAE;192909;-;-;47;757.6;78.5;67.7;12246;6.2;-5.0;14.8
SAE;192910;-;-;66;748.2;327.2;79.5;7350;-0.8;-12.7;8.4
SAE;192911;-;-;65;745.4;212.5;84.6;6624;-5.2;-16.0;5.4
SAE;192912;-;-;75;745.4;407.6;89.1;3948;-7.6;-19.4;3.0
SAE;193001;-;-;45;746.1;121.3;69.4;8766;-5.0;-14.3;1.3
SAE;193002;-;-;44;741.7;110.4;77.7;9756;-9.0;-17.3;0.2
SAE;193003;-;-;72;743.4;270.2;83.0;7440;-5.8;-15.5;1.7
SAE;193004;-;-;79;740.4;283.9;93.6;5946;-3.8;-10.9;5.3
SAE;193005;-;-;86;747.7;381.6;92.6;3738;-1.5;-10.5;9.4
SAE;193006;-;-;66;754.5;115.3;80.8;11226;6.6;1.0;12.8
SAE;193007;-;-;82;751.5;499.1;90.9;6972;3.8;-5.2;15.8
SAE;193008;-;-;68;755.4;279.3;78.8;9438;5.2;-3.6;16.2
SAE;193009;-;-;75;752.9;291.3;81.7;6570;3.0;-4.6;12.0
SAE;193010;-;-;68;748.9;510.3;74.3;6498;-0.9;-11.5;10.4
SAE;193011;-;-;74;747.9;344.8;83.7;5136;-4.2;-13.1;1.2
SAE;193012;-;-;49;743.4;252.3;67.0;7848;-6.8;-15.4;3.2
SAE;193101;-;216;62;740.3;359.0;75.7;5646;-10.4;-17.0;-2.3
SAE;193102;-;348;82;738.5;265.2;90.2;3420;-11.8;-22.3;-1.5
SAE;193103;-;431;57;740.8;223.4;72.1;9900;-7.7;-22.5;2.7
SAE;193104;-;360;71;743.0;309.5;83.2;6804;-5.8;-15.6;3.0
SAE;193105;-;-;64;749.7;152.3;71.7;10542;2.2;-8.8;17.8
SAE;193106;-;-;72;756.2;150.1;75.0;10422;5.9;-3.8;17.0
SAE;193107;-;-;75;753.1;307.2;79.2;7896;4.5;-4.6;14.2
SAE;193108;-;-;81;751.5;317.7;84.4;5934;3.6;-3.7;15.4
SAE;193109;-;-;78;750.6;238.8;83.8;6468;-2.2;-13.0;8.9
SAE;193110;-;-;49;751.7;93.0;67.8;11964;-1.0;-13.8;9.8
SAE;193111;-;11;57;747.3;38.8;68.4;7806;-2.2;-11.0;3.4
SAE;193112;-;68;51;749.0;133.6;61.7;8064;-8.0;-22.4;0.4
SAE;193201;-;141;41;754.2;186.3;52.0;9846;-4.6;-21.0;2.8
SAE;193202;-;123;33;744.8;7.1;56.0;11370;-11.3;-22.7;-1.8
SAE;193203;-;161;58;741.8;102.2;71.2;7602;-8.4;-17.9;2.6
SAE;193204;-;234;73;741.5;149.6;79.8;7440;-6.4;-14.4;2.6
SAE;193205;-;-;78;747.4;388.2;81.6;6624;-0.5;-10.0;10.2
SAE;193206;-;-;71;751.8;167.6;79.4;9300;2.2;-6.1;11.6
SAE;193207;-;-;77;752.6;274.7;79.8;7368;5.2;-2.4;13.4
SAE;193208;-;-;57;759.3;161.2;67.2;14088;8.5;-0.6;15.9
SAE;193209;-;-;64;754.8;96.4;73.5;9444;6.2;-1.0;12.8
SAE;193210;-;-;82;745.4;418.2;82.8;4920;-2.4;-11.1;8.3
SAE;193211;-;107;54;749.9;180.9;70.4;9282;-3.4;-12.7;2.8
SAE;193212;-;144;57;750.9;24.4;64.3;8208;-4.6;-16.1;5.0
SAE;193301;-;184;54;744.4;126.0;71.3;7320;-10.4;-25.3;-1.2
SAE;193302;-;210;72;742.2;194.1;77.1;6024;-10.4;-19.7;-0.2
SAE;193303;-;210;50;747.0;108.0;67.3;11622;-5.6;-16.4;1.2
SAE;193304;-;231;77;748.3;211.0;86.5;6750;-4.3;-14.2;3.2
SAE;193305;-;-;82;748.0;696.1;84.1;4554;-2.0;-7.8;7.0
SAE;193306;-;-;85;747.3;433.8;82.3;4818;0.4;-5.2;9.4
SAE;193307;-;-;64;757.8;287.8;72.6;12384;6.2;-4.1;15.6
SAE;193308;-;-;65;757.2;156.5;74.8;12126;6.5;-2.7;15.8
SAE;193309;-;-;68;754.0;124.2;72.2;8118;3.7;-5.8;10.0
SAE;193310;-;-;65;749.0;155.0;71.7;8574;-0.8;-12.8;11.4
SAE;193311;-;93;75;740.6;145.1;83.6;4392;-7.0;-15.0;3.9
SAE;193312;-;73;46;741.2;8.6;59.8;9102;-9.0;-21.2;0.5
SAE;193401;-;137;57;748.6;256.5;68.7;7170;-8.2;-17.5;-1.0
SAE;193402;-;153;34;750.9;16.5;48.3;12444;-6.8;-19.4;-0.4
SAE;193403;-;158;70;738.7;87.2;71.7;7422;-6.8;-14.5;2.1
SAE;193404;-;80;60;744.5;33.3;66.2;12408;-1.3;-10.0;11.6
SAE;193405;-;-;70;752.4;64.3;72.1;11244;2.2;-7.0;10.0
SAE;193406;-;-;72;752.7;268.4;76.7;8562;3.2;-3.3;14.1
SAE;193407;-;-;67;755.3;263.2;71.0;12270;6.6;-0.4;14.8
SAE;193408;-;-;77;752.6;387.7;81.8;7224;4.2;-2.7;13.4
SAE;193409;-;-;57;756.4;175.5;70.2;10356;4.7;-3.7;13.1
SAE;193410;-;-;61;751.6;207.2;61.5;9948;-0.9;-12.4;9.0
SAE;193411;-;63;53;746.7;41.7;52.9;9204;-4.0;-16.6;5.1
SAE;193412;-;81;80;743.6;166.6;77.0;3588;-4.8;-10.5;2.3
SAE;193501;-;311;62;742.9;253.3;71.8;5748;-11.8;-20.2;-1.9
SAE;193502;-;480;79;739.2;199.3;79.6;4152;-9.6;-22.0;-0.8
SAE;193503;-;539;60;746.9;218.3;62.9;9642;-8.3;-23.7;1.1
SAE;193504;-;511;85;742.6;358.6;81.5;4590;-5.6;-16.9;3.0
SAE;193505;-;-;70;747.3;157.4;65.1;10470;-1.6;-12.4;7.0
SAE;193506;-;-;63;755.6;216.0;58.4;12624;5.7;-3.2;16.6
SAE;193507;-;-;65;757.0;135.7;77.1;11214;6.0;-2.7;16.0
SAE;193508;-;-;63;754.1;261.8;79.3;9534;4.7;-4.0;14.2
SAE;193509;-;-;62;754.3;190.8;74.0;9792;3.7;-7.0;13.8
SAE;193510;-;-;84;747.3;263.9;86.4;4284;-1.4;-11.6;6.7
SAE;193511;-;57;66;744.8;85.0;75.4;7356;-4.4;-11.3;1.7
SAE;193512;-;183;68;736.1;152.5;82.4;5064;-9.2;-17.5;0.4
SAE;193601;-;306;87;739.9;378.9;85.0;2910;-6.6;-14.8;1.0
SAE;193602;-;427;72;737.4;149.2;80.7;5844;-9.1;-21.8;0.0
SAE;193603;-;386;61;743.3;69.5;71.0;10284;-5.3;-14.6;0.6
SAE;193604;-;351;80;742.2;134.0;85.4;5220;-4.6;-14.0;3.5
SAE;193605;-;-;69;747.2;108.2;80.5;9642;0.6;-7.9;7.4
SAE;193606;-;-;82;752.4;252.0;82.3;5496;3.0;-7.1;13.0
SAE;193607;-;-;77;753.8;438.9;84.8;7422;4.6;-1.9;15.6
SAE;193608;-;-;58;756.9;229.9;71.6;11352;5.4;-1.7;13.1
SAE;193609;-;-;80;753.5;340.7;81.7;5892;2.7;-11.5;15.4
SAE;193610;-;-;67;747.3;219.1;78.4;8496;-5.4;-12.6;3.3
SAE;193611;-;185;60;746.4;96.6;69.9;7848;-4.6;-10.0;1.0
SAE;193612;-;255;55;750.5;160.0;71.2;8118;-6.1;-15.2;3.3
SAE;193701;-;316;64;745.2;183.6;69.1;6282;-6.4;-17.0;3.2
SAE;193702;-;451;89;738.7;373.7;87.0;1920;-8.4;-16.6;0.6
SAE;193703;-;566;78;736.2;125.2;82.2;6006;-8.7;-17.0;-1.0
SAE;193704;-;570;87;743.0;359.2;85.1;4776;-5.6;-11.6;2.0
SAE;193705;-;-;70;752.4;166.1;74.2;10752;1.6;-6.4;11.2
SAE;193706;-;-;73;754.2;250.6;75.3;9126;4.4;-3.8;15.4
SAE;193707;-;-;76;755.0;205.4;80.4;9300;5.5;-3.3;14.2
SAE;193708;-;-;76;754.6;315.7;80.4;7536;4.9;-1.8;13.8
SAE;193709;-;-;67;751.4;232.9;84.2;7710;2.0;-6.0;11.0
SAE;193710;-;-;62;750.2;56.2;73.3;7758;0.4;-8.6;9.6
SAE;193711;-;52;64;745.3;115.8;74.2;6360;-5.7;-15.6;3.4
SAE;193712;-;104;67;739.3;105.6;76.6;5052;-10.6;-19.7;-1.3
SAE;193801;-;224;80;743.1;252.5;81.7;3192;-9.6;-22.0;1.8
SAE;193802;-;360;43;748.5;119.2;68.8;9822;-8.2;-18.2;1.2
SAE;193803;-;325;45;754.7;108.2;68.5;12222;-4.1;-12.8;4.4
SAE;193804;-;345;72;746.3;130.8;82.4;7356;-8.4;-17.1;1.4
SAE;193805;-;-;71;747.4;190.9;81.5;9012;-1.4;-10.4;7.0
SAE;193806;-;-;67;756.0;146.2;79.4;11598;5.1;-5.3;13.8
SAE;193807;-;-;70;755.0;281.4;82.7;9558;4.9;-3.2;15.9
SAE;193808;-;-;73;753.0;343.9;81.4;8004;5.2;-4.1;14.8
SAE;193809;-;-;63;754.1;126.1;75.7;10032;3.6;-3.5;10.7
SAE;193810;-;-;53;750.4;109.4;69.6;10890;0.1;-8.0;9.4
SAE;193811;-;9;54;750.6;85.2;68.7;9186;-1.5;-10.6;8.4
SAE;193812;-;67;63;740.4;146.5;71.7;5172;-8.5;-20.6;0.4
SAE;193901;-;187;73;740.4;155.6;74.1;4992;-7.6;-18.0;1.3
SAE;193902;-;184;46;749.1;90.2;59.4;9612;-5.9;-17.1;3.8
SAE;193903;-;348;81;739.8;299.2;81.3;5382;-11.3;-19.8;0.6
SAE;193904;-;270;67;746.6;69.4;76.8;8802;-2.4;-10.8;5.6
SAE;193905;-;-;90;745.1;196.7;88.4;3258;-2.5;-6.2;3.0
SAE;193906;-;-;68;752.6;211.4;76.3;9984;4.2;-6.0;13.0
SAE;193907;-;-;68;754.4;306.7;78.0;10302;4.7;-5.0;14.6
SAE;193908;-;-;78;754.8;265.0;80.3;8532;5.8;-1.9;12.8
SAE;193909;-;-;64;751.8;173.4;80.9;8394;2.3;-6.7;11.8
SAE;193910;-;-;89;744.4;424.9;91.3;1944;-3.2;-14.7;7.4
SAE;193911;-;123;69;748.5;375.7;80.1;5550;-3.2;-15.6;7.8
SAE;193912;-;287;61;742.4;236.2;75.5;7098;-9.0;-24.0;0.2
SAE;194001;-;279;59;739.8;120.4;75.5;6546;-10.2;-26.2;0.4
SAE;194002;-;356;74;741.7;219.6;80.5;4260;-8.4;-30.4;4.7
SAE;194003;-;427;78;743.9;300.1;84.9;5538;-7.7;-20.0;3.6
SAE;194004;-;461;70;745.3;205.3;82.0;8364;-4.3;-14.4;5.6
SAE;194005;-;-;75;747.9;360.3;87.5;7002;-0.7;-9.6;9.4
SAE;194006;-;-;75;751.9;200.8;87.3;6486;2.4;-4.0;9.6
SAE;194007;-;-;81;753.4;453.6;89.3;6366;3.7;-2.8;12.6
SAE;194008;-;-;65;755.9;370.0;84.0;9798;3.6;-5.4;12.1
SAE;194009;-;-;69;753.4;480.2;85.9;7608;2.6;-9.0;10.5
SAE;194010;-;-;62;746.9;53.6;80.2;8256;-0.3;-12.6;7.7
SAE;194011;-;55;76;745.2;275.9;80.9;4920;-5.4;-17.0;3.6
SAE;194012;-;284;55;742.5;304.8;66.6;7488;-11.3;-24.0;-2.6
SAE;194101;-;309;73;735.5;136.4;82.6;4338;-9.5;-23.0;-3.2
SAE;194102;-;376;70;735.8;135.4;79.4;5646;-9.5;-19.7;1.0
SAE;194103;-;403;61;743.1;153.0;75.4;9066;-6.6;-14.4;0.2
SAE;194104;-;354;72;742.5;88.5;85.0;6192;-5.7;-17.8;2.4
SAE;194105;-;-;79;744.9;206.5;86.6;6420;-3.3;-13.0;3.9
SAE;194106;-;-;68;754.3;246.2;80.1;10518;3.8;-5.6;14.4
SAE;194107;-;-;76;755.3;275.7;81.3;8658;6.2;-1.6;15.4
SAE;194108;-;-;81;752.7;542.9;86.3;6462;3.7;-4.1;13.2
SAE;194109;-;-;47;756.5;174.4;67.4;12690;2.9;-7.6;13.2
SAE;194110;-;-;76;749.9;421.4;85.7;6282;-3.4;-16.8;8.6
SAE;194111;-;168;61;746.1;123.5;78.1;7170;-5.1;-15.1;3.4
SAE;194112;-;182;61;749.0;175.1;70.6;6894;-8.9;-22.4;2.0
SAE;194201;-;300;71;737.4;174.3;78.8;5412;-13.9;-24.1;-4.0
SAE;194202;-;438;56;737.7;95.5;74.4;8298;-11.5;-22.4;-1.0
SAE;194203;-;412;62;745.1;193.3;74.2;9120;-3.8;-12.1;3.3
SAE;194204;-;377;72;745.5;181.7;78.2;8718;-4.0;-13.8;2.2
SAE;194205;-;-;75;750.0;309.7;83.2;7602;0.0;-14.0;10.8
SAE;194206;-;-;61;754.1;220.6;74.4;10740;4.1;-6.6;13.5
SAE;194207;-;-;74;754.7;397.7;83.8;8130;4.9;-2.9;14.2
SAE;194208;-;-;56;756.2;240.4;75.6;10116;6.1;-2.1;15.8
SAE;194209;-;-;56;754.8;136.2;76.1;10746;5.3;-4.2;13.0
SAE;194210;-;-;57;753.3;198.1;72.2;8928;2.0;-7.4;12.5
SAE;194211;-;74;51;748.4;162.1;66.0;8214;-5.9;-18.9;2.4
SAE;194212;-;113;51;747.8;57.1;60.5;7626;-5.7;-17.2;5.0
SAE;194301;-;271;74;742.5;248.7;67.8;4554;-7.9;-18.0;1.7
SAE;194302;-;354;53;750.8;209.4;64.2;7926;-7.1;-14.7;2.4
SAE;194303;-;228;54;748.6;88.9;69.2;10866;-4.3;-14.0;1.3
SAE;194304;-;238;64;752.0;251.6;79.8;10146;-3.2;-15.0;6.2
SAE;194305;-;-;72;752.8;169.1;73.4;9798;1.6;-10.4;10.0
SAE;194306;-;-;86;754.8;399.7;85.5;5490;1.9;-4.6;11.2
SAE;194307;-;-;66;754.9;267.9;75.8;10422;5.6;-4.6;15.6
SAE;194308;-;-;61;756.7;143.5;70.6;11298;7.0;-0.5;17.7
SAE;194309;-;-;72;754.1;149.8;72.3;7854;4.6;-6.7;14.6
SAE;194310;-;-;33;752.5;0.0;56.5;13920;2.8;-5.5;9.2
SAE;194311;-;36;65;743.9;293.1;72.5;4980;-7.0;-14.6;4.3
SAE;194312;-;126;60;748.2;121.0;64.8;6462;-6.5;-18.0;1.2
SAE;194401;-;211;60;752.1;211.9;62.9;7422;-6.6;-19.6;1.6
SAE;194402;-;403;60;738.1;240.8;78.5;6522;-12.1;-21.0;-0.8
SAE;194403;-;474;82;741.3;245.8;79.8;4770;-11.7;-18.8;-4.5
SAE;194404;-;447;74;749.7;174.1;75.9;6450;-2.7;-14.6;6.9
SAE;194405;-;-;72;751.8;119.7;79.5;8532;0.1;-11.3;12.0
SAE;194406;-;-;83;750.2;308.3;87.0;4950;1.8;-5.7;10.4
SAE;194407;-;-;81;753.6;416.1;83.0;6420;5.0;-1.6;14.4
SAE;194408;-;-;63;757.5;139.8;73.3;10944;9.3;1.7;18.6
SAE;194409;-;-;67;754.5;312.5;82.5;7961;2.4;-7.0;11.9
SAE;194410;-;-;75;744.6;269.7;80.7;6000;-2.6;-11.7;4.2
SAE;194411;-;184;80;742.8;564.9;82.8;2892;-6.8;-14.4;2.2
SAE;194412;-;275;59;743.4;244.2;62.3;7134;-9.2;-18.8;-1.6
SAE;194501;-;279;71;735.7;101.0;67.0;5052;-13.8;-24.2;-1.7
SAE;194502;-;384;72;752.6;274.6;63.8;6504;-5.7;-12.4;0.9
SAE;194503;-;464;69;753.3;288.7;72.7;7170;-5.7;-17.8;2.0
SAE;194504;-;458;64;750.1;270.8;67.9;9072;-2.6;-13.4;4.6
SAE;194505;-;-;66;751.1;169.4;62.6;10836;2.5;-13.0;12.3
SAE;194506;-;-;69;756.9;183.4;76.9;9006;5.4;-3.6;15.2
SAE;194507;-;-;60;756.2;193.0;81.9;12414;7.2;-3.8;18.2
SAE;194508;-;-;76;751.8;388.2;88.1;7446;4.9;-2.4;16.6
SAE;194509;-;-;64;755.2;354.3;85.6;8826;3.4;-6.3;13.4
SAE;194510;-;-;60;753.4;164.8;80.8;8814;-0.9;-10.5;5.2
SAE;194511;-;58;50;746.1;114.8;70.7;8442;-5.1;-13.5;3.4
SAE;194512;-;139;79;741.5;305.9;81.4;3372;-8.2;-22.5;2.2
SAE;194601;-;174;45;747.3;136.7;71.9;9024;-8.4;-24.9;0.1
SAE;194602;-;328;92;744.2;393.7;91.9;1824;-9.0;-17.0;-2.1
SAE;194603;-;394;51;744.2;105.6;77.3;10302;-5.1;-12.7;4.0
SAE;194604;-;284;52;750.2;23.3;73.2;11412;-0.3;-8.6;6.2
SAE;194605;-;-;72;747.9;146.4;79.9;8442;2.1;-6.7;10.0
SAE;194606;-;-;80;752.7;246.2;89.5;4296;2.5;-5.1;13.8
SAE;194607;-;-;62;757.4;233.2;79.0;10704;6.7;-1.7;16.8
SAE;194608;-;-;71;753.8;205.8;82.7;8028;5.0;-3.6;17.5
SAE;194609;-;-;54;755.5;195.8;73.7;11022;4.9;-4.7;11.7
SAE;194610;-;-;57;749.2;218.2;71.4;9522;-1.2;-10.9;10.2
SAE;194611;-;45;57;744.5;112.9;70.8;8286;-4.8;-10.9;1.8
