stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;ure200m0;sre000m0;tre200mn;tre200mx
SMA;196812;-;3;92;944.8;51.9;-1.3;88.7;1524;-9.6;9.1
SMA;196901;-;10;88;948.5;50.7;0.3;88.1;2190;-7.9;8.5
SMA;196902;-;8;80;942.0;46.8;-1.0;79.2;4548;-9.7;11.0
SMA;196903;-;0;76;944.3;53.9;3.7;78.9;4956;-4.0;15.1
SMA;196904;-;0;70;948.7;84.7;7.6;71.3;8412;-2.4;24.8
SMA;196905;-;0;61;948.0;74.4;14.0;66.2;14004;3.0;31.3
SMA;196906;-;0;67;948.9;187.1;13.7;74.1;10542;4.2;27.0
SMA;196907;-;0;48;955.3;57.6;18.5;70.5;16386;7.2;31.8
SMA;196908;-;0;60;950.7;189.0;16.2;74.2;11910;6.9;29.7
SMA;196909;-;0;66;951.6;23.0;14.7;79.1;8958;8.1;25.0
SMA;196910;-;0;62;956.4;9.6;9.9;80.8;8130;1.5;21.2
SMA;196911;-;1;71;945.8;95.3;4.9;75.2;6102;-8.0;16.0
SMA;196912;-;11;96;946.2;79.8;-3.9;85.5;666;-12.0;5.5
SMA;197001;-;5;82;943.5;61.0;-0.6;85.2;2448;-9.1;9.9
SMA;197002;-;12;91;944.2;289.2;0.6;79.1;1842;-9.8;11.7
SMA;197003;-;8;72;945.3;61.4;1.7;71.9;6984;-8.4;14.0
SMA;197004;-;1;83;948.5;199.8;5.8;70.8;6312;-2.8;23.8
SMA;197005;-;0;72;949.6;95.1;11.3;68.0;9966;0.5;25.0
SMA;197006;-;0;63;951.5;149.2;16.9;69.8;12852;6.3;30.1
SMA;197007;-;0;63;951.5;105.4;17.1;68.2;13872;5.4;30.3
SMA;197008;-;0;68;950.6;225.0;17.2;75.0;11124;7.6;32.7
SMA;197009;-;0;50;953.9;56.4;14.4;73.1;12702;4.4;28.2
SMA;197010;-;0;68;953.9;57.3;8.7;76.5;7056;0.3;23.8
SMA;197011;-;0;82;950.0;80.8;5.9;74.0;4140;-1.4;20.7
SMA;197012;-;1;91;953.3;39.9;-0.9;81.9;1764;-11.0;10.2
SMA;197101;-;6;80;946.4;33.5;-1.7;88.4;3540;-13.3;10.0
SMA;197102;-;3;75;952.1;56.5;-0.1;85.7;5232;-9.1;7.8
SMA;197103;-;2;74;945.8;45.2;0.7;78.3;6402;-14.4;13.0
SMA;197104;-;0;54;944.8;66.2;10.9;66.3;12768;-0.4;24.2
SMA;197105;-;0;75;945.7;83.6;14.2;75.2;10104;5.0;28.3
SMA;197106;-;0;80;948.1;202.1;14.0;77.9;9390;7.4;24.6
SMA;197107;-;0;35;952.7;93.9;18.8;69.3;19674;7.5;30.7
SMA;197108;-;0;60;950.8;122.5;18.1;78.4;13344;10.6;30.0
SMA;197109;-;0;48;955.5;80.1;13.1;78.1;13986;2.0;23.9
SMA;197110;-;0;53;958.9;43.7;10.1;81.9;10674;0.2;23.0
SMA;197111;-;0;84;947.6;89.9;3.0;83.0;3798;-6.6;14.5
SMA;197112;-;0;85;958.4;38.2;1.3;88.1;2484;-4.2;10.4
SMA;197201;-;2;86;946.3;23.0;-0.2;84.0;2064;-7.4;10.0
SMA;197202;-;1;78;944.2;15.7;3.2;81.4;5412;-7.9;16.6
SMA;197203;-;0;55;947.0;15.4;6.7;74.8;10644;-1.5;18.4
SMA;197204;-;0;85;944.7;121.8;7.5;80.9;5610;-2.0;22.0
SMA;197205;-;0;79;947.6;94.5;11.6;77.1;9312;2.5;23.2
SMA;197206;-;0;70;949.6;152.6;14.3;75.5;10836;5.3;27.2
SMA;197207;-;0;73;952.2;166.5;17.0;78.7;11754;7.8;30.6
SMA;197208;-;0;60;952.6;126.4;16.0;79.3;12060;6.6;29.2
SMA;197209;-;0;55;952.6;32.8;10.9;82.7;10362;2.6;23.3
SMA;197210;-;0;60;952.9;18.7;7.1;83.0;7596;-0.6;18.5
SMA;197211;-;0;73;952.9;210.5;4.4;85.8;4722;-4.5;15.8
SMA;197212;-;0;81;957.3;26.0;-0.6;88.8;2940;-7.6;11.0
SMA;197301;-;1;89;955.2;40.3;-1.1;86.7;990;-6.8;4.9
SMA;197302;-;5;80;949.1;51.6;-0.2;81.3;4254;-8.6;7.7
SMA;197303;-;0;65;955.6;33.4;3.1;71.5;7824;-8.0;17.3
SMA;197304;-;1;76;948.5;88.1;5.3;68.7;8112;-2.7;21.0
SMA;197305;-;0;69;951.4;94.0;13.7;64.2;13206;3.0;25.6
SMA;197306;-;0;64;952.9;187.3;16.3;68.9;12504;6.3;29.4
SMA;197307;-;0;65;949.8;152.3;17.1;70.7;11592;8.2;29.4
SMA;197308;-;0;54;954.1;74.2;18.8;77.2;13332;10.7;29.7
SMA;197309;-;0;51;952.5;81.1;15.0;81.3;11448;6.2;29.0
SMA;197310;-;0;71;953.4;130.1;7.6;86.2;4878;-0.4;19.6
SMA;197311;-;1;69;955.5;116.5;3.6;83.2;4584;-5.8;13.4
SMA;197312;-;3;80;949.7;61.1;0.3;82.2;1938;-14.0;11.0
SMA;197401;-;0;81;954.1;43.6;2.9;85.2;2508;-3.4;14.7
SMA;197402;-;1;86;944.3;83.7;2.9;82.7;3066;-3.9;15.0
SMA;197403;-;0;73;947.3;43.0;7.1;73.8;7182;-2.4;22.5
SMA;197404;-;0;49;945.2;41.1;8.6;67.9;12396;-1.2;19.2
SMA;197405;-;0;69;947.7;128.4;11.6;74.5;11682;2.6;23.1
SMA;197406;-;0;63;949.1;137.9;14.5;75.2;12408;5.5;26.2
SMA;197407;-;0;58;952.5;136.3;17.1;73.2;14784;8.6;28.4
SMA;197408;-;0;58;951.7;100.0;18.1;78.2;13314;8.8;32.3
SMA;197409;-;0;63;949.2;81.3;13.7;82.0;8502;3.6;25.7
SMA;197410;-;0;89;946.2;127.0;4.8;86.3;2226;0.0;12.5
SMA;197411;-;0;80;949.6;127.9;4.3;85.7;2532;-1.0;14.0
SMA;197412;-;0;79;957.1;101.7;4.1;81.2;3222;-5.0;14.2
SMA;197501;-;0;74;953.7;76.2;3.6;82.7;3192;-2.4;11.0
SMA;197502;-;0;51;955.7;22.1;1.8;78.5;8460;-4.5;13.4
SMA;197503;-;1;83;942.0;73.7;3.6;81.5;4368;-5.7;14.0
SMA;197504;-;1;70;949.0;95.6;7.8;71.1;8142;-1.9;21.7
SMA;197505;-;0;70;948.2;84.5;12.7;71.8;9672;2.5;27.4
SMA;197506;-;0;71;951.0;150.4;14.2;74.5;9192;4.0;27.1
SMA;197507;-;0;55;952.0;113.3;17.8;72.8;14724;8.4;30.6
SMA;197508;-;0;63;952.3;294.6;17.6;79.6;11580;9.6;29.6
SMA;197509;-;0;68;952.0;118.3;16.2;82.7;8394;8.5;27.7
SMA;197510;-;0;69;954.6;61.3;7.7;86.7;6348;1.9;20.4
SMA;197511;-;0;80;950.1;116.4;4.4;86.6;2814;-5.6;14.9
SMA;197512;-;1;85;956.1;10.4;-0.6;89.0;1782;-9.2;7.5
SMA;197601;-;2;78;953.0;54.0;1.3;81.8;2964;-11.1;9.0
SMA;197602;-;3;76;952.3;42.0;1.1;86.7;4266;-8.4;15.4
SMA;197603;-;0;50;950.9;12.9;3.7;70.8;9990;-7.0;17.5
SMA;197604;-;0;49;947.7;56.7;8.1;71.8;12702;-1.2;21.0
SMA;197605;-;0;58;950.3;80.8;13.4;73.2;13626;1.5;26.9
SMA;197606;-;0;41;953.7;34.1;18.2;66.2;18072;5.9;30.2
SMA;197607;-;0;59;950.8;228.4;19.0;74.1;13140;10.0;31.3
SMA;197608;-;0;59;952.7;118.3;15.7;77.1;12324;8.4;25.2
SMA;197609;-;0;73;950.2;103.5;12.6;82.9;6408;5.3;22.6
SMA;197610;-;0;74;943.6;61.9;10.5;85.7;5922;2.7;22.3
SMA;197611;-;0;85;951.0;58.9;4.5;84.4;2190;-0.2;19.1
SMA;197612;-;6;86;944.3;110.7;-1.6;89.9;1644;-10.8;7.5
SMA;197701;-;16;89;946.8;80.9;0.7;88.6;1440;-6.4;8.6
SMA;197702;-;0;79;944.8;139.4;4.8;78.6;4074;-4.4;13.0
SMA;197703;-;0;78;952.5;71.8;7.6;73.6;6510;-3.0;21.2
SMA;197704;-;0;83;948.9;165.7;6.4;78.9;5856;-2.0;21.4
SMA;197705;-;0;70;948.0;75.5;11.7;73.5;9876;2.8;24.5
SMA;197706;-;0;70;948.9;122.4;15.2;74.7;9816;5.7;30.0
SMA;197707;-;0;61;949.2;122.2;17.1;73.4;11994;8.3;28.0
SMA;197708;-;0;69;948.7;104.1;15.9;78.5;8928;9.2;26.3
SMA;197709;-;0;60;955.9;57.3;12.6;78.6;8682;3.5;24.8
SMA;197710;-;0;74;953.1;74.0;10.8;82.2;5532;2.8;23.2
SMA;197711;-;0;76;947.7;89.5;5.2;77.5;4068;-4.0;19.4
SMA;197712;-;0;84;953.5;67.5;1.6;86.4;2226;-5.7;14.3
SMA;197801;-;2;84;946.6;65.9;0.1;82.9;2130;-9.0;6.7
SMA;197802;-;14;85;941.3;127.5;-0.4;81.1;2826;-6.1;13.1
SMA;197803;-;0;80;947.8;145.8;4.9;72.9;5940;-1.8;18.6
SMA;197804;-;0;70;943.2;47.9;7.3;67.5;8406;-1.5;19.0
SMA;197805;-;0;73;947.7;135.7;10.9;73.0;6528;3.3;22.4
SMA;197806;-;0;64;949.6;136.2;14.3;70.5;9534;6.3;27.1
SMA;197807;-;0;63;951.6;100.0;16.3;71.5;9936;8.5;28.5
SMA;197808;-;0;60;952.8;179.4;15.6;75.8;11064;6.8;26.9
SMA;197809;-;0;58;953.6;51.6;13.3;77.0;10656;3.6;24.0
SMA;197810;-;0;69;955.9;102.8;8.3;87.2;5772;2.0;18.5
SMA;197811;-;0;74;959.8;16.5;3.3;87.6;4230;-4.8;11.4
SMA;197812;-;1;85;942.4;95.3;1.8;82.0;1758;-7.1;11.3
SMA;197901;-;8;80;946.4;74.3;-2.9;85.5;2364;-12.2;5.8
SMA;197902;-;1;81;943.4;88.2;2.0;83.1;3678;-6.8;11.9
SMA;197903;-;0;78;944.1;137.6;5.1;78.7;4932;-1.1;16.7
SMA;197904;-;0;73;946.3;100.8;6.1;74.2;7038;-0.6;19.6
SMA;197905;-;0;55;951.3;48.4;12.4;66.0;12402;-0.8;28.1
SMA;197906;-;0;64;952.5;124.9;16.1;73.5;9084;7.2;26.5
SMA;197907;-;0;59;954.1;70.6;17.2;66.7;10302;7.3;30.2
SMA;197908;-;0;61;950.3;108.3;15.6;73.8;10176;6.7;28.2
SMA;197909;-;0;53;954.3;95.6;13.8;77.8;9912;3.8;25.4
SMA;197910;-;0;71;947.9;87.5;9.7;85.7;4896;1.3;19.3
SMA;197911;-;3;79;950.6;148.2;3.7;84.6;3114;-2.9;13.9
SMA;197912;-;5;78;948.6;99.8;3.8;77.9;3006;-2.9;13.5
SMA;198001;-;12;90;948.6;105.5;-1.2;82.8;1782;-8.1;10.8
SMA;198002;-;0;66;953.6;70.8;3.3;77.4;5244;-3.0;11.5
SMA;198003;-;0;73;944.0;75.8;4.8;73.6;5640;-3.5;14.6
SMA;198004;-;0;71;950.3;75.6;5.9;72.5;6390;-0.9;17.8
SMA;198005;-;0;64;946.0;84.6;10.8;68.4;9006;3.5;22.1
SMA;198006;-;0;74;949.1;160.4;14.0;75.2;7164;6.8;28.2
SMA;198007;-;0;69;949.5;127.9;15.0;76.0;7422;6.9;28.6
SMA;198008;-;0;56;952.1;71.7;17.8;72.5;11280;6.7;30.3
SMA;198009;-;0;50;955.1;33.4;14.9;76.8;11490;7.5;25.0
SMA;198010;-;0;73;947.8;127.3;8.3;82.5;5184;0.0;19.3
SMA;198011;-;0;78;949.9;49.2;2.9;80.6;2988;-4.4;16.0
SMA;198012;-;5;70;953.4;45.1;-0.5;82.3;3300;-12.4;10.2
SMA;198101;38;13;81;954.6;95.2;-2.0;85.1;2380;-9.4;7.8
SMA;198102;71;2;61;952.0;23.7;-1.0;78.7;5061;-7.7;7.1
SMA;198103;108;0;78;945.9;106.2;7.5;75.3;6303;-1.8;21.3
SMA;198104;177;0;60;949.7;21.7;9.6;68.7;9975;-1.9;23.1
SMA;198105;179;0;74;946.9;106.7;12.1;73.4;8404;2.5;26.7
SMA;198106;214;0;66;952.3;49.4;15.7;70.3;9489;5.1;29.1
SMA;198107;182;0;69;952.7;165.5;16.3;75.9;8871;8.3;28.5
SMA;198108;209;0;46;953.5;114.6;17.6;70.6;13459;7.8;29.5
SMA;198109;103;0;78;951.4;196.7;14.0;84.0;4619;5.7;23.4
SMA;198110;73;0;76;948.2;187.9;9.2;81.6;4331;0.4;22.2
SMA;198111;60;0;54;958.0;53.4;4.7;77.4;7086;-4.8;17.4
SMA;198112;28;5;83;937.5;168.6;0.6;86.0;1372;-11.8;11.3
SMA;198201;29;3;85;952.3;138.9;0.3;86.9;1290;-7.8;10.3
SMA;198202;70;2;64;952.8;18.5;0.7;82.0;5117;-8.0;11.5
SMA;198203;103;0;71;950.7;46.8;4.1;74.3;6333;-2.5;16.4
SMA;198204;185;0;58;950.6;50.9;7.3;62.5;10347;-1.1;20.2
SMA;198205;224;0;55;953.6;40.1;12.9;68.0;12405;2.3;25.8
SMA;198206;211;0;68;950.7;184.2;16.7;74.5;9839;8.3;28.1
SMA;198207;218;0;54;952.2;174.3;19.1;73.1;12612;11.2;30.0
SMA;198208;172;0;65;951.6;202.2;16.7;80.1;8769;8.3;29.1
SMA;198209;147;0;55;953.5;51.2;15.9;82.0;10461;8.2;25.9
SMA;198210;70;0;79;948.1;107.0;9.3;86.6;4112;2.4;17.1
SMA;198211;46;0;71;951.1;65.4;5.9;84.1;3827;-1.7;20.1
SMA;198212;26;0;81;949.5;92.4;2.8;85.0;2172;-4.7;12.4
SMA;198301;43;0;69;961.0;83.2;2.9;83.2;4776;-4.0;12.0
SMA;198302;74;7;65;950.2;55.8;-1.5;79.6;4926;-10.8;12.2
SMA;198303;112;1;64;951.3;67.5;5.6;77.0;7222;-2.2;16.8
SMA;198304;148;0;78;944.6;85.7;9.1;73.0;6003;0.6;23.4
SMA;198305;166;0;78;945.8;143.7;10.6;75.4;7197;3.8;24.7
SMA;198306;227;0;68;953.5;65.6;16.9;67.5;9655;7.4;29.4
SMA;198307;274;0;29;952.6;36.7;22.1;61.0;17292;9.9;35.8
SMA;198308;187;0;55;952.2;56.2;18.2;71.5;10339;10.0;28.9
SMA;198309;145;0;56;952.8;116.6;14.5;74.8;9702;7.4;24.0
SMA;198310;90;0;59;956.7;35.8;9.8;78.9;7171;0.6;23.0
SMA;198311;42;0;79;952.0;92.7;3.1;85.1;2933;-5.3;14.9
SMA;198312;36;0;73;951.7;36.4;1.0;82.5;4302;-7.5;13.9
SMA;198401;37;6;78;947.9;96.2;0.9;81.4;2686;-7.5;11.9
SMA;198402;62;2;76;951.9;62.4;-0.5;79.5;3304;-9.8;9.3
SMA;198403;131;2;50;947.6;25.0;2.5;70.8;9189;-5.7;15.8
SMA;198404;176;0;59;950.6;70.8;7.2;66.9;10162;-1.4;23.4
SMA;198405;162;0;78;943.0;87.6;9.9;71.7;5808;1.5;21.1
SMA;198406;224;0;59;951.4;84.6;15.2;65.8;10836;6.2;26.7
SMA;198407;244;0;45;953.6;63.1;18.1;63.4;14487;8.0;34.7
SMA;198408;179;0;53;952.4;77.7;17.1;71.8;10378;11.0;30.2
SMA;198409;115;0;73;947.8;229.0;12.9;77.7;6803;5.9;27.5
SMA;198410;90;0;63;953.4;69.7;10.4;78.9;6995;2.4;19.5
SMA;198411;46;0;74;946.2;67.7;6.0;83.6;3565;-2.4;18.1
SMA;198412;30;0;79;956.2;60.1;2.0;85.8;2672;-6.4;10.2
SMA;198501;42;12;75;945.2;77.6;-5.1;83.6;1951;-19.5;7.4
SMA;198502;77;7;66;953.0;65.0;-0.3;75.8;5462;-13.1;9.5
SMA;198503;106;2;78;947.6;41.5;3.3;71.7;5519;-6.4;15.2
SMA;198504;168;0;65;947.7;106.9;8.5;65.0;9423;-0.7;22.4
SMA;198505;184;0;68;945.9;127.9;12.6;71.7;8750;0.1;26.4
SMA;198506;217;0;68;950.5;128.3;14.1;69.0;10230;4.9;26.9
SMA;198507;238;0;48;952.9;62.3;19.1;68.0;14598;11.3;32.2
SMA;198508;208;0;49;952.5;93.8;17.2;72.2;14194;7.3;31.6
SMA;198509;166;0;39;956.3;44.9;15.4;76.1;13139;6.3;25.8
SMA;198510;91;0;60;957.8;7.1;9.5;81.1;8007;0.2;24.6
SMA;198511;36;4;83;948.0;134.9;1.2;82.7;1979;-5.6;18.3
SMA;198512;42;0;66;952.7;69.4;3.6;78.3;5319;-5.3;14.4
SMA;198601;38;4;79;945.5;143.1;0.9;79.9;3048;-8.5;12.2
SMA;198602;66;15;83;943.7;54.3;-5.2;81.9;2311;-15.3;3.8
SMA;198603;116;10;65;949.7;73.5;3.5;74.0;7586;-8.0;16.4
SMA;198604;114;1;85;944.1;179.9;6.0;77.9;4645;-4.1;20.7
SMA;198605;176;0;69;952.8;150.7;14.1;76.3;9163;3.8;27.3
SMA;198606;224;0;51;951.5;99.0;15.8;71.9;13412;3.6;29.3
SMA;198607;221;0;51;953.2;119.4;17.4;70.6;13816;8.7;29.3
SMA;198608;186;0;61;951.1;159.7;16.9;76.8;11682;6.9;32.3
SMA;198609;148;0;59;954.9;29.3;13.6;77.9;10144;4.6;26.2
SMA;198610;90;0;60;954.7;74.4;10.7;81.4;7862;0.7;22.2
SMA;198611;58;0;58;956.9;38.1;5.4;80.8;6618;-4.0;14.3
SMA;198612;30;5;81;954.6;82.9;1.6;84.6;2577;-9.4;9.0
SMA;198701;32;8;83;950.6;48.7;-4.3;85.0;2624;-20.8;10.7
SMA;198702;38;5;91;947.9;84.2;0.6;87.0;1341;-8.8;11.3
SMA;198703;113;2;68;950.4;63.6;1.0;74.7;6474;-10.4;14.7
SMA;198704;184;0;49;951.9;75.1;9.9;65.6;11580;-1.9;25.2
SMA;198705;166;0;71;949.7;148.2;9.8;74.9;7623;1.9;23.8
SMA;198706;174;0;75;951.3;232.2;14.0;79.1;7462;5.6;30.8
SMA;198707;201;0;63;951.5;133.1;18.0;76.2;9696;9.5;28.8
SMA;198708;180;0;59;951.9;115.9;16.9;76.2;11319;8.3;29.2
SMA;198709;156;0;55;953.8;168.2;16.7;76.8;11310;3.3;28.3
SMA;198710;73;0;76;950.3;34.6;10.0;85.6;4867;2.7;23.0
SMA;198711;40;0;81;950.7;60.7;5.0;85.2;2526;-0.9;15.6
SMA;198712;29;0;80;954.6;50.7;2.3;86.5;2863;-6.7;12.1
SMA;198801;37;0;80;947.5;53.9;3.4;82.2;3048;-3.2;12.9
SMA;198802;70;2;68;949.0;57.7;1.7;76.6;5256;-4.6;10.1
SMA;198803;81;3;85;947.8;190.2;3.4;79.2;3477;-6.4;14.7
SMA;198804;165;0;63;948.5;75.8;9.3;71.8;9612;-0.5;22.4
SMA;198805;201;0;66;947.6;125.0;14.2;72.5;10156;4.0;25.6
SMA;198806;219;0;60;949.6;168.4;15.4;74.8;10629;6.6;25.1
SMA;198807;231;0;53;951.9;166.4;17.7;73.0;13903;9.1;31.6
SMA;198808;187;0;55;951.2;220.1;17.7;78.2;12172;9.5;29.8
SMA;198809;132;0;63;954.1;69.9;13.9;80.0;8518;5.7;23.8
SMA;198810;70;0;70;952.6;113.4;10.7;86.0;4985;0.1;20.6
SMA;198811;45;4;70;955.8;56.2;2.9;85.7;3940;-8.9;14.7
SMA;198812;22;0;83;957.8;117.6;2.7;86.8;1817;-5.7;11.2
SMA;198901;37;0;80;964.8;7.0;1.0;88.2;3493;-4.4;8.6
SMA;198902;60;0;74;954.2;70.0;3.0;82.7;4632;-3.7;14.1
SMA;198903;131;0;58;951.3;47.6;8.3;67.2;11010;-0.1;23.2
SMA;198904;119;0;83;943.4;118.3;7.3;77.6;5161;1.1;18.6
SMA;198905;241;0;39;953.6;49.0;14.4;63.8;15899;1.6;25.4
SMA;198906;244;0;55;952.0;77.8;15.3;67.8;13659;5.4;27.7
SMA;198907;204;0;59;954.3;198.2;18.4;73.8;10117;9.1;29.6
SMA;198908;196;0;51;951.4;117.2;17.6;75.0;13141;6.2;30.8
SMA;198909;129;0;64;953.8;72.9;14.1;81.0;8697;4.0;25.7
SMA;198910;96;0;49;955.6;102.2;10.5;80.2;9657;2.3;20.2
SMA;198911;47;0;69;951.4;30.7;2.6;85.9;4589;-8.4;17.2
SMA;198912;29;0;81;949.9;59.2;2.5;80.2;2580;-4.6;16.3
SMA;199001;43;0;78;957.5;33.7;0.8;83.7;4357;-5.7;12.9
SMA;199002;78;0;59;951.7;153.2;6.7;71.8;7652;-1.1;17.7
SMA;199003;121;0;56;961.0;46.6;7.6;68.6;9503;-2.8;23.1
SMA;199004;137;0;73;948.3;67.7;7.2;73.8;6486;0.6;19.7
SMA;199005;235;0;55;953.1;92.0;14.8;67.6;13778;4.6;24.3
SMA;199006;197;0;68;950.5;205.5;15.2;76.8;9604;7.7;29.2
SMA;199007;242;0;46;954.1;82.9;18.4;64.3;15328;8.7;32.8
SMA;199008;213;0;45;954.7;49.8;19.0;66.6;15241;9.8;31.4
SMA;199009;143;0;61;953.0;128.3;13.4;75.4;9475;5.3;23.3
SMA;199010;86;0;71;949.0;117.7;11.2;83.1;6941;0.3;24.6
SMA;199011;37;3;81;949.0;140.9;4.4;85.3;2499;-2.0;15.1
SMA;199012;32;9;81;951.5;69.9;0.1;82.7;2971;-7.2;11.9
SMA;199101;30;0;85;957.8;59.4;0.8;84.0;2172;-6.7;13.5
SMA;199102;81;2;58;950.5;19.0;-1.1;80.5;5768;-13.0;15.5
SMA;199103;91;0;76;948.1;63.7;7.1;78.9;4775;-3.0;18.8
SMA;199104;173;0;64;950.0;62.6;7.6;66.7;10440;-1.6;19.3
SMA;199105;188;0;65;952.7;138.9;9.6;72.0;9985;0.9;23.9
SMA;199106;199;0;73;950.8;209.8;14.6;74.4;9571;6.7;27.9
SMA;199107;242;0;44;952.2;48.7;19.7;70.7;15551;11.2;31.3
SMA;199108;223;0;40;954.6;26.9;19.8;66.0;16190;9.7;33.1
SMA;199109;147;0;54;952.2;83.5;16.4;72.8;10889;7.1;27.9
SMA;199110;87;0;66;951.8;31.6;8.5;84.0;6507;-1.9;19.5
SMA;199111;35;1;80;950.1;128.5;3.9;84.1;2347;-1.6;16.6
SMA;199112;30;0;79;961.7;51.5;-0.5;85.2;2737;-7.6;10.1
SMA;199201;46;3;65;962.1;16.2;-0.8;82.0;4646;-10.2;9.9
SMA;199202;77;1;63;959.3;56.9;1.7;79.9;6108;-10.3;12.5
SMA;199203;106;0;69;950.8;90.5;6.1;72.3;6489;-0.8;16.1
SMA;199204;157;0;68;948.1;88.7;8.2;70.0;8455;0.0;25.8
SMA;199205;223;0;53;952.7;29.6;14.7;65.3;12862;4.0;27.3
SMA;199206;202;0;65;948.7;114.4;15.6;75.8;9462;7.4;27.9
SMA;199207;209;0;60;953.2;104.4;18.8;74.9;11331;11.5;31.3
SMA;199208;209;0;51;951.9;91.8;20.7;69.0;14466;9.6;32.5
SMA;199209;138;0;61;954.7;60.7;14.4;80.7;9661;5.1;26.6
SMA;199210;52;0;86;944.5;167.0;7.7;85.3;2220;-0.7;18.4
SMA;199211;32;0;84;953.2;174.1;6.3;87.8;2082;-0.4;16.1
SMA;199212;23;0;83;953.4;84.2;0.6;89.3;1629;-5.8;10.2
SMA;199301;45;0;65;960.2;24.4;3.5;79.0;4824;-11.3;16.6
SMA;199302;70;2;70;960.2;23.6;-0.4;82.8;5073;-9.8;10.4
SMA;199303;135;1;55;954.8;49.8;4.3;69.2;10314;-8.4;19.8
SMA;199304;173;0;66;946.7;78.7;10.6;66.7;10282;0.3;26.8
SMA;199305;215;0;68;949.0;131.0;14.5;72.6;11248;5.5;28.8
SMA;199306;220;0;60;952.1;128.9;16.8;72.6;11177;8.2;29.0
SMA;199307;194;0;64;953.6;284.9;16.7;77.4;9920;7.4;30.8
SMA;199308;192;0;55;954.1;119.9;17.5;77.3;12592;6.7;30.3
SMA;199309;126;0;76;948.5;72.4;13.0;83.2;7487;5.1;27.2
SMA;199310;57;0;86;949.1;98.1;7.9;87.6;3120;0.3;18.9
SMA;199311;32;0;86;953.2;52.2;1.0;88.2;1920;-6.9;12.8
SMA;199312;30;1;84;948.0;109.7;3.9;79.5;2198;-4.9;16.3
SMA;199401;39;1;79;950.7;104.4;2.5;82.7;3440;-7.0;13.6
SMA;199402;55;0;83;948.4;42.1;2.1;79.0;2752;-7.2;13.1
