stn;time;gre000m0;hto000m0;nto000m0;prestam0;rre150m0;tre200m0;ure200m0;sre000m0;tre200mn;tre200mx
SMA;199403;109;0;73;954.8;80.6;9.1;69.7;6657;-0.2;21.2
SMA;199404;137;0;75;946.8;100.2;7.2;76.4;6951;-0.4;23.8
SMA;199405;166;0;73;948.6;234.2;12.9;79.2;7452;5.0;23.5
SMA;199406;216;0;61;954.3;84.4;16.8;71.8;11580;5.9;28.9
SMA;199407;238;0;46;953.0;43.3;21.4;68.3;15262;12.7;32.9
SMA;199408;192;0;56;951.7;127.4;19.2;74.9;12251;10.1;33.3
SMA;199409;114;0;76;950.5;98.2;13.7;84.2;6096;3.7;24.1
SMA;199410;87;0;65;951.8;73.1;9.3;82.4;7491;0.5;21.1
SMA;199411;32;0;88;955.3;42.8;7.8;89.5;1644;1.7;16.1
SMA;199412;29;0;85;956.2;141.2;3.6;84.6;2789;-4.1;12.5
SMA;199501;37;3;79;951.3;120.3;0.0;82.3;3046;-10.8;13.1
SMA;199502;63;0;76;950.3;116.6;5.1;77.6;4447;-1.2;14.7
SMA;199503;120;2;61;949.0;113.7;3.7;69.7;8893;-4.7;16.9
SMA;199504;151;0;70;949.7;89.0;8.9;72.7;7889;0.0;21.5
SMA;199505;202;0;69;949.7;170.6;12.9;70.0;11039;0.4;25.7
SMA;199506;198;0;64;950.8;163.2;14.3;76.2;9343;6.6;29.1
SMA;199507;245;0;45;950.9;73.2;20.5;71.4;15115;12.8;32.7
SMA;199508;176;0;63;951.2;176.6;17.5;77.7;10245;7.2;29.8
SMA;199509;121;0;74;948.6;87.1;11.9;82.5;6859;3.0;21.0
SMA;199510;93;0;61;956.6;8.7;12.7;87.0;8154;5.6;21.9
SMA;199511;46;0;74;951.9;58.9;3.6;85.4;4330;-5.5;13.7
SMA;199512;23;5;86;948.2;145.4;-0.2;88.5;970;-8.3;12.9
SMA;199601;31;1;86;946.9;5.6;-0.6;90.9;2138;-6.7;7.9
SMA;199602;66;6;71;945.9;49.0;-0.8;79.9;4646;-9.6;10.9
SMA;199603;130;0;63;948.1;36.1;3.0;70.8;9290;-8.9;19.6
SMA;199604;177;0;65;949.3;46.1;9.4;65.7;10034;-2.0;25.2
SMA;199605;176;0;71;947.4;139.5;12.2;76.7;8483;4.2;28.2
SMA;199606;238;0;53;954.0;97.6;17.2;68.1;12709;6.8;30.5
SMA;199607;234;0;50;952.7;162.5;17.2;70.6;14163;8.5;27.9
SMA;199608;173;0;65;951.2;117.0;16.7;79.6;9448;9.4;28.7
SMA;199609;130;0;63;949.5;51.9;10.9;80.3;8072;4.2;21.5
SMA;199610;68;0;79;952.6;110.8;9.4;85.0;4819;0.9;21.0
SMA;199611;45;2;76;946.7;116.3;4.8;81.6;3834;-3.4;19.6
SMA;199612;27;1;86;946.2;71.3;-0.7;88.5;1855;-12.9;10.2
SMA;199701;33;3;91;953.8;5.6;-1.8;90.3;1222;-11.4;7.4
SMA;199702;76;0;64;956.8;89.0;4.4;72.7;6263;-3.7;13.7
SMA;199703;122;0;60;957.6;18.8;7.7;71.6;8237;-1.0;18.5
SMA;199704;200;0;50;952.4;87.8;7.8;60.3;13435;-2.5;20.1
SMA;199705;232;0;58;949.9;48.5;13.4;65.5;13318;2.4;26.8
SMA;199706;194;0;78;946.4;188.4;15.6;76.6;8265;6.4;28.3
SMA;199707;211;0;65;952.6;158.3;16.9;77.2;11014;10.2;27.1
SMA;199708;204;0;51;952.1;109.3;19.4;75.7;13855;10.9;29.9
SMA;199709;159;0;55;955.6;42.7;15.0;81.0;11995;5.5;27.4
SMA;199710;90;0;61;951.5;76.2;9.0;80.5;7677;-4.3;23.6
SMA;199711;47;0;75;944.3;31.0;4.6;86.5;3360;-2.4;20.1
SMA;199712;28;2;83;947.7;130.3;2.5;84.6;2153;-5.8;12.7
SMA;199801;42;2;74;952.0;79.8;1.9;79.5;4588;-6.0;11.6
SMA;199802;88;1;52;959.3;37.9;3.7;75.6;8320;-6.7;16.3
SMA;199803;114;0;69;956.1;67.8;5.5;68.4;6975;-3.9;20.7
SMA;199804;154;0;78;941.1;66.2;8.6;72.0;7536;0.3;21.4
SMA;199805;241;0;49;949.5;17.8;14.7;61.3;14971;2.6;28.5
SMA;199806;230;0;64;952.0;128.6;17.3;68.3;12558;6.2;31.2
SMA;199807;203;0;63;950.0;101.3;18.4;71.0;10289;9.9;33.4
SMA;199808;201;0;51;952.8;69.7;18.5;68.5;13638;6.3;33.4
SMA;199809;112;0;75;947.8;170.2;13.3;82.4;5353;5.5;25.4
SMA;199810;67;0;82;950.1;150.2;10.0;79.8;3551;2.9;20.1
SMA;199811;48;0;72;951.8;121.7;2.0;82.3;4319;-9.9;11.7
SMA;199812;37;4;72;955.2;32.6;1.2;81.9;4431;-7.7;11.2
SMA;199901;51;2;66;950.9;53.5;2.1;78.6;5881;-8.8;12.2
SMA;199902;57;12;83;950.4;176.4;-0.4;83.5;2861;-11.5;10.0
SMA;199903;115;0;68;946.8;56.2;6.1;73.7;7417;-1.8;18.2
SMA;199904;153;0;72;948.6;107.6;9.0;74.0;7791;0.3;21.1
SMA;199905;185;0;68;950.1;287.0;15.0;76.1;9910;6.7;28.7
SMA;199906;203;0;66;952.8;202.4;15.1;75.8;9661;5.5;28.4
SMA;199907;210;0;59;951.2;101.0;18.7;74.1;12395;9.9;31.0
SMA;199908;173;0;65;949.6;135.4;17.9;79.2;9800;10.5;28.9
SMA;199909;145;0;60;948.7;129.3;16.7;78.0;10811;10.9;27.5
SMA;199910;82;0;69;951.9;52.2;9.5;83.3;6397;1.5;18.8
SMA;199911;39;5;83;954.4;108.5;2.1;86.7;2609;-5.4;15.3
SMA;199912;33;4;78;948.6;139.5;2.0;80.0;2834;-6.6;11.1
SMA;200001;40;4;76;958.1;30.5;0.1;84.0;3989;-11.9;11.0
SMA;200002;64;0;71;956.7;136.4;4.2;77.0;4726;-3.4;15.9
SMA;200003;113;0;68;953.8;85.7;6.2;69.5;8013;-2.7;17.4
SMA;200004;167;0;68;942.9;49.7;10.4;66.1;9759;-1.3;25.7
SMA;200005;208;0;61;950.6;136.9;15.2;69.7;11751;5.5;27.0
SMA;200006;254;0;48;954.5;75.7;18.0;65.5;15058;8.1;31.0
SMA;200007;191;0;66;949.3;195.5;15.9;76.6;9650;7.7;29.0
SMA;200008;198;0;49;953.1;142.9;19.0;75.0;14275;11.5;31.8
SMA;200009;155;0;54;950.3;127.5;15.1;79.6;11773;8.0;25.3
SMA;200010;63;0;81;950.3;72.0;10.4;85.3;3376;3.3;17.5
SMA;200011;49;0;75;944.2;67.1;6.0;80.7;4397;-0.4;15.0
SMA;200012;33;0;80;947.3;36.8;3.9;81.8;2646;-4.6;13.2
SMA;200101;41;0;76;947.7;99.3;1.7;82.1;3775;-5.6;9.4
SMA;200102;72;0;72;951.7;53.1;3.6;70.5;5147;-5.7;15.1
SMA;200103;78;0;88;941.9;237.4;6.9;80.9;3331;-0.8;18.4
SMA;200104;134;1;81;948.0;129.8;7.0;75.0;6006;-1.8;20.0
SMA;200105;220;0;62;950.1;116.2;15.5;70.0;13355;5.9;28.4
SMA;200106;227;0;59;952.3;182.3;15.2;71.4;12856;4.9;29.1
SMA;200107;236;0;54;950.8;140.9;18.7;70.6;15039;10.4;29.5
SMA;200108;204;0;51;952.5;111.6;19.2;75.1;14272;10.0;31.0
SMA;200109;103;0;79;949.8;189.3;11.7;82.8;5186;5.2;22.7
SMA;200110;101;0;55;954.0;81.0;13.3;83.9;9384;6.4;23.6
SMA;200111;42;0;81;955.1;98.7;2.9;84.0;3118;-2.3;11.3
SMA;200112;35;3;79;955.2;43.3;-0.1;79.5;3330;-14.4;10.1
SMA;200201;46;0;74;959.1;25.3;0.8;80.6;4692;-8.8;13.8
SMA;200202;64;0;76;950.6;85.2;5.7;72.9;4149;-3.8;14.6
SMA;200203;138;0;58;951.6;57.6;7.2;67.1;10310;-2.6;18.8
SMA;200204;186;0;64;948.1;70.0;9.1;63.9;11812;-0.6;19.9
SMA;200205;187;0;68;948.9;180.4;13.0;73.1;10161;3.5;28.2
SMA;200206;250;0;53;951.3;84.8;19.3;67.0;15067;8.9;34.1
SMA;200207;212;0;59;950.5;109.7;18.2;72.2;12268;9.7;29.6
SMA;200208;174;0;65;950.2;149.8;17.7;78.3;10416;11.2;28.8
SMA;200209;128;0;70;952.1;123.4;13.0;81.5;8534;2.0;24.0
SMA;200210;87;0;76;949.2;127.9;10.1;79.4;7120;1.7;21.5
SMA;200211;32;0;84;945.0;181.6;6.7;86.7;1799;2.2;16.3
SMA;200212;21;0;93;949.5;80.1;3.9;85.6;901;-3.8;12.6
SMA;200301;33;1;83;949.6;66.4;0.2;81.6;2562;-9.9;13.4
SMA;200302;74;10;71;952.8;34.3;-1.8;77.6;5359;-10.1;12.4
SMA;200303;150;0;47;956.0;31.3;7.6;59.9;13267;-2.0;20.0
SMA;200304;190;0;58;949.4;54.3;9.4;61.3;12512;-4.8;23.5
SMA;200305;186;0;70;952.6;115.5;14.8;71.6;10078;4.1;27.4
SMA;200306;275;0;47;951.2;57.8;22.5;62.3;17656;14.3;34.7
SMA;200307;230;0;52;951.7;110.9;19.8;66.8;15270;9.9;33.0
SMA;200308;224;0;38;952.2;81.8;22.7;60.3;17806;9.7;36.0
SMA;200309;164;0;48;954.5;45.6;14.5;73.5;12894;5.1;26.5
SMA;200310;72;0;71;947.1;143.9;6.4;85.4;5563;-4.3;21.2
SMA;200311;51;0;70;950.7;77.9;5.4;88.2;5372;-0.9;12.9
SMA;200312;36;0;68;951.9;39.5;1.2;83.9;4201;-8.9;12.4
SMA;200401;34;4;87;945.5;156.3;0.9;84.6;1890;-6.9;12.3
SMA;200402;84;2;70;952.6;41.4;2.1;73.4;7451;-8.0;13.8
SMA;200403;130;1;62;953.4;66.7;4.4;71.2;9304;-6.3;20.5
SMA;200404;177;0;67;946.7;45.8;9.6;65.3;10764;0.6;22.8
SMA;200405;216;0;59;948.9;172.1;11.9;68.9;12497;2.3;26.7
SMA;200406;218;0;68;953.0;139.1;16.4;71.9;11225;8.2;29.7
SMA;200407;222;0;60;952.3;118.3;17.8;72.6;13443;9.4;29.2
SMA;200408;192;0;63;949.8;57.4;18.7;73.5;11965;10.9;29.9
SMA;200409;145;0;60;955.1;72.5;15.2;76.3;10233;6.8;27.1
SMA;200410;76;0;80;947.8;126.5;11.4;86.0;5391;4.9;24.3
SMA;200411;43;0;80;954.2;20.5;4.3;82.8;2802;-3.5;13.7
SMA;200412;29;2;89;952.9;54.4;0.7;86.8;1958;-4.5;9.4
SMA;200501;53;2;66;956.7;34.8;0.5;78.6;5853;-11.8;11.5
SMA;200502;68;8;76;950.3;49.2;-1.1;79.7;3829;-11.4;11.0
SMA;200503;139;5;61;950.3;48.1;5.6;71.0;10618;-14.1;20.6
SMA;200504;156;0;70;948.4;139.5;9.3;70.9;9065;-0.6;25.2
SMA;200505;208;0;65;951.6;119.3;13.7;70.4;12589;3.3;29.7
SMA;200506;263;0;52;953.1;111.6;18.3;65.6;15913;4.2;32.6
SMA;200507;207;0;64;951.3;116.9;18.3;73.6;11666;10.3;32.7
SMA;200508;176;0;60;951.9;194.3;16.3;77.5;11277;8.9;27.8
SMA;200509;144;0;60;952.8;53.0;15.6;79.0;9878;6.3;26.8
SMA;200510;92;0;60;953.6;84.9;11.0;85.6;8826;3.8;19.2
SMA;200511;51;1;73;951.4;21.5;3.9;83.4;4730;-5.2;18.5
SMA;200512;27;2;84;950.9;68.8;-0.4;84.4;1658;-9.5;7.2
SMA;200601;46;1;77;955.3;24.6;-2.2;84.3;3829;-8.6;6.0
SMA;200602;57;2;84;947.4;56.4;0.0;80.5;3253;-6.9;10.2
SMA;200603;110;10;74;945.1;169.1;3.1;75.9;6230;-7.6;20.7
SMA;200604;153;1;68;948.8;189.4;8.8;74.5;8733;-1.5;21.8
SMA;200605;178;0;76;951.2;151.4;13.3;72.2;9180;3.4;24.3
SMA;200606;256;0;48;954.1;41.6;17.7;67.2;15300;3.7;30.1
SMA;200607;267;0;41;953.6;46.9;22.5;62.6;18753;14.0;33.1
SMA;200608;138;0;77;948.7;185.2;14.7;80.8;6567;8.3;25.3
SMA;200609;145;0;61;950.7;110.4;16.9;81.1;10970;8.4;26.5
SMA;200610;90;0;65;950.4;62.8;12.7;83.6;7918;5.7;20.9
SMA;200611;56;0;65;953.8;42.1;7.0;80.5;6097;-0.9;16.3
SMA;200612;36;0;71;958.4;54.6;2.5;84.6;4861;-4.2;13.1
SMA;200701;38;1;78;955.0;56.0;4.5;79.0;3529;-8.4;13.8
SMA;200702;70;0;63;946.9;69.5;4.8;78.4;6505;-1.5;13.8
SMA;200703;130;3;59;949.1;106.9;5.7;74.4;9845;-1.6;16.6
SMA;200704;232;0;32;952.0;6.4;13.9;56.9;18490;1.9;25.4
SMA;200705;214;0;65;947.0;120.9;14.6;70.2;12551;4.8;28.1
SMA;200706;213;0;67;948.6;121.2;17.2;74.9;10525;8.1;29.0
SMA;200707;223;0;60;951.3;171.4;17.6;72.5;12408;8.6;33.2
SMA;200708;179;0;61;951.4;260.3;17.0;78.8;10482;9.0;29.9
SMA;200709;155;0;63;955.1;75.1;13.0;77.8;9545;5.4;24.1
SMA;200710;95;0;66;956.8;21.0;9.3;80.8;6763;-0.8;23.5
SMA;200711;46;0;71;954.1;41.6;2.9;80.7;3835;-5.6;10.9
SMA;200712;27;0;87;957.6;102.6;0.6;84.0;1697;-6.4;11.4
SMA;200801;48;0;69;955.2;61.9;3.1;76.3;5547;-4.6;12.7
SMA;200802;99;0;42;960.2;37.2;3.9;71.2;10244;-7.0;17.3
SMA;200803;116;1;75;944.4;92.6;4.7;69.3;6195;-5.7;17.9
SMA;200804;142;0;79;946.3;183.6;7.9;73.7;5814;-2.2;20.0
SMA;200805;236;0;60;949.1;67.4;15.4;63.8;13356;5.7;28.0
SMA;200806;223;0;66;952.1;90.5;17.3;73.6;10971;7.0;30.8
SMA;200807;241;0;56;952.4;136.6;18.4;69.3;13787;10.5;30.0
SMA;200808;196;0;61;951.8;174.1;17.7;75.3;12039;9.6;27.8
SMA;200809;135;0;70;952.9;117.1;12.3;80.9;7824;4.0;26.9
SMA;200810;86;1;70;953.5;147.9;10.0;82.7;6242;-0.1;20.8
SMA;200811;48;1;72;950.0;31.5;4.3;84.7;3744;-6.3;14.8
SMA;200812;27;3;83;952.0;72.3;0.5;85.0;2067;-7.0;7.7
SMA;200901;37;4;84;948.7;42.4;-1.9;84.7;2773;-8.9;7.8
SMA;200902;71;6;75;948.6;60.2;0.4;79.2;4654;-10.7;10.8
SMA;200903;103;1;79;950.0;118.9;4.2;73.8;5212;-4.2;14.0
SMA;200904;199;0;59;948.2;20.3;12.0;61.5;11758;2.9;22.7
SMA;200905;234;0;61;954.3;87.7;15.4;68.0;13110;4.0;31.8
SMA;200906;245;0;65;951.8;186.3;16.5;71.1;12600;8.4;29.0
SMA;200907;230;0;61;952.7;154.0;18.6;71.8;12389;10.5;29.0
SMA;200908;227;0;47;954.1;69.0;19.9;71.0;15593;8.9;31.7
SMA;200909;150;0;53;955.1;68.7;15.4;78.1;9885;7.4;30.7
SMA;200910;91;0;72;953.1;56.0;9.6;79.4;6551;-1.7;24.8
SMA;200911;48;0;71;947.5;123.9;7.2;81.0;3733;-0.1;16.6
SMA;200912;30;1;85;943.5;110.9;1.1;81.0;2326;-13.6;9.0
SMA;201001;37;4;85;947.5;39.2;-1.9;84.4;2314;-8.2;7.0
SMA;201002;71;4;79;940.4;35.1;0.9;74.4;3618;-9.3;12.3
SMA;201003;126;2;71;951.4;53.7;4.6;67.0;7600;-8.1;21.3
SMA;201004;204;0;58;952.7;33.7;10.1;61.7;12050;-0.4;25.2
SMA;201005;157;0;81;948.9;140.1;11.5;77.4;6144;4.9;27.2
SMA;201006;220;0;62;950.4;126.1;16.9;71.3;11483;7.1;29.8
SMA;201007;248;0;55;953.7;131.7;20.0;71.0;15159;10.2;32.7
SMA;201008;170;0;70;952.0;121.3;17.2;76.4;8899;8.2;29.0
SMA;201009;159;0;64;951.7;89.2;13.2;77.6;10322;5.9;22.8
SMA;201010;84;0;72;949.6;45.5;8.7;81.5;6001;-0.3;22.6
SMA;201011;47;1;81;942.9;80.9;5.3;81.7;3427;-7.0;17.8
SMA;201012;30;7;85;946.3;105.0;-0.8;85.0;1588;-11.3;10.7
SMA;201101;40;1;77;953.4;47.2;1.2;81.6;3153;-8.1;12.8
SMA;201102;75;0;67;952.6;22.4;2.7;77.8;6225;-6.6;12.8
SMA;201103;139;0;62;954.6;21.1;6.6;66.9;10695;-2.8;19.2
SMA;201104;233;0;40;952.8;24.1;12.7;58.0;16825;1.2;24.5
SMA;201105;263;0;51;953.9;89.5;15.3;62.7;16799;1.9;27.6
SMA;201106;211;0;72;952.8;78.5;16.8;71.4;9476;7.4;32.2
SMA;201107;225;0;65;949.8;198.8;16.5;72.8;11600;8.6;30.8
SMA;201108;231;0;47;952.0;113.8;19.2;73.3;15522;9.5;32.7
SMA;201109;168;0;54;954.2;74.2;16.4;79.8;12225;7.6;28.0
SMA;201110;98;0;63;956.2;74.5;9.5;86.0;7538;-0.7;21.9
SMA;201111;52;0;69;955.6;0.1;5.1;90.0;4713;-1.5;15.9
SMA;201112;27;1;85;952.6;169.3;3.6;84.8;1931;-3.6;13.5
SMA;201201;35;0;76;956.7;86.8;2.0;84.7;3351;-6.3;10.1
SMA;201202;88;5;63;958.7;10.1;-3.5;76.1;6661;-16.9;14.6
SMA;201203;168;0;38;959.9;21.5;8.2;64.4;14287;-1.7;20.2
SMA;201204;153;0;77;941.7;59.1;9.0;71.3;6987;-0.5;28.4
SMA;201205;239;0;59;951.2;110.7;14.2;68.8;13501;1.4;28.9
SMA;201206;230;0;68;951.0;196.6;17.5;74.9;11815;8.1;31.5
SMA;201207;215;0;64;952.7;172.9;17.9;74.6;11935;9.6;31.8
SMA;201208;222;0;52;953.7;150.6;19.5;73.4;15295;9.5;32.4
SMA;201209;138;0;65;952.4;103.6;14.2;82.8;9275;5.6;26.6
SMA;201210;82;1;72;948.9;126.0;9.7;87.6;6840;-2.5;21.9
SMA;201211;49;1;85;949.1;100.1;5.8;88.3;3814;-2.7;16.5
SMA;201212;34;7;81;949.6;153.7;2.0;84.2;2975;-10.0;13.6
SMA;201301;38;2;84;949.4;60.4;0.6;85.8;2562;-8.3;13.0
SMA;201302;60;9;86;948.2;63.3;-1.3;83.1;2457;-9.5;9.0
SMA;201303;101;1;79;941.8;59.7;2.5;77.3;4949;-6.9;13.9
SMA;201304;141;0;75;949.6;106.1;8.8;74.3;6715;-1.3;24.5
SMA;201305;165;0;81;947.4;180.8;10.9;78.2;6491;2.3;22.4
SMA;201306;222;0;63;953.5;95.5;16.1;72.1;11334;4.4;33.8
SMA;201307;269;0;43;954.9;81.6;20.7;66.7;18207;10.2;35.1
SMA;201308;222;0;52;954.1;69.4;18.7;71.1;15382;10.1;32.9
SMA;201309;141;0;65;952.5;106.2;14.7;79.2;9292;6.6;28.5
SMA;201310;79;0;76;952.9;113.3;11.3;85.0;5599;3.2;22.1
SMA;201311;37;1;82;950.9;124.0;4.0;85.6;2566;-5.7;18.1
SMA;201312;47;0;59;957.4;33.5;1.7;84.8;6864;-4.3;13.2
SMA;201401;40;0;78;945.8;46.7;3.1;84.5;3649;-3.6;13.7
SMA;201402;77;0;71;945.5;65.0;4.1;78.6;5747;-2.1;12.7
SMA;201403;145;0;47;951.6;26.1;7.3;68.5;12017;-0.4;20.6
SMA;201404;180;0;62;949.6;88.2;10.9;67.9;11147;1.3;21.7
SMA;201405;205;0;68;951.5;115.7;12.6;70.4;10556;2.9;27.8
SMA;201406;278;0;51;952.4;146.6;18.0;64.3;16441;8.3;33.4
SMA;201407;191;0;69;950.8;191.1;17.6;79.6;10051;9.6;31.5
SMA;201408;178;0;71;951.3;111.7;16.4;77.5;9309;9.5;27.2
SMA;201409;152;0;62;953.6;69.4;15.2;82.2;9429;4.9;26.6
SMA;201410;96;0;64;953.4;82.3;12.4;86.0;7751;2.9;23.3
SMA;201411;53;0;73;947.3;79.4;6.6;90.5;4378;0.4;16.3
SMA;201412;28;4;76;954.9;54.2;3.1;83.8;2362;-11.8;12.4
SMA;201501;38;5;83;953.0;90.1;1.9;83.4;2758;-5.0;15.4
SMA;201502;70;7;75;950.6;36.3;-0.5;82.6;4552;-7.4;10.2
SMA;201503;133;0;60;954.3;82.1;6.4;68.8;10441;-2.4;17.2
SMA;201504;206;0;46;955.1;145.7;10.1;61.3;13811;-1.4;22.8
SMA;201505;200;0;69;952.3;160.7;13.8;72.8;10375;5.2;27.8
SMA;201506;256;0;56;954.6;140.8;17.9;70.4;14183;7.9;30.3
SMA;201507;269;0;37;952.9;40.3;22.2;59.6;17582;10.4;34.6
SMA;201508;214;0;47;952.5;60.7;20.4;69.6;14909;10.6;34.6
SMA;201509;146;0;59;953.1;43.9;13.2;74.6;9422;5.6;25.8
SMA;201510;82;0;74;952.8;43.6;9.2;83.2;5361;1.0;20.1
SMA;201511;60;0;63;956.6;63.7;7.8;78.6;6434;-3.7;19.9
SMA;201512;48;0;57;963.5;10.1;4.4;86.7;6926;-2.3;12.8
SMA;201601;40;2;79;950.2;145.9;2.8;84.0;3070;-8.7;11.6
SMA;201602;60;0;79;947.9;92.1;3.9;80.7;3610;-3.0;16.6
SMA;201603;115;0;67;948.4;41.7;4.7;73.4;7279;-2.2;21.6
SMA;201604;164;0;71;948.1;125.7;8.9;74.4;9350;-0.7;21.1
SMA;201605;199;0;68;949.2;171.6;12.8;71.5;10677;3.9;26.3
SMA;201606;199;0;73;951.2;228.6;16.4;80.3;8425;8.8;32.3
SMA;201607;239;0;54;954.7;198.1;19.4;72.0;13991;8.5;31.5
SMA;201608;221;0;48;956.0;72.3;19.0;73.2;15463;8.9;31.4
SMA;201609;169;0;46;954.9;53.0;16.8;76.6;12831;7.4;27.6
SMA;201610;82;0;74;955.3;65.3;8.5;85.2;5191;2.4;20.9
SMA;201611;45;0;80;950.8;102.0;4.9;83.8;3048;-4.3;17.7
SMA;201612;44;0;65;964.0;0.5;0.7;88.8;5565;-4.2;8.4
SMA;201701;35;5;88;956.5;89.4;-3.0;86.2;2206;-12.7;7.5
SMA;201702;79;0;71;952.5;52.4;3.7;80.5;5458;-2.2;18.8
SMA;201703;145;0;56;952.6;62.8;8.5;69.3;11151;0.0;20.8
SMA;201704;189;0;53;954.3;117.3;8.8;65.7;11692;-2.4;23.3
SMA;201705;238;0;55;952.6;75.4;14.8;67.0;14004;2.1;30.2
SMA;201706;266;0;50;951.9;85.7;19.9;64.1;15083;8.4;33.0
SMA;201707;222;0;66;952.8;171.7;19.2;71.5;12272;11.6;32.4
SMA;201708;208;0;55;954.3;102.2;19.5;73.5;13401;10.4;31.7
SMA;201709;138;0;70;952.5;106.8;13.1;78.5;8792;5.1;24.5
SMA;201710;111;0;51;957.6;39.8;11.3;77.7;10476;0.1;22.5
SMA;201711;42;0;82;952.5;88.5;4.8;81.1;3049;-1.4;16.0
SMA;201712;28;2;89;952.2;114.7;1.3;85.4;2110;-4.4;12.3
SMA;201801;39;0;87;950.9;131.9;4.8;81.2;3048;-2.9;13.1
SMA;201802;51;0;86;948.7;43.8;-1.5;79.8;2459;-13.1;6.9
SMA;201803;105;0;80;939.8;66.4;3.8;76.6;5526;-8.6;13.8
SMA;201804;215;0;48;948.8;12.7;13.5;57.4;14531;0.2;26.3
SMA;201805;217;0;65;950.3;106.7;15.4;71.9;12067;6.4;27.4
SMA;201806;262;0;57;952.5;64.5;18.5;68.2;15092;9.1;29.8
SMA;201807;266;0;35;952.2;63.2;21.2;60.8;17649;11.0;34.6
SMA;201808;220;0;50;953.8;113.3;20.8;65.3;15378;8.1;33.5
SMA;201809;177;0;43;956.8;71.4;16.4;72.1;14276;3.0;28.4
SMA;201810;104;0;50;952.8;48.7;11.2;78.2;10231;0.5;22.6
SMA;201811;42;0;86;951.5;17.0;5.4;87.8;2907;-1.9;16.4
SMA;201812;31;0;86;956.4;157.7;3.5;85.8;2112;-4.6;13.0